Orthogroup	F_distichus_pep_CA	F_serratus_pep_CA	PUBLIC_Ectocarpus-sp7_proteins
OG0016708		ser_TRINITY_DN39159_c0_g1.p1	
OG0016709		ser_TRINITY_DN3915_c0_g2.p1	
OG0016710		ser_TRINITY_DN39169_c0_g1.p1	
OG0016711		ser_TRINITY_DN39200_c0_g1.p3	
OG0016712		ser_TRINITY_DN39202_c0_g3.p2	
OG0016713		ser_TRINITY_DN3920_c0_g2.p1	
OG0016714		ser_TRINITY_DN3921_c0_g2.p2	
OG0016715		ser_TRINITY_DN3922_c0_g1.p3	
OG0016716		ser_TRINITY_DN39233_c0_g2.p1	
OG0016717		ser_TRINITY_DN39235_c0_g1.p1	
OG0016718		ser_TRINITY_DN39238_c0_g1.p1	
OG0016719		ser_TRINITY_DN3928_c0_g1.p1	
OG0016720		ser_TRINITY_DN39296_c0_g1.p2	
OG0016721		ser_TRINITY_DN39297_c0_g1.p2	
OG0016722		ser_TRINITY_DN392_c0_g2.p2	
OG0016723		ser_TRINITY_DN39345_c0_g1.p4	
OG0016724		ser_TRINITY_DN39347_c0_g2.p3	
OG0016725		ser_TRINITY_DN39349_c0_g1.p2	
OG0016726		ser_TRINITY_DN3935_c0_g1.p2	
OG0016727		ser_TRINITY_DN39369_c0_g1.p1	
OG0016728		ser_TRINITY_DN39394_c0_g1.p1	
OG0016729		ser_TRINITY_DN3939_c0_g1.p2	
OG0016730		ser_TRINITY_DN39404_c0_g1.p1	
OG0016731		ser_TRINITY_DN39444_c0_g1.p3	
OG0016732		ser_TRINITY_DN39462_c0_g1.p4	
OG0016733		ser_TRINITY_DN39467_c0_g2.p1	
OG0016734		ser_TRINITY_DN3946_c0_g1.p3	
OG0016735		ser_TRINITY_DN3948_c0_g1.p3	
OG0016736		ser_TRINITY_DN39511_c0_g1.p2	
OG0016737		ser_TRINITY_DN39518_c0_g1.p1	
OG0016738		ser_TRINITY_DN3951_c0_g1.p2	
OG0016739		ser_TRINITY_DN39530_c0_g1.p1	
OG0016740		ser_TRINITY_DN39532_c0_g1.p2	
OG0016741		ser_TRINITY_DN39564_c0_g1.p1	
OG0016742		ser_TRINITY_DN39577_c0_g1.p2	
OG0016743		ser_TRINITY_DN395_c0_g2.p3	
OG0016744		ser_TRINITY_DN39638_c0_g1.p1	
OG0016745		ser_TRINITY_DN39651_c0_g1.p2	
OG0016746		ser_TRINITY_DN3967_c0_g1.p2	
OG0016747		ser_TRINITY_DN3968_c0_g1.p3	
OG0016748		ser_TRINITY_DN3969_c0_g1.p1	
OG0016749		ser_TRINITY_DN39716_c0_g1.p2	
OG0016750		ser_TRINITY_DN3971_c0_g1.p1	
OG0016751		ser_TRINITY_DN3986_c0_g1.p1	
OG0016752		ser_TRINITY_DN3987_c0_g1.p1	
OG0016753		ser_TRINITY_DN39899_c0_g2.p2	
OG0016754		ser_TRINITY_DN39900_c0_g3.p3	
OG0016755		ser_TRINITY_DN3994_c1_g2.p3	
OG0016756		ser_TRINITY_DN39986_c0_g1.p1	
OG0016757		ser_TRINITY_DN39999_c0_g1.p2	
OG0016758		ser_TRINITY_DN399_c0_g2.p2	
OG0016759		ser_TRINITY_DN40094_c0_g1.p2	
OG0016760		ser_TRINITY_DN4014_c0_g2.p3	
OG0016761		ser_TRINITY_DN40159_c0_g1.p1	
OG0016762		ser_TRINITY_DN40178_c0_g1.p3	
OG0016763		ser_TRINITY_DN40183_c0_g3.p2	
OG0016764		ser_TRINITY_DN4019_c0_g1.p1	
OG0016765		ser_TRINITY_DN4020_c0_g1.p3	
OG0016766		ser_TRINITY_DN4020_c0_g3.p2	
OG0016767		ser_TRINITY_DN4025_c0_g1.p2	
OG0016768		ser_TRINITY_DN40264_c0_g2.p2	
OG0016769		ser_TRINITY_DN40276_c0_g1.p3	
OG0016770		ser_TRINITY_DN40285_c0_g2.p1	
OG0016771		ser_TRINITY_DN40307_c0_g1.p3	
OG0016772		ser_TRINITY_DN4030_c0_g1.p2	
OG0016773		ser_TRINITY_DN4031_c0_g1.p3	
OG0016774		ser_TRINITY_DN40353_c0_g1.p2	
OG0016775		ser_TRINITY_DN40362_c0_g1.p2	
OG0016776		ser_TRINITY_DN403_c0_g1.p1	
OG0016777		ser_TRINITY_DN40407_c0_g1.p1	
OG0016778		ser_TRINITY_DN4042_c0_g1.p2	
OG0016779		ser_TRINITY_DN4044_c0_g2.p2	
OG0016780		ser_TRINITY_DN4044_c0_g5.p2	
OG0016781		ser_TRINITY_DN40457_c0_g1.p1	
OG0016782		ser_TRINITY_DN4048_c0_g1.p3	
OG0016783		ser_TRINITY_DN40498_c0_g1.p4	
OG0016784		ser_TRINITY_DN40505_c0_g1.p2	
OG0016785		ser_TRINITY_DN4050_c0_g1.p1	
OG0016786		ser_TRINITY_DN40530_c0_g1.p1	
OG0016787		ser_TRINITY_DN4054_c0_g1.p2	
OG0016788		ser_TRINITY_DN4055_c0_g1.p2	
OG0016789		ser_TRINITY_DN4061_c0_g1.p2	
OG0016790		ser_TRINITY_DN4064_c1_g4.p3	
OG0016791		ser_TRINITY_DN40681_c0_g1.p2	
OG0016792		ser_TRINITY_DN40683_c0_g2.p3	
OG0016793		ser_TRINITY_DN406_c0_g1.p2	
OG0016794		ser_TRINITY_DN4073_c1_g1.p1	
OG0016795		ser_TRINITY_DN4076_c0_g1.p2	
OG0016796		ser_TRINITY_DN40794_c0_g1.p2	
OG0016797		ser_TRINITY_DN40814_c0_g1.p2	
OG0016798		ser_TRINITY_DN40822_c0_g1.p2	
OG0016799		ser_TRINITY_DN40875_c0_g1.p2	
OG0016800		ser_TRINITY_DN4089_c0_g1.p2	
OG0016801		ser_TRINITY_DN40908_c0_g1.p2	
OG0016802		ser_TRINITY_DN40931_c0_g1.p1	
OG0016803		ser_TRINITY_DN40946_c0_g1.p2	
OG0016804		ser_TRINITY_DN40962_c0_g1.p2	
OG0016805		ser_TRINITY_DN40980_c0_g1.p3	
OG0016806		ser_TRINITY_DN40985_c0_g2.p1	
OG0016807		ser_TRINITY_DN40995_c0_g2.p4	
OG0016808		ser_TRINITY_DN41014_c0_g1.p3	
OG0016809		ser_TRINITY_DN4101_c0_g1.p2	
OG0016810		ser_TRINITY_DN41038_c0_g3.p1	
OG0016811		ser_TRINITY_DN4110_c0_g1.p1	
OG0016812		ser_TRINITY_DN4111_c0_g2.p2	
OG0016813		ser_TRINITY_DN4115_c0_g3.p4	
OG0016814		ser_TRINITY_DN41242_c0_g2.p3	
OG0016815		ser_TRINITY_DN41314_c0_g1.p1	
OG0016816		ser_TRINITY_DN41318_c0_g1.p2	
OG0016817		ser_TRINITY_DN41324_c0_g1.p1	
OG0016818		ser_TRINITY_DN41337_c0_g1.p3	
OG0016819		ser_TRINITY_DN4135_c1_g2.p2	
OG0016820		ser_TRINITY_DN41383_c0_g1.p3	
OG0016821		ser_TRINITY_DN413_c0_g3.p4	
OG0016822		ser_TRINITY_DN41416_c0_g1.p10	
OG0016823		ser_TRINITY_DN41416_c0_g1.p20	
OG0016824		ser_TRINITY_DN41416_c0_g2.p2	
OG0016825		ser_TRINITY_DN4142_c0_g3.p1	
OG0016826		ser_TRINITY_DN4142_c0_g4.p2	
OG0016827		ser_TRINITY_DN41438_c0_g1.p3	
OG0016828		ser_TRINITY_DN4145_c0_g1.p2	
OG0016829		ser_TRINITY_DN4154_c1_g2.p2	
OG0016830		ser_TRINITY_DN4160_c0_g1.p2	
OG0016831		ser_TRINITY_DN41617_c0_g1.p2	
OG0016832		ser_TRINITY_DN41619_c0_g1.p3	
OG0016833		ser_TRINITY_DN41649_c0_g1.p2	
OG0016834		ser_TRINITY_DN41674_c0_g1.p2	
OG0016835		ser_TRINITY_DN41681_c0_g1.p5	
OG0016836		ser_TRINITY_DN4170_c0_g1.p2	
OG0016837		ser_TRINITY_DN41729_c0_g2.p1	
OG0016838		ser_TRINITY_DN41736_c0_g1.p2	
OG0016839		ser_TRINITY_DN4174_c0_g3.p3	
OG0016840		ser_TRINITY_DN41755_c0_g2.p3	
OG0016841		ser_TRINITY_DN41756_c0_g1.p1	
OG0016842		ser_TRINITY_DN41779_c0_g1.p2	
OG0016843		ser_TRINITY_DN41804_c0_g1.p1	
OG0016844		ser_TRINITY_DN41826_c0_g1.p2	
OG0016845		ser_TRINITY_DN4182_c0_g1.p1	
OG0016846		ser_TRINITY_DN41837_c0_g1.p2	
OG0016847		ser_TRINITY_DN4185_c0_g1.p2	
OG0016848		ser_TRINITY_DN4186_c0_g1.p2	
OG0016849		ser_TRINITY_DN4187_c0_g2.p3	
OG0016850		ser_TRINITY_DN4188_c0_g1.p1	
OG0016851		ser_TRINITY_DN41909_c0_g1.p1	
OG0016852		ser_TRINITY_DN4190_c0_g1.p2	
OG0016853		ser_TRINITY_DN4191_c0_g1.p4	
OG0016854		ser_TRINITY_DN41921_c0_g3.p1	
OG0016855		ser_TRINITY_DN41930_c1_g1.p2	
OG0016856		ser_TRINITY_DN4193_c0_g1.p4	
OG0016857		ser_TRINITY_DN4193_c0_g3.p4	
OG0016858		ser_TRINITY_DN41943_c0_g1.p2	
OG0016859		ser_TRINITY_DN41953_c0_g4.p2	
OG0016860		ser_TRINITY_DN41954_c0_g3.p3	
OG0016861		ser_TRINITY_DN41958_c0_g2.p1	
OG0016862		ser_TRINITY_DN4195_c0_g1.p2	
OG0016863		ser_TRINITY_DN41964_c0_g8.p2	
OG0016864		ser_TRINITY_DN41977_c0_g1.p2	
OG0016865		ser_TRINITY_DN41978_c0_g2.p1	
OG0016866		ser_TRINITY_DN41988_c0_g1.p10	
OG0016867		ser_TRINITY_DN41988_c0_g1.p11	
OG0016868		ser_TRINITY_DN41988_c0_g2.p1	
OG0016869		ser_TRINITY_DN41988_c0_g3.p2	
OG0016870		ser_TRINITY_DN42018_c0_g1.p2	
OG0016871		ser_TRINITY_DN42020_c2_g3.p3	
OG0016872		ser_TRINITY_DN42022_c0_g1.p3	
OG0016873		ser_TRINITY_DN4203_c0_g3.p2	
OG0016874		ser_TRINITY_DN42042_c0_g1.p2	
OG0016875		ser_TRINITY_DN42063_c0_g1.p3	
OG0016876		ser_TRINITY_DN42064_c0_g1.p2	
OG0016877		ser_TRINITY_DN42079_c0_g1.p4	
OG0016878		ser_TRINITY_DN4207_c0_g2.p3	
OG0016879		ser_TRINITY_DN4207_c0_g5.p2	
OG0016880		ser_TRINITY_DN4208_c0_g2.p2	
OG0016881		ser_TRINITY_DN42090_c0_g1.p3	
OG0016882		ser_TRINITY_DN42105_c0_g1.p1	
OG0016883		ser_TRINITY_DN42153_c0_g1.p3	
OG0016884		ser_TRINITY_DN42165_c0_g1.p1	
OG0016885		ser_TRINITY_DN42167_c0_g1.p2	
OG0016886		ser_TRINITY_DN42218_c0_g1.p2	
OG0016887		ser_TRINITY_DN42225_c0_g1.p4	
OG0016888		ser_TRINITY_DN4224_c0_g3.p3	
OG0016889		ser_TRINITY_DN42267_c0_g1.p2	
OG0016890		ser_TRINITY_DN4226_c0_g2.p1	
OG0016891		ser_TRINITY_DN4227_c0_g4.p1	
OG0016892		ser_TRINITY_DN4228_c0_g1.p2	
OG0016893		ser_TRINITY_DN42298_c0_g1.p1	
OG0016894		ser_TRINITY_DN4229_c0_g3.p1	
OG0016895		ser_TRINITY_DN42324_c0_g1.p2	
OG0016896		ser_TRINITY_DN42328_c0_g1.p1	
OG0016897		ser_TRINITY_DN42342_c0_g1.p1	
OG0016898		ser_TRINITY_DN42353_c0_g1.p2	
OG0016899		ser_TRINITY_DN42360_c0_g1.p1	
OG0016900		ser_TRINITY_DN42392_c0_g1.p2	
OG0016901		ser_TRINITY_DN42399_c0_g1.p2	
OG0016902		ser_TRINITY_DN42401_c0_g1.p3	
OG0016903		ser_TRINITY_DN42443_c0_g1.p2	
OG0016904		ser_TRINITY_DN42462_c0_g1.p2	
OG0016905		ser_TRINITY_DN4246_c0_g3.p2	
OG0016906		ser_TRINITY_DN42486_c0_g7.p2	
OG0016907		ser_TRINITY_DN42488_c0_g1.p1	
OG0016908		ser_TRINITY_DN42514_c0_g1.p2	
OG0016909		ser_TRINITY_DN42524_c0_g1.p3	
OG0016910		ser_TRINITY_DN42544_c0_g2.p1	
OG0016911		ser_TRINITY_DN42562_c3_g1.p1	
OG0016912		ser_TRINITY_DN42580_c0_g1.p2	
OG0016913		ser_TRINITY_DN42610_c0_g1.p2	
OG0016914		ser_TRINITY_DN4261_c0_g1.p1	
OG0016915		ser_TRINITY_DN42637_c0_g1.p3	
OG0016916		ser_TRINITY_DN42687_c0_g1.p2	
OG0016917		ser_TRINITY_DN42689_c0_g4.p1	
OG0016918		ser_TRINITY_DN426_c0_g1.p3	
OG0016919		ser_TRINITY_DN42708_c0_g1.p2	
OG0016920		ser_TRINITY_DN42755_c0_g5.p4	
OG0016921		ser_TRINITY_DN42780_c0_g4.p1	
OG0016922		ser_TRINITY_DN42884_c0_g1.p3	
OG0016923		ser_TRINITY_DN42895_c0_g1.p2	
OG0016924		ser_TRINITY_DN4291_c0_g1.p2	
OG0016925		ser_TRINITY_DN42924_c2_g3.p1	
OG0016926		ser_TRINITY_DN4293_c0_g1.p2	
OG0016927		ser_TRINITY_DN42996_c0_g3.p2	
OG0016928		ser_TRINITY_DN4300_c0_g2.p2	
OG0016929		ser_TRINITY_DN4302_c0_g1.p2	
OG0016930		ser_TRINITY_DN43033_c0_g1.p3	
OG0016931		ser_TRINITY_DN4303_c0_g3.p3	
OG0016932		ser_TRINITY_DN4304_c0_g1.p3	
OG0016933		ser_TRINITY_DN4305_c0_g1.p2	
OG0016934		ser_TRINITY_DN4308_c0_g1.p2	
OG0016935		ser_TRINITY_DN43093_c0_g1.p2	
OG0016936		ser_TRINITY_DN43117_c0_g2.p1	
OG0016937		ser_TRINITY_DN43117_c0_g4.p3	
OG0016938		ser_TRINITY_DN43170_c0_g1.p3	
OG0016939		ser_TRINITY_DN43192_c0_g2.p3	
OG0016940		ser_TRINITY_DN43203_c1_g1.p1	
OG0016941		ser_TRINITY_DN43204_c0_g1.p2	
OG0016942		ser_TRINITY_DN4322_c0_g4.p2	
OG0016943		ser_TRINITY_DN4324_c0_g2.p2	
OG0016944		ser_TRINITY_DN43330_c0_g1.p1	
OG0016945		ser_TRINITY_DN43387_c0_g1.p2	
OG0016946		ser_TRINITY_DN43390_c0_g1.p2	
OG0016947		ser_TRINITY_DN4341_c0_g1.p2	
OG0016948		ser_TRINITY_DN43434_c0_g1.p4	
OG0016949		ser_TRINITY_DN4343_c0_g1.p2	
OG0016950		ser_TRINITY_DN43480_c1_g1.p4	
OG0016951		ser_TRINITY_DN4348_c0_g1.p2	
OG0016952		ser_TRINITY_DN4349_c0_g1.p2	
OG0016953		ser_TRINITY_DN434_c0_g1.p2	
OG0016954		ser_TRINITY_DN43534_c0_g1.p2	
OG0016955		ser_TRINITY_DN4353_c0_g1.p3	
OG0016956		ser_TRINITY_DN43551_c0_g1.p2	
OG0016957		ser_TRINITY_DN43591_c0_g1.p2	
OG0016958		ser_TRINITY_DN435_c0_g1.p3	
OG0016959		ser_TRINITY_DN4360_c0_g1.p1	
OG0016960		ser_TRINITY_DN43635_c0_g1.p2	
OG0016961		ser_TRINITY_DN43654_c0_g1.p1	
OG0016962		ser_TRINITY_DN4367_c0_g2.p1	
OG0016963		ser_TRINITY_DN4368_c0_g1.p2	
OG0016964		ser_TRINITY_DN43694_c0_g1.p1	
OG0016965		ser_TRINITY_DN43716_c0_g2.p2	
OG0016966		ser_TRINITY_DN4374_c0_g1.p1	
OG0016967		ser_TRINITY_DN4378_c0_g2.p1	
OG0016968		ser_TRINITY_DN43808_c0_g4.p2	
OG0016969		ser_TRINITY_DN4384_c0_g2.p3	
OG0016970		ser_TRINITY_DN43876_c0_g2.p1	
OG0016971		ser_TRINITY_DN438_c0_g2.p1	
OG0016972		ser_TRINITY_DN4392_c0_g1.p2	
OG0016973		ser_TRINITY_DN4396_c0_g1.p10	
OG0016974		ser_TRINITY_DN4396_c0_g1.p11	
OG0016975		ser_TRINITY_DN4396_c0_g2.p3	
OG0016976		ser_TRINITY_DN4396_c0_g4.p4	
OG0016977		ser_TRINITY_DN4398_c0_g1.p2	
OG0016978		ser_TRINITY_DN4404_c0_g5.p2	
OG0016979		ser_TRINITY_DN44055_c0_g1.p3	
OG0016980		ser_TRINITY_DN4405_c0_g1.p3	
OG0016981		ser_TRINITY_DN44123_c0_g1.p2	
OG0016982		ser_TRINITY_DN44146_c0_g2.p2	
OG0016983		ser_TRINITY_DN44166_c0_g2.p2	
OG0016984		ser_TRINITY_DN44187_c0_g1.p2	
OG0016985		ser_TRINITY_DN44236_c0_g1.p1	
OG0016986		ser_TRINITY_DN4423_c0_g2.p3	
OG0016987		ser_TRINITY_DN4423_c0_g3.p4	
OG0016988		ser_TRINITY_DN44245_c0_g1.p2	
OG0016989		ser_TRINITY_DN4424_c0_g1.p1	
OG0016990		ser_TRINITY_DN44270_c0_g1.p2	
OG0016991		ser_TRINITY_DN442_c0_g1.p4	
OG0016992		ser_TRINITY_DN44315_c1_g1.p2	
OG0016993		ser_TRINITY_DN44375_c0_g1.p2	
OG0016994		ser_TRINITY_DN4437_c0_g2.p2	
OG0016995		ser_TRINITY_DN4438_c0_g2.p2	
OG0016996		ser_TRINITY_DN44411_c0_g2.p3	
OG0016997		ser_TRINITY_DN44431_c0_g2.p2	
OG0016998		ser_TRINITY_DN4443_c0_g1.p2	
OG0016999		ser_TRINITY_DN44457_c0_g1.p1	
OG0017000		ser_TRINITY_DN44471_c0_g1.p2	
OG0017001		ser_TRINITY_DN44478_c0_g2.p1	
OG0017002		ser_TRINITY_DN4447_c0_g1.p1	
OG0017003		ser_TRINITY_DN4451_c0_g1.p1	
OG0017004		ser_TRINITY_DN44572_c0_g1.p1	
OG0017005		ser_TRINITY_DN44583_c0_g1.p1	
OG0017006		ser_TRINITY_DN4459_c0_g1.p2	
OG0017007		ser_TRINITY_DN44610_c0_g1.p2	
OG0017008		ser_TRINITY_DN44655_c0_g1.p3	
OG0017009		ser_TRINITY_DN44655_c0_g2.p3	
OG0017010		ser_TRINITY_DN4465_c0_g3.p2	
OG0017011		ser_TRINITY_DN4466_c0_g1.p2	
OG0017012		ser_TRINITY_DN446_c2_g1.p2	
OG0017013		ser_TRINITY_DN446_c2_g3.p2	
OG0017014		ser_TRINITY_DN44744_c0_g2.p1	
OG0017015		ser_TRINITY_DN4474_c0_g1.p2	
OG0017016		ser_TRINITY_DN4480_c0_g1.p2	
OG0017017		ser_TRINITY_DN4485_c0_g1.p1	
OG0017018		ser_TRINITY_DN44876_c0_g1.p1	
OG0017019		ser_TRINITY_DN44878_c0_g1.p1	
OG0017020		ser_TRINITY_DN44915_c0_g1.p3	
OG0017021		ser_TRINITY_DN4492_c0_g1.p3	
OG0017022		ser_TRINITY_DN44933_c0_g1.p2	
OG0017023		ser_TRINITY_DN44942_c0_g1.p3	
OG0017024		ser_TRINITY_DN4495_c0_g4.p2	
OG0017025		ser_TRINITY_DN44960_c0_g1.p3	
OG0017026		ser_TRINITY_DN45005_c0_g1.p3	
OG0017027		ser_TRINITY_DN45048_c0_g1.p2	
OG0017028		ser_TRINITY_DN45065_c0_g1.p2	
OG0017029		ser_TRINITY_DN45069_c0_g1.p2	
OG0017030		ser_TRINITY_DN45075_c0_g3.p2	
OG0017031		ser_TRINITY_DN45093_c0_g1.p2	
OG0017032		ser_TRINITY_DN45109_c1_g1.p2	
OG0017033		ser_TRINITY_DN45140_c0_g1.p2	
OG0017034		ser_TRINITY_DN45163_c0_g1.p2	
OG0017035		ser_TRINITY_DN4517_c0_g1.p2	
OG0017036		ser_TRINITY_DN45211_c0_g1.p2	
OG0017037		ser_TRINITY_DN4522_c0_g4.p2	
OG0017038		ser_TRINITY_DN45277_c0_g1.p2	
OG0017039		ser_TRINITY_DN45300_c0_g1.p1	
OG0017040		ser_TRINITY_DN45349_c0_g1.p3	
OG0017041		ser_TRINITY_DN45392_c1_g2.p1	
OG0017042		ser_TRINITY_DN453_c0_g2.p2	
OG0017043		ser_TRINITY_DN45421_c0_g1.p3	
OG0017044		ser_TRINITY_DN4546_c0_g1.p2	
OG0017045		ser_TRINITY_DN45479_c0_g1.p4	
OG0017046		ser_TRINITY_DN4551_c0_g5.p4	
OG0017047		ser_TRINITY_DN4553_c0_g1.p2	
OG0017048		ser_TRINITY_DN4558_c0_g2.p2	
OG0017049		ser_TRINITY_DN45596_c0_g1.p1	
OG0017050		ser_TRINITY_DN4561_c0_g1.p1	
OG0017051		ser_TRINITY_DN45632_c0_g1.p3	
OG0017052		ser_TRINITY_DN4566_c0_g1.p2	
OG0017053		ser_TRINITY_DN45673_c0_g2.p1	
OG0017054		ser_TRINITY_DN456_c0_g1.p2	
OG0017055		ser_TRINITY_DN4570_c0_g1.p2	
OG0017056		ser_TRINITY_DN45712_c0_g1.p2	
OG0017057		ser_TRINITY_DN4572_c0_g2.p1	
OG0017058		ser_TRINITY_DN45752_c0_g1.p3	
OG0017059		ser_TRINITY_DN45756_c0_g1.p3	
OG0017060		ser_TRINITY_DN45774_c0_g1.p2	
OG0017061		ser_TRINITY_DN4580_c0_g3.p3	
OG0017062		ser_TRINITY_DN4580_c0_g4.p3	
OG0017063		ser_TRINITY_DN4580_c0_g6.p4	
OG0017064		ser_TRINITY_DN4582_c0_g1.p3	
OG0017065		ser_TRINITY_DN45844_c0_g2.p1	
OG0017066		ser_TRINITY_DN45848_c0_g2.p1	
OG0017067		ser_TRINITY_DN45855_c0_g2.p2	
OG0017068		ser_TRINITY_DN45899_c0_g1.p2	
OG0017069		ser_TRINITY_DN45903_c0_g3.p3	
OG0017070		ser_TRINITY_DN4590_c0_g1.p1	
OG0017071		ser_TRINITY_DN4591_c0_g1.p2	
OG0017072		ser_TRINITY_DN4593_c0_g1.p1	
OG0017073		ser_TRINITY_DN45948_c0_g2.p3	
OG0017074		ser_TRINITY_DN4595_c0_g2.p1	
OG0017075		ser_TRINITY_DN46003_c0_g1.p2	
OG0017076		ser_TRINITY_DN46028_c0_g2.p3	
OG0017077		ser_TRINITY_DN4610_c0_g1.p2	
OG0017078		ser_TRINITY_DN4612_c0_g6.p2	
OG0017079		ser_TRINITY_DN46139_c0_g1.p2	
OG0017080		ser_TRINITY_DN46140_c0_g2.p2	
OG0017081		ser_TRINITY_DN4616_c0_g1.p2	
OG0017082		ser_TRINITY_DN46210_c0_g2.p3	
OG0017083		ser_TRINITY_DN46289_c0_g1.p2	
OG0017084		ser_TRINITY_DN46325_c0_g1.p2	
OG0017085		ser_TRINITY_DN46335_c0_g1.p2	
OG0017086		ser_TRINITY_DN4636_c0_g2.p1	
OG0017087		ser_TRINITY_DN4640_c0_g1.p1	
OG0017088		ser_TRINITY_DN46469_c0_g1.p2	
OG0017089		ser_TRINITY_DN46482_c0_g1.p1	
OG0017090		ser_TRINITY_DN4651_c0_g1.p3	
OG0017091		ser_TRINITY_DN4665_c0_g2.p3	
OG0017092		ser_TRINITY_DN46666_c0_g1.p1	
OG0017093		ser_TRINITY_DN46714_c0_g1.p2	
OG0017094		ser_TRINITY_DN46724_c0_g1.p3	
OG0017095		ser_TRINITY_DN4672_c0_g2.p1	
OG0017096		ser_TRINITY_DN4683_c0_g1.p1	
OG0017097		ser_TRINITY_DN4684_c0_g3.p1	
OG0017098		ser_TRINITY_DN4690_c0_g1.p1	
OG0017099		ser_TRINITY_DN46918_c0_g3.p3	
OG0017100		ser_TRINITY_DN4691_c0_g4.p3	
OG0017101		ser_TRINITY_DN46983_c0_g1.p2	
OG0017102		ser_TRINITY_DN47020_c0_g2.p1	
OG0017103		ser_TRINITY_DN47036_c0_g1.p3	
OG0017104		ser_TRINITY_DN4708_c0_g3.p1	
OG0017105		ser_TRINITY_DN470_c0_g1.p2	
OG0017106		ser_TRINITY_DN47118_c0_g1.p2	
OG0017107		ser_TRINITY_DN47152_c0_g1.p1	
OG0017108		ser_TRINITY_DN47178_c0_g1.p2	
OG0017109		ser_TRINITY_DN47184_c0_g1.p3	
OG0017110		ser_TRINITY_DN47220_c1_g1.p3	
OG0017111		ser_TRINITY_DN4722_c0_g1.p1	
OG0017112		ser_TRINITY_DN47235_c0_g1.p2	
OG0017113		ser_TRINITY_DN47260_c0_g2.p2	
OG0017114		ser_TRINITY_DN47262_c0_g1.p2	
OG0017115		ser_TRINITY_DN4727_c0_g1.p10	
OG0017116		ser_TRINITY_DN4727_c0_g1.p11	
OG0017117		ser_TRINITY_DN47298_c0_g1.p3	
OG0017118		ser_TRINITY_DN47298_c0_g2.p3	
OG0017119		ser_TRINITY_DN47301_c0_g3.p2	
OG0017120		ser_TRINITY_DN4730_c0_g1.p2	
OG0017121		ser_TRINITY_DN47351_c0_g1.p2	
OG0017122		ser_TRINITY_DN47365_c0_g2.p2	
OG0017123		ser_TRINITY_DN47382_c0_g1.p1	
OG0017124		ser_TRINITY_DN4739_c0_g2.p1	
OG0017125		ser_TRINITY_DN47413_c0_g1.p1	
OG0017126		ser_TRINITY_DN47422_c0_g1.p3	
OG0017127		ser_TRINITY_DN47443_c0_g1.p3	
OG0017128		ser_TRINITY_DN4746_c0_g1.p1	
OG0017129		ser_TRINITY_DN47478_c0_g1.p1	
OG0017130		ser_TRINITY_DN47514_c0_g1.p2	
OG0017131		ser_TRINITY_DN47538_c0_g1.p1	
OG0017132		ser_TRINITY_DN4754_c0_g1.p2	
OG0017133		ser_TRINITY_DN47555_c0_g1.p1	
OG0017134		ser_TRINITY_DN4759_c0_g1.p4	
OG0017135		ser_TRINITY_DN47602_c0_g1.p1	
OG0017136		ser_TRINITY_DN4760_c0_g2.p2	
OG0017137		ser_TRINITY_DN47676_c0_g1.p2	
OG0017138		ser_TRINITY_DN4767_c0_g2.p2	
OG0017139		ser_TRINITY_DN476_c0_g2.p2	
OG0017140		ser_TRINITY_DN47709_c0_g1.p3	
OG0017141		ser_TRINITY_DN47770_c0_g1.p4	
OG0017142		ser_TRINITY_DN47793_c0_g2.p2	
OG0017143		ser_TRINITY_DN47825_c0_g2.p2	
OG0017144		ser_TRINITY_DN4785_c0_g2.p3	
OG0017145		ser_TRINITY_DN47894_c0_g1.p1	
OG0017146		ser_TRINITY_DN47910_c0_g1.p4	
OG0017147		ser_TRINITY_DN47927_c0_g1.p2	
OG0017148		ser_TRINITY_DN4795_c0_g2.p2	
OG0017149		ser_TRINITY_DN47985_c0_g1.p4	
OG0017150		ser_TRINITY_DN4799_c0_g1.p1	
OG0017151		ser_TRINITY_DN47_c1_g1.p2	
OG0017152		ser_TRINITY_DN48017_c0_g1.p1	
OG0017153		ser_TRINITY_DN4806_c0_g1.p2	
OG0017154		ser_TRINITY_DN4807_c0_g3.p2	
OG0017155		ser_TRINITY_DN4809_c0_g1.p1	
OG0017156		ser_TRINITY_DN4809_c0_g2.p2	
OG0017157		ser_TRINITY_DN48116_c0_g1.p3	
OG0017158		ser_TRINITY_DN48116_c0_g3.p2	
OG0017159		ser_TRINITY_DN48117_c0_g2.p2	
OG0017160		ser_TRINITY_DN4815_c0_g2.p1	
OG0017161		ser_TRINITY_DN4815_c0_g3.p2	
OG0017162		ser_TRINITY_DN4820_c0_g2.p2	
OG0017163		ser_TRINITY_DN4822_c1_g2.p2	
OG0017164		ser_TRINITY_DN4823_c0_g2.p2	
OG0017165		ser_TRINITY_DN48292_c0_g1.p2	
OG0017166		ser_TRINITY_DN4830_c0_g1.p3	
OG0017167		ser_TRINITY_DN4831_c0_g1.p2	
OG0017168		ser_TRINITY_DN4835_c0_g1.p2	
OG0017169		ser_TRINITY_DN4837_c0_g1.p2	
OG0017170		ser_TRINITY_DN4838_c0_g3.p2	
OG0017171		ser_TRINITY_DN4840_c0_g1.p3	
OG0017172		ser_TRINITY_DN4843_c1_g1.p1	
