Orthogroup	F_distichus_pep_CA	F_serratus_pep_CA	PUBLIC_Ectocarpus-sp7_proteins
OG0005213	dis_TRINITY_DN12402_c0_g5.p1		Ec-18_001420.2
OG0005214	dis_TRINITY_DN12406_c0_g1.p3	ser_TRINITY_DN8321_c0_g1.p3	
OG0005215	dis_TRINITY_DN1240_c0_g1.p1		Ec-19_004720.1
OG0005216	dis_TRINITY_DN12419_c0_g1.p1		Ec-10_001510.1
OG0005217	dis_TRINITY_DN12458_c0_g1.p1		Ec-27_006030.1
OG0005218	dis_TRINITY_DN1245_c0_g1.p3	ser_TRINITY_DN4672_c0_g1.p2	
OG0005219	dis_TRINITY_DN12489_c0_g1.p1		Ec-08_002440.1
OG0005220	dis_TRINITY_DN1248_c0_g3.p2	ser_TRINITY_DN9811_c0_g6.p2	
OG0005221	dis_TRINITY_DN1248_c0_g3.p10	ser_TRINITY_DN9811_c0_g6.p11	
OG0005222	dis_TRINITY_DN12491_c0_g5.p1	ser_TRINITY_DN10064_c0_g1.p1	
OG0005223	dis_TRINITY_DN12494_c0_g1.p3	ser_TRINITY_DN19071_c0_g1.p3	
OG0005224	dis_TRINITY_DN12504_c0_g1.p3, dis_TRINITY_DN17206_c0_g1.p2		
OG0005225	dis_TRINITY_DN12533_c0_g1.p1		Ec-07_003830.3
OG0005226	dis_TRINITY_DN12533_c1_g1.p2, dis_TRINITY_DN642_c0_g2.p2		
OG0005227	dis_TRINITY_DN12540_c0_g1.p1		Ec-12_008900.1
OG0005228	dis_TRINITY_DN1255_c0_g1.p1, dis_TRINITY_DN8789_c0_g1.p2		
OG0005229	dis_TRINITY_DN1255_c0_g2.p3	ser_TRINITY_DN11930_c0_g3.p3	
OG0005230	dis_TRINITY_DN12566_c1_g2.p2, dis_TRINITY_DN12566_c1_g7.p3		
OG0005231	dis_TRINITY_DN12577_c0_g1.p2	ser_TRINITY_DN1132_c0_g1.p2	
OG0005232	dis_TRINITY_DN12606_c1_g1.p3	ser_TRINITY_DN507_c0_g2.p3	
OG0005233	dis_TRINITY_DN12618_c0_g1.p1		Ec-04_004610.1
OG0005234	dis_TRINITY_DN12634_c0_g3.p1		Ec-12_006140.1
OG0005235	dis_TRINITY_DN12634_c0_g4.p2	ser_TRINITY_DN67673_c0_g1.p2	
OG0005236	dis_TRINITY_DN12634_c0_g7.p1	ser_TRINITY_DN79488_c0_g1.p1	
OG0005237	dis_TRINITY_DN12645_c0_g1.p3	ser_TRINITY_DN71960_c0_g2.p2	
OG0005238	dis_TRINITY_DN12689_c1_g2.p1		Ec-21_004680.1
OG0005239	dis_TRINITY_DN1269_c1_g1.p1		Ec-26_005300.1
OG0005240	dis_TRINITY_DN126_c0_g1.p1		Ec-16_000550.1
OG0005241	dis_TRINITY_DN12700_c0_g1.p2	ser_TRINITY_DN2460_c0_g1.p3	
OG0005242	dis_TRINITY_DN12701_c0_g5.p2	ser_TRINITY_DN9400_c0_g1.p2	
OG0005243	dis_TRINITY_DN12701_c0_g5.p11	ser_TRINITY_DN9400_c0_g1.p10	
OG0005244	dis_TRINITY_DN12704_c0_g1.p2	ser_TRINITY_DN3158_c0_g1.p2	
OG0005245	dis_TRINITY_DN12718_c0_g1.p1		Ec-05_002830.1
OG0005246	dis_TRINITY_DN12736_c1_g1.p1		Ec-14_000530.1
OG0005247	dis_TRINITY_DN1273_c0_g3.p3	ser_TRINITY_DN3231_c0_g6.p2	
OG0005248	dis_TRINITY_DN12756_c0_g2.p1		Ec-20_001255.1
OG0005249	dis_TRINITY_DN12769_c0_g2.p2	ser_TRINITY_DN5690_c0_g2.p3	
OG0005250	dis_TRINITY_DN1276_c0_g2.p1		Ec-26_002580.1
OG0005251	dis_TRINITY_DN12773_c0_g2.p4	ser_TRINITY_DN30966_c1_g1.p3	
OG0005252	dis_TRINITY_DN12781_c0_g1.p1	ser_TRINITY_DN6573_c0_g1.p1	
OG0005253	dis_TRINITY_DN12787_c0_g1.p2	ser_TRINITY_DN1731_c0_g1.p2	
OG0005254	dis_TRINITY_DN1278_c0_g1.p3	ser_TRINITY_DN557_c0_g1.p3	
OG0005255	dis_TRINITY_DN12792_c0_g2.p3	ser_TRINITY_DN68558_c0_g1.p3	
OG0005256	dis_TRINITY_DN12797_c0_g1.p2	ser_TRINITY_DN13454_c0_g1.p2	
OG0005257	dis_TRINITY_DN1279_c0_g1.p1		Ec-01_003650.1
OG0005258	dis_TRINITY_DN12806_c0_g2.p1		Ec-06_000120.1
OG0005259	dis_TRINITY_DN12808_c0_g1.p1	ser_TRINITY_DN73910_c0_g1.p1	
OG0005260	dis_TRINITY_DN1281_c0_g3.p1		Ec-16_002880.1
OG0005261	dis_TRINITY_DN12820_c0_g1.p2	ser_TRINITY_DN4051_c0_g1.p2	
OG0005262	dis_TRINITY_DN12824_c0_g4.p1	ser_TRINITY_DN10748_c1_g1.p1	
OG0005263	dis_TRINITY_DN12825_c0_g1.p1		Ec-03_003610.1
OG0005264	dis_TRINITY_DN12830_c0_g1.p1		Ec-23_003190.1
OG0005265	dis_TRINITY_DN12831_c0_g1.p2	ser_TRINITY_DN53201_c0_g1.p2	
OG0005266	dis_TRINITY_DN12838_c0_g1.p1		Ec-21_005510.1
OG0005267	dis_TRINITY_DN1283_c0_g1.p1		Ec-05_006850.1
OG0005268	dis_TRINITY_DN12865_c0_g2.p1		Ec-08_000720.1
OG0005269	dis_TRINITY_DN12901_c0_g1.p4	ser_TRINITY_DN70891_c0_g1.p4	
OG0005270	dis_TRINITY_DN12901_c0_g2.p1		Ec-26_005210.1
OG0005271	dis_TRINITY_DN12901_c0_g8.p1	ser_TRINITY_DN8618_c0_g3.p1	
OG0005272	dis_TRINITY_DN12902_c0_g1.p1		Ec-12_001440.1
OG0005273	dis_TRINITY_DN12916_c0_g2.p2	ser_TRINITY_DN37194_c0_g1.p2	
OG0005274	dis_TRINITY_DN12920_c0_g1.p2	ser_TRINITY_DN13513_c0_g1.p2	
OG0005275	dis_TRINITY_DN12944_c0_g1.p1	ser_TRINITY_DN6422_c0_g1.p1	
OG0005276	dis_TRINITY_DN12957_c0_g1.p1		Ec-24_000420.1
OG0005277	dis_TRINITY_DN12961_c0_g1.p2	ser_TRINITY_DN1633_c0_g1.p2	
OG0005278	dis_TRINITY_DN12963_c0_g2.p1		Ec-01_006990.1
OG0005279	dis_TRINITY_DN1296_c0_g2.p3	ser_TRINITY_DN3367_c0_g1.p3	
OG0005280	dis_TRINITY_DN12987_c0_g1.p1		Ec-23_002200.1
OG0005281	dis_TRINITY_DN12992_c0_g4.p2	ser_TRINITY_DN1598_c0_g3.p2	
OG0005282	dis_TRINITY_DN13000_c0_g2.p2	ser_TRINITY_DN7197_c1_g1.p2	
OG0005283	dis_TRINITY_DN13044_c0_g2.p1		Ec-02_005660.1
OG0005284	dis_TRINITY_DN13062_c0_g1.p1		Ec-14_005340.1
OG0005285	dis_TRINITY_DN13114_c0_g1.p1	ser_TRINITY_DN17152_c0_g1.p1	
OG0005286	dis_TRINITY_DN1314_c0_g1.p2	ser_TRINITY_DN14905_c0_g2.p2	
OG0005287	dis_TRINITY_DN13156_c0_g3.p2	ser_TRINITY_DN194_c0_g2.p2	
OG0005288	dis_TRINITY_DN13168_c0_g1.p1		Ec-27_004000.1
OG0005289	dis_TRINITY_DN1321_c0_g1.p2	ser_TRINITY_DN43138_c0_g2.p2	
OG0005290	dis_TRINITY_DN13222_c0_g1.p1		Ec-12_003830.1
OG0005291	dis_TRINITY_DN13238_c0_g3.p2	ser_TRINITY_DN27616_c0_g1.p2	
OG0005292	dis_TRINITY_DN1323_c0_g1.p2	ser_TRINITY_DN5185_c0_g1.p2	
OG0005293	dis_TRINITY_DN13243_c0_g1.p1		Ec-06_004110.1
OG0005294	dis_TRINITY_DN13261_c0_g1.p2	ser_TRINITY_DN43366_c0_g1.p2	
OG0005295	dis_TRINITY_DN13263_c0_g1.p2	ser_TRINITY_DN12129_c0_g1.p2	
OG0005296	dis_TRINITY_DN13279_c0_g2.p3	ser_TRINITY_DN631_c1_g3.p3	
OG0005297	dis_TRINITY_DN13290_c0_g1.p3	ser_TRINITY_DN9290_c0_g4.p3	
OG0005298	dis_TRINITY_DN13291_c0_g2.p1		Ec-27_000090.1
OG0005299	dis_TRINITY_DN13294_c0_g3.p3	ser_TRINITY_DN23264_c0_g1.p4	
OG0005300	dis_TRINITY_DN13300_c0_g1.p1		Ec-23_003000.1
OG0005301	dis_TRINITY_DN13305_c0_g1.p1	ser_TRINITY_DN76141_c0_g1.p1	
OG0005302	dis_TRINITY_DN13306_c0_g2.p1		Ec-01_010950.1
OG0005303	dis_TRINITY_DN13308_c0_g2.p1		Ec-01_006460.1
OG0005304	dis_TRINITY_DN13319_c0_g1.p4	ser_TRINITY_DN12252_c0_g1.p4	
OG0005305	dis_TRINITY_DN13336_c0_g1.p2	ser_TRINITY_DN12534_c0_g1.p3	
OG0005306	dis_TRINITY_DN13336_c0_g6.p2	ser_TRINITY_DN23584_c0_g3.p3	
OG0005307	dis_TRINITY_DN1334_c0_g1.p1		Ec-01_006300.1
OG0005308	dis_TRINITY_DN13373_c0_g2.p1		Ec-03_003520.1
OG0005309	dis_TRINITY_DN1337_c0_g1.p1, dis_TRINITY_DN7070_c0_g1.p1		
OG0005310	dis_TRINITY_DN1338_c0_g1.p3	ser_TRINITY_DN32085_c0_g3.p3	
OG0005311	dis_TRINITY_DN133_c0_g1.p2	ser_TRINITY_DN16867_c0_g2.p2	
OG0005312	dis_TRINITY_DN13417_c1_g1.p2	ser_TRINITY_DN5583_c0_g1.p2	
OG0005313	dis_TRINITY_DN1342_c0_g1.p1, dis_TRINITY_DN26948_c0_g2.p1		
OG0005314	dis_TRINITY_DN13465_c0_g1.p1		Ec-08_003810.1
OG0005315	dis_TRINITY_DN13493_c0_g1.p2	ser_TRINITY_DN2325_c0_g3.p2	
OG0005316	dis_TRINITY_DN13515_c0_g1.p2	ser_TRINITY_DN5721_c3_g1.p2	
OG0005317	dis_TRINITY_DN13524_c0_g4.p2	ser_TRINITY_DN5406_c0_g3.p2	
OG0005318	dis_TRINITY_DN13537_c0_g2.p1		Ec-04_005360.1
OG0005319	dis_TRINITY_DN13543_c0_g1.p1		Ec-20_002020.1
OG0005320	dis_TRINITY_DN13586_c0_g1.p4	ser_TRINITY_DN52348_c0_g1.p2	
OG0005321	dis_TRINITY_DN1359_c0_g1.p1		Ec-10_005530.1
OG0005322	dis_TRINITY_DN13602_c0_g1.p3	ser_TRINITY_DN8689_c0_g2.p3	
OG0005323	dis_TRINITY_DN13607_c0_g1.p1		Ec-14_002190.1
OG0005324	dis_TRINITY_DN1360_c0_g2.p2	ser_TRINITY_DN5256_c2_g2.p2	
OG0005325	dis_TRINITY_DN13611_c0_g3.p2	ser_TRINITY_DN19118_c0_g1.p2	
OG0005326	dis_TRINITY_DN13611_c0_g4.p3	ser_TRINITY_DN125091_c0_g1.p4	
OG0005327	dis_TRINITY_DN13612_c0_g1.p2	ser_TRINITY_DN12085_c0_g1.p2	
OG0005328	dis_TRINITY_DN13617_c0_g1.p2	ser_TRINITY_DN11839_c0_g1.p2	
OG0005329	dis_TRINITY_DN1361_c2_g4.p2	ser_TRINITY_DN3310_c0_g1.p2	
OG0005330	dis_TRINITY_DN13631_c1_g3.p1	ser_TRINITY_DN99076_c0_g1.p1	
OG0005331	dis_TRINITY_DN1364_c0_g1.p1		Ec-16_003990.1
OG0005332	dis_TRINITY_DN1365_c0_g3.p3	ser_TRINITY_DN2807_c0_g2.p3	
OG0005333	dis_TRINITY_DN13676_c0_g1.p2	ser_TRINITY_DN11547_c0_g1.p3	
OG0005334	dis_TRINITY_DN13677_c0_g1.p1		Ec-27_000990.1
OG0005335	dis_TRINITY_DN13682_c0_g1.p1	ser_TRINITY_DN1372_c2_g2.p1	
OG0005336	dis_TRINITY_DN13702_c0_g1.p2	ser_TRINITY_DN3167_c0_g1.p4	
OG0005337	dis_TRINITY_DN13703_c0_g1.p1		Ec-01_005320.1
OG0005338	dis_TRINITY_DN1371_c0_g1.p1		Ec-23_001190.1
OG0005339	dis_TRINITY_DN13725_c0_g1.p2	ser_TRINITY_DN98310_c0_g1.p2	
OG0005340	dis_TRINITY_DN1376_c0_g1.p2	ser_TRINITY_DN44210_c0_g1.p2	
OG0005341	dis_TRINITY_DN13779_c0_g1.p1		Ec-02_005380.1
OG0005342	dis_TRINITY_DN13782_c0_g2.p2	ser_TRINITY_DN6299_c0_g4.p2	
OG0005343	dis_TRINITY_DN13783_c0_g1.p1	ser_TRINITY_DN6021_c0_g1.p1	
OG0005344	dis_TRINITY_DN13793_c0_g1.p3	ser_TRINITY_DN27622_c0_g1.p3	
OG0005345	dis_TRINITY_DN13800_c0_g3.p1		Ec-07_005860.1
OG0005346	dis_TRINITY_DN13806_c0_g2.p1		Ec-27_004800.1
OG0005347	dis_TRINITY_DN13810_c0_g1.p1		Ec-00_001990.1
OG0005348	dis_TRINITY_DN13824_c0_g1.p2	ser_TRINITY_DN5538_c0_g1.p2	
OG0005349	dis_TRINITY_DN1383_c0_g1.p3	ser_TRINITY_DN52577_c0_g1.p2	
OG0005350	dis_TRINITY_DN13850_c0_g1.p2	ser_TRINITY_DN2859_c0_g1.p3	
OG0005351	dis_TRINITY_DN1385_c0_g1.p2	ser_TRINITY_DN860_c0_g1.p3	
OG0005352	dis_TRINITY_DN13863_c1_g2.p2	ser_TRINITY_DN33755_c0_g1.p2	
OG0005353	dis_TRINITY_DN1386_c0_g1.p1		Ec-27_000540.1
OG0005354	dis_TRINITY_DN13906_c0_g3.p2	ser_TRINITY_DN16823_c0_g1.p2	
OG0005355	dis_TRINITY_DN13914_c0_g2.p1	ser_TRINITY_DN24753_c0_g1.p1	
OG0005356	dis_TRINITY_DN13918_c0_g1.p1	ser_TRINITY_DN13547_c0_g4.p1	
OG0005357	dis_TRINITY_DN13981_c0_g1.p1		Ec-10_000880.1
OG0005358	dis_TRINITY_DN1398_c0_g1.p3	ser_TRINITY_DN13646_c0_g1.p3	
OG0005359	dis_TRINITY_DN13999_c0_g1.p1		Ec-25_000760.1
OG0005360	dis_TRINITY_DN1399_c0_g1.p1		Ec-14_002410.1
OG0005361	dis_TRINITY_DN139_c0_g3.p2	ser_TRINITY_DN1887_c0_g2.p2	
OG0005362	dis_TRINITY_DN14024_c0_g1.p1		Ec-17_001040.1
OG0005363	dis_TRINITY_DN14048_c0_g2.p1	ser_TRINITY_DN156707_c0_g2.p1	
OG0005364	dis_TRINITY_DN14048_c0_g4.p1		Ec-06_004230.1
OG0005365	dis_TRINITY_DN1404_c0_g5.p2	ser_TRINITY_DN47255_c0_g2.p2	
OG0005366	dis_TRINITY_DN14059_c0_g1.p1		Ec-06_004720.1
OG0005367	dis_TRINITY_DN14068_c0_g1.p3, dis_TRINITY_DN23044_c0_g1.p3		
OG0005368	dis_TRINITY_DN14092_c0_g1.p1		Ec-25_001250.1
OG0005369	dis_TRINITY_DN14117_c0_g2.p2	ser_TRINITY_DN42715_c0_g1.p2	
OG0005370	dis_TRINITY_DN14119_c0_g1.p2	ser_TRINITY_DN256_c0_g1.p2	
OG0005371	dis_TRINITY_DN1411_c0_g1.p2	ser_TRINITY_DN164116_c0_g1.p3	
OG0005372	dis_TRINITY_DN14133_c0_g1.p1		Ec-27_001280.1
OG0005373	dis_TRINITY_DN14133_c0_g5.p2	ser_TRINITY_DN729_c0_g3.p2	
OG0005374	dis_TRINITY_DN1415_c0_g1.p2	ser_TRINITY_DN108029_c0_g3.p2	
OG0005375	dis_TRINITY_DN1417_c0_g1.p2	ser_TRINITY_DN34782_c0_g1.p2	
OG0005376	dis_TRINITY_DN1418_c0_g3.p1		Ec-19_002930.1
OG0005377	dis_TRINITY_DN14204_c0_g1.p1		Ec-02_004250.1
OG0005378	dis_TRINITY_DN1420_c0_g1.p1		Ec-12_001990.1
OG0005379	dis_TRINITY_DN1423_c0_g1.p2	ser_TRINITY_DN16941_c0_g1.p2	
OG0005380	dis_TRINITY_DN1423_c0_g1.p10	ser_TRINITY_DN16941_c0_g1.p13	
OG0005381	dis_TRINITY_DN1423_c0_g1.p11	ser_TRINITY_DN16941_c0_g1.p14	
OG0005382	dis_TRINITY_DN1429_c0_g1.p1		Ec-10_000480.1
OG0005383	dis_TRINITY_DN14315_c0_g1.p2	ser_TRINITY_DN3873_c0_g1.p3	
OG0005384	dis_TRINITY_DN14340_c0_g1.p1		Ec-10_005470.1
OG0005385	dis_TRINITY_DN14348_c0_g1.p1		Ec-12_005650.1
OG0005386	dis_TRINITY_DN14357_c0_g3.p1		Ec-09_004340.1
OG0005387	dis_TRINITY_DN14393_c0_g1.p2	ser_TRINITY_DN24614_c0_g1.p2	
OG0005388	dis_TRINITY_DN14402_c0_g2.p2	ser_TRINITY_DN18607_c0_g1.p2	
OG0005389	dis_TRINITY_DN14405_c0_g2.p2	ser_TRINITY_DN147054_c0_g2.p2	
OG0005390	dis_TRINITY_DN14407_c0_g5.p2	ser_TRINITY_DN9812_c0_g2.p2	
OG0005391	dis_TRINITY_DN1440_c0_g1.p2	ser_TRINITY_DN7575_c0_g1.p2	
OG0005392	dis_TRINITY_DN14413_c0_g1.p1		Ec-12_004200.1
OG0005393	dis_TRINITY_DN14419_c0_g1.p3	ser_TRINITY_DN2060_c0_g1.p3	
OG0005394	dis_TRINITY_DN14422_c0_g1.p3	ser_TRINITY_DN59545_c0_g1.p3	
OG0005395	dis_TRINITY_DN14426_c0_g1.p1		Ec-28_000970.1
OG0005396	dis_TRINITY_DN1442_c0_g2.p1		Ec-06_007530.1
OG0005397	dis_TRINITY_DN14430_c0_g1.p2	ser_TRINITY_DN30179_c0_g1.p2	
OG0005398	dis_TRINITY_DN14432_c1_g3.p2	ser_TRINITY_DN27245_c0_g1.p2	
OG0005399	dis_TRINITY_DN1443_c0_g1.p3	ser_TRINITY_DN113440_c0_g1.p3	
OG0005400	dis_TRINITY_DN14444_c0_g1.p10	ser_TRINITY_DN5193_c0_g2.p14	
OG0005401	dis_TRINITY_DN14444_c0_g1.p11	ser_TRINITY_DN5193_c0_g2.p15	
OG0005402	dis_TRINITY_DN14444_c0_g1.p12	ser_TRINITY_DN5193_c0_g2.p16	
OG0005403	dis_TRINITY_DN14444_c0_g1.p13	ser_TRINITY_DN5193_c0_g2.p19	
OG0005404	dis_TRINITY_DN14444_c0_g1.p14	ser_TRINITY_DN5193_c0_g2.p20	
OG0005405	dis_TRINITY_DN14444_c0_g1.p16	ser_TRINITY_DN5193_c0_g2.p21	
OG0005406	dis_TRINITY_DN14444_c0_g1.p17	ser_TRINITY_DN5193_c0_g2.p23	
OG0005407	dis_TRINITY_DN14444_c0_g1.p18	ser_TRINITY_DN5193_c0_g2.p24	
OG0005408	dis_TRINITY_DN14444_c0_g1.p19	ser_TRINITY_DN5193_c0_g2.p25	
OG0005409	dis_TRINITY_DN14444_c0_g1.p20	ser_TRINITY_DN5193_c0_g2.p26	
OG0005410	dis_TRINITY_DN14444_c0_g1.p24	ser_TRINITY_DN5193_c0_g2.p27	
OG0005411	dis_TRINITY_DN14444_c0_g1.p25	ser_TRINITY_DN5193_c0_g2.p29	
OG0005412	dis_TRINITY_DN14444_c0_g1.p26	ser_TRINITY_DN5193_c0_g2.p30	
OG0005413	dis_TRINITY_DN14444_c0_g1.p27	ser_TRINITY_DN5193_c0_g2.p31	
OG0005414	dis_TRINITY_DN14444_c0_g1.p28	ser_TRINITY_DN5193_c0_g2.p32	
OG0005415	dis_TRINITY_DN14444_c0_g1.p29	ser_TRINITY_DN5193_c0_g2.p34	
OG0005416	dis_TRINITY_DN14456_c0_g2.p2	ser_TRINITY_DN8669_c0_g2.p2	
OG0005417	dis_TRINITY_DN1445_c0_g1.p4	ser_TRINITY_DN13684_c0_g2.p3	
OG0005418	dis_TRINITY_DN14475_c0_g2.p1		Ec-20_001090.1
OG0005419	dis_TRINITY_DN14477_c0_g3.p1	ser_TRINITY_DN236548_c0_g1.p1	
OG0005420	dis_TRINITY_DN14486_c0_g1.p2	ser_TRINITY_DN4499_c0_g2.p2	
OG0005421	dis_TRINITY_DN14488_c0_g3.p1		Ec-01_001660.1
OG0005422	dis_TRINITY_DN14488_c0_g3.p11	ser_TRINITY_DN13546_c0_g3.p9	
OG0005423	dis_TRINITY_DN14488_c0_g3.p13	ser_TRINITY_DN13546_c0_g3.p10	
OG0005424	dis_TRINITY_DN14488_c0_g3.p14	ser_TRINITY_DN13546_c0_g3.p12	
OG0005425	dis_TRINITY_DN14488_c0_g3.p16	ser_TRINITY_DN13546_c0_g3.p11	
OG0005426	dis_TRINITY_DN14488_c0_g3.p19	ser_TRINITY_DN13546_c0_g3.p13	
OG0005427	dis_TRINITY_DN14488_c0_g3.p21	ser_TRINITY_DN13546_c0_g3.p14	
OG0005428	dis_TRINITY_DN14488_c0_g3.p23	ser_TRINITY_DN13546_c0_g3.p15	
OG0005429	dis_TRINITY_DN14488_c0_g3.p24	ser_TRINITY_DN13546_c0_g3.p16	
OG0005430	dis_TRINITY_DN14488_c0_g3.p25	ser_TRINITY_DN13546_c0_g3.p17	
OG0005431	dis_TRINITY_DN14490_c0_g2.p1		Ec-27_000480.1
OG0005432	dis_TRINITY_DN144_c0_g1.p3	ser_TRINITY_DN15062_c1_g1.p2	
OG0005433	dis_TRINITY_DN14505_c0_g5.p1		Ec-16_003800.1
OG0005434	dis_TRINITY_DN14522_c0_g3.p1	ser_TRINITY_DN35402_c0_g1.p1	
OG0005435	dis_TRINITY_DN14523_c0_g3.p2	ser_TRINITY_DN7723_c0_g3.p2	
OG0005436	dis_TRINITY_DN14527_c0_g1.p1		Ec-01_007610.1
OG0005437	dis_TRINITY_DN14528_c0_g2.p3	ser_TRINITY_DN10968_c0_g2.p2	
OG0005438	dis_TRINITY_DN14531_c0_g1.p1		Ec-02_003950.1
OG0005439	dis_TRINITY_DN1453_c0_g1.p1	ser_TRINITY_DN5344_c0_g1.p1	
OG0005440	dis_TRINITY_DN14545_c0_g1.p3	ser_TRINITY_DN20291_c0_g2.p3	
OG0005441	dis_TRINITY_DN1457_c0_g1.p2	ser_TRINITY_DN186_c2_g3.p2	
OG0005442	dis_TRINITY_DN14584_c0_g1.p2	ser_TRINITY_DN12128_c0_g1.p2	
OG0005443	dis_TRINITY_DN14586_c0_g2.p1		Ec-18_002810.1
OG0005444	dis_TRINITY_DN14594_c0_g1.p1		Ec-27_002470.1
OG0005445	dis_TRINITY_DN1459_c0_g2.p2	ser_TRINITY_DN2857_c0_g1.p2	
OG0005446	dis_TRINITY_DN1463_c0_g1.p2	ser_TRINITY_DN118901_c0_g2.p3	
OG0005447	dis_TRINITY_DN14643_c0_g1.p2	ser_TRINITY_DN3914_c0_g1.p2	
OG0005448	dis_TRINITY_DN14653_c0_g1.p2	ser_TRINITY_DN3519_c0_g1.p2	
OG0005449	dis_TRINITY_DN1465_c0_g1.p1		Ec-26_003990.1
OG0005450	dis_TRINITY_DN14669_c0_g1.p1		Ec-18_004470.1
OG0005451	dis_TRINITY_DN1468_c0_g1.p2	ser_TRINITY_DN4385_c0_g4.p2	
OG0005452	dis_TRINITY_DN14690_c0_g1.p2	ser_TRINITY_DN33783_c0_g1.p2	
OG0005453	dis_TRINITY_DN14698_c0_g2.p3	ser_TRINITY_DN10678_c0_g3.p2	
OG0005454	dis_TRINITY_DN1469_c0_g5.p1	ser_TRINITY_DN8868_c0_g2.p1	
OG0005455	dis_TRINITY_DN146_c0_g2.p2	ser_TRINITY_DN8309_c1_g1.p2	
OG0005456	dis_TRINITY_DN1471_c0_g1.p1		Ec-10_003600.1
OG0005457	dis_TRINITY_DN14721_c0_g1.p2	ser_TRINITY_DN33654_c0_g1.p2	
OG0005458	dis_TRINITY_DN14728_c0_g5.p2	ser_TRINITY_DN92777_c0_g1.p2	
OG0005459	dis_TRINITY_DN14730_c0_g1.p1	ser_TRINITY_DN3279_c0_g1.p1	
OG0005460	dis_TRINITY_DN14732_c0_g2.p2	ser_TRINITY_DN6680_c0_g1.p2	
OG0005461	dis_TRINITY_DN14740_c0_g1.p1		Ec-14_004490.1
OG0005462	dis_TRINITY_DN14741_c0_g1.p1	ser_TRINITY_DN1816_c0_g2.p1	
OG0005463	dis_TRINITY_DN14745_c0_g1.p2	ser_TRINITY_DN32331_c0_g1.p2	
OG0005464	dis_TRINITY_DN1475_c0_g3.p2	ser_TRINITY_DN25259_c0_g1.p2	
OG0005465	dis_TRINITY_DN14762_c0_g1.p2	ser_TRINITY_DN23462_c0_g2.p4	
OG0005466	dis_TRINITY_DN1478_c1_g1.p3	ser_TRINITY_DN1841_c0_g3.p3	
OG0005467	dis_TRINITY_DN14832_c0_g3.p1		Ec-06_000970.1
OG0005468	dis_TRINITY_DN14836_c0_g1.p1		Ec-16_003600.1
OG0005469	dis_TRINITY_DN14851_c0_g1.p1		Ec-08_005160.1
OG0005470	dis_TRINITY_DN14909_c0_g1.p2	ser_TRINITY_DN6168_c0_g1.p2	
OG0005471	dis_TRINITY_DN14915_c0_g1.p1	ser_TRINITY_DN22535_c0_g1.p1	
OG0005472	dis_TRINITY_DN14927_c0_g1.p1		Ec-12_000320.1
OG0005473	dis_TRINITY_DN14932_c0_g1.p1		Ec-12_004870.1
OG0005474	dis_TRINITY_DN14957_c0_g1.p2	ser_TRINITY_DN10143_c0_g1.p2	
OG0005475	dis_TRINITY_DN14979_c0_g1.p3	ser_TRINITY_DN6036_c0_g1.p3	
OG0005476	dis_TRINITY_DN14984_c0_g1.p2	ser_TRINITY_DN270_c0_g1.p2	
OG0005477	dis_TRINITY_DN14_c0_g1.p1		Ec-21_000990.1
OG0005478	dis_TRINITY_DN15002_c0_g1.p2	ser_TRINITY_DN10599_c0_g1.p2	
OG0005479	dis_TRINITY_DN15013_c0_g1.p3	ser_TRINITY_DN1172_c0_g1.p2	
OG0005480	dis_TRINITY_DN15020_c0_g1.p1		Ec-01_012060.1
OG0005481	dis_TRINITY_DN15028_c0_g1.p1, dis_TRINITY_DN8697_c0_g2.p1		
OG0005482	dis_TRINITY_DN15029_c0_g1.p2	ser_TRINITY_DN2175_c0_g2.p2	
OG0005483	dis_TRINITY_DN15032_c0_g1.p1		Ec-10_005680.1
OG0005484	dis_TRINITY_DN15034_c0_g1.p2	ser_TRINITY_DN16417_c0_g1.p3	
OG0005485	dis_TRINITY_DN1503_c0_g3.p2	ser_TRINITY_DN19435_c0_g1.p5	
OG0005486	dis_TRINITY_DN15045_c0_g1.p1		Ec-01_007340.1
OG0005487	dis_TRINITY_DN15049_c0_g1.p1		Ec-12_008590.1
OG0005488	dis_TRINITY_DN15051_c0_g1.p1	ser_TRINITY_DN18519_c0_g1.p1	
OG0005489	dis_TRINITY_DN15081_c0_g1.p1		Ec-24_003230.1
OG0005490	dis_TRINITY_DN15081_c0_g4.p1		Ec-16_003860.1
OG0005491	dis_TRINITY_DN1511_c0_g4.p2	ser_TRINITY_DN14507_c0_g2.p2	
OG0005492	dis_TRINITY_DN1513_c0_g1.p2	ser_TRINITY_DN761_c0_g2.p2	
OG0005493	dis_TRINITY_DN1514_c0_g1.p4	ser_TRINITY_DN1054_c0_g1.p3	
OG0005494	dis_TRINITY_DN1515_c1_g6.p1		Ec-18_003330.1
OG0005495	dis_TRINITY_DN15186_c0_g1.p2	ser_TRINITY_DN53490_c0_g3.p2	
OG0005496	dis_TRINITY_DN15186_c0_g3.p2	ser_TRINITY_DN5182_c0_g2.p2	
OG0005497	dis_TRINITY_DN151_c0_g1.p1		Ec-22_001780.1
OG0005498	dis_TRINITY_DN1520_c0_g2.p1		Ec-04_006190.1
OG0005499	dis_TRINITY_DN1521_c0_g1.p1	ser_TRINITY_DN49964_c0_g1.p1	
