query_id;subject_id;dN;dS;dNdS;perc_identity;num_ident_matches;alig_length;mismatches;gap_openings;n_gaps;pos_match;ppos;q_start;q_end;q_len;qcov;qcovhsp;s_start;s_end;s_len;evalue;bit_score;score_raw
Ec-12_009070.3;EsuBft593_3a-00001;0.07301;0.07396;0.9871;84.348;97;115;18;0;0;102;88.7;279;393;393;29;29;2;116;116;4e-39;135;340
Ec-12_009080.1;EsuBft593_4a-00001;0.03679;0.1442;0.2552;73.961;338;457;36;5;83;347;75.93;1;457;615;74;74;1;374;377;0;639;1649
Ec-12_009090.1;EsuBft593_6a-00001;0.02512;0.1046;0.24;94.151;821;872;38;2;13;836;95.87;1;870;870;100;100;1;861;861;0;1538;3983
Ec-12_009130.1;EsuBft593_13a-00001;0.02575;0.1205;0.2137;94.393;101;107;6;0;0;103;96.26;90;196;249;43;43;1;107;110;1.11e-69;209;531
Ec-12_009140.1;EsuBft593_15a-00001;0.01956;0.09726;0.2011;95.536;214;224;10;0;0;218;97.32;11;234;234;96;96;1;224;224;2.89e-147;409;1050
Ec-12_009150.1;EsuBft593_16a-00001;0.01221;0.08848;0.1379;97.794;532;544;12;0;0;534;98.16;1;544;544;100;100;1;544;544;0;1094;2829
Ec-13_000020.1;EsuBft546_13a-00001;0.04755;0.2677;0.1776;90.968;141;155;14;0;0;146;94.19;1;155;157;99;99;1;155;302;6.16e-100;288;738
Ec-13_000100.1;EsuBft1015_5a-00001;0.03229;0.3304;0.09775;89.286;75;84;9;0;0;77;91.67;134;217;218;39;39;1;84;220;8.02e-52;166;420
Ec-13_000105.1;EsuBft2530_2a-00001;0.06377;0.2595;0.2458;88.591;132;149;17;0;0;138;92.62;13;161;871;17;17;1;149;178;2.04e-88;277;709
Ec-13_000130.1;EsuBft228_10a-00001;0.1267;0.2835;0.4471;68.077;563;827;145;10;119;600;72.55;24;775;804;94;94;11;793;824;0;994;2569
Ec-13_000140.3;EsuBft326_3a-00001;0.06809;0.183;0.3721;73.034;325;445;38;4;82;338;75.96;24;412;412;94;94;12;430;430;0;628;1620
Ec-13_000230.1;EsuBft565_2a-00001;0.01801;0.1557;0.1156;74.962;497;663;87;13;79;522;78.73;1;584;584;100;100;1;663;663;0;913;2360
Ec-13_000240.2;EsuBft565_4a-00001;0.04039;0.1521;0.2656;92.652;290;313;23;0;0;302;96.49;99;411;620;50;50;1;313;319;0;600;1546
Ec-13_000260.1;EsuBft565_8a-00001;0.04751;0.1635;0.2906;89.073;538;604;60;2;6;558;92.38;44;641;641;93;93;7;610;610;0;997;2578
Ec-13_000270.1;EsuBft1439_6a-00001;0.03903;0.1141;0.3422;92.308;96;104;8;0;0;97;93.27;134;237;237;44;44;1;104;104;1.03e-63;193;490
Ec-13_000290.1;EsuBft1449_2a-00001;0.04972;0.1221;0.4074;89.536;676;755;74;4;5;700;92.72;1;753;1200;63;63;1;752;759;0;1250;3234
Ec-13_000300.1;EsuBft139_4a-00001;0.08381;0.2205;0.3801;75.354;532;706;147;11;27;578;81.87;455;1153;1830;82;38;794;1479;2371;4.14e-163;552;1422
Ec-13_000320.1;EsuBft139_5a-00001;0.05396;0.1777;0.3036;80.268;240;299;34;5;25;251;83.95;1;279;287;97;97;1;294;386;3.39e-114;333;855
Ec-13_000330.1;EsuBft139_6a-00001;0.06196;0.1591;0.3894;80;640;800;97;9;63;667;83.38;375;1153;1153;68;68;2;759;759;0;1222;3161
Ec-13_000340.1;EsuBft118_16a-00001;0.05121;0.1404;0.3647;90.446;142;157;15;0;0;148;94.27;51;207;207;76;76;1;157;157;5.52e-100;285;730
Ec-13_000350.2;EsuBft139_7a-00001;0.02334;0.1578;0.1479;95.105;136;143;7;0;0;139;97.2;1;143;143;100;100;1;143;143;1.37e-91;261;667
Ec-13_000360.1;EsuBft139_8a-00001;0.02694;0.1729;0.1558;93.213;206;221;11;1;4;210;95.02;27;243;255;95;85;186;406;411;1.66e-149;422;1086
Ec-13_000370.1;EsuBft139_9a-00001;0.06494;0.1685;0.3853;87.538;288;329;40;1;1;310;94.22;82;410;413;80;80;1;328;330;0;595;1535
Ec-13_000380.1;EsuBft139_10a-00001;0.06468;0.1571;0.4116;85.065;393;462;59;3;10;414;89.61;1;457;457;100;100;1;457;457;0;775;2000
Ec-13_000390.1;EsuBft139_11a-00001;0.1497;0.2764;0.5415;87.407;118;135;17;0;0;123;91.11;32;166;168;80;80;36;170;172;1.72e-82;240;612
Ec-13_000430.2;EsuBft361_4a-00001;0.0261;0.1616;0.1615;90.244;296;328;16;1;16;303;92.38;1;312;312;100;100;56;383;383;0;609;1571
Ec-13_000440.1;EsuBft361_5a-00001;0.1156;0.437;0.2646;81.955;109;133;18;1;6;116;87.22;469;601;656;20;20;28;154;196;5.28e-67;217;553
Ec-13_000460.1;EsuBft361_8a-00001;0.06179;0.175;0.3531;79.459;588;740;104;8;48;628;84.86;376;1094;1094;66;66;1;713;713;0;830;2143
Ec-13_000470.1;EsuBft361_10a-00001;0.1103;0.1965;0.5613;77.729;178;229;31;1;20;184;80.35;80;308;580;39;39;19;227;228;3.71e-118;348;894
Ec-13_000490.1;EsuBft361_11a-00001;0.09655;0.1639;0.5891;74.785;522;698;142;6;34;568;81.38;274;961;1045;66;66;1;674;686;0;738;1904
Ec-13_000510.1;EsuBft361_12a-00001;0.01319;0.1403;0.09401;96.833;428;442;12;1;2;434;98.19;9;450;450;98;98;1;440;440;0;873;2256
Ec-13_000520.1;EsuBft361_13a-00001;0.2087;0.3903;0.5349;62.791;162;258;66;4;30;175;67.83;15;244;246;93;93;23;278;279;4.17e-92;271;694
Ec-13_000540.1;EsuBft3059_4a-00001;0.4763;1.009;0.4721;43.761;249;569;275;10;45;312;54.83;40;575;577;93;93;10;566;571;4.22e-121;369;946
Ec-13_000540.4;EsuBft1131_2a-00001;0.3725;0.968;0.3848;59.113;120;203;83;0;0;140;68.97;1;203;203;100;100;207;409;446;1.8e-67;212;540
Ec-13_000610.1;EsuBft361_14a-00001;0.07684;0.2053;0.3743;84.668;370;437;66;1;1;393;89.93;203;639;640;68;68;10;445;547;0;675;1741
Ec-13_000630.1;EsuBft1064_4a-00001;0.06749;0.2309;0.2923;86.42;70;81;9;1;2;71;87.65;1;79;159;50;50;1;81;98;1.14e-23;88.2;217
Ec-13_000640.1;EsuBft1064_5a-00001;0.08059;0.1193;0.6755;77.976;131;168;33;3;4;136;80.95;1;168;307;55;55;1;164;167;1.64e-56;179;455
Ec-13_000660.1;EsuBft1064_7a-00001;0.03399;0.22;0.1545;86.629;771;890;64;9;55;794;89.21;1;858;858;100;100;1;867;867;0;1242;3213
Ec-13_000710.2;EsuBft1064_12a-00001;0.01304;0.1242;0.1049;98.462;64;65;1;0;0;64;98.46;231;295;968;7;7;5;69;71;1.14e-37;134;338
Ec-13_000720.1;EsuBft201_4a-00001;0.3634;1.51;0.2407;54.438;184;338;145;8;9;244;72.19;1;330;333;99;99;1;337;339;2.05e-123;357;916
Ec-13_000730.1;EsuBft1311_3a-00001;0.03334;0.12;0.2777;85.296;1079;1265;108;7;78;1107;87.51;1;1231;1231;100;100;1;1221;1221;0;1761;4562
Ec-13_000740.1;EsuBft1311_4a-00001;0.03138;0.1055;0.2974;94.406;135;143;8;0;0;137;95.8;51;193;193;74;74;1;143;143;3.04e-87;252;644
Ec-13_000750.1;EsuBft1311_5a-00001;0.005107;0.1386;0.03684;98.969;192;194;2;0;0;192;98.97;91;284;284;68;68;1;194;194;5.83e-142;396;1018
Ec-13_000760.1;EsuBft1085_12a-00001;0.1229;0.3111;0.395;46.104;142;308;73;4;93;160;51.95;2;271;282;96;96;5;257;330;2.81e-67;211;538
Ec-13_000770.2;EsuBft1946_6a-00001;0.1136;0.3887;0.2923;80.645;250;310;60;0;0;281;90.65;14;323;331;94;94;104;413;414;0;525;1352
Ec-13_000790.1;EsuBft984_4a-00001;0.08252;0.1576;0.5236;84.615;275;325;49;1;1;288;88.62;1;325;328;99;99;1;324;327;0;509;1310
Ec-13_000800.1;EsuBft984_6a-00001;0.1104;0.3127;0.3532;89.13;123;138;14;1;1;125;90.58;1;138;167;83;83;63;199;423;3.12e-66;207;526
Ec-13_000830.1;EsuBft2421_4a-00001;0.3358;0.9784;0.3433;54.557;425;779;265;4;89;515;66.11;72;773;777;90;90;3;769;891;0;803;2074
Ec-13_000840.1;EsuBft104_21a-00001;0.04887;0.1115;0.4381;85.424;504;590;60;5;26;520;88.14;794;1379;1379;42;42;1;568;568;0;613;1582
Ec-13_000850.1;EsuBft104_23a-00001;0.03517;0.1154;0.3049;92.205;414;449;32;2;3;426;94.88;1;448;467;96;96;27;473;493;0;698;1801
Ec-13_000880.1;EsuBft104_25a-00001;0.07429;0.1226;0.6061;82.041;201;245;39;2;5;215;87.76;60;304;304;81;81;1;240;240;3.23e-133;377;968
Ec-13_000940.1;EsuBft104_16a-00001;0.04406;0.174;0.2532;92.421;378;409;30;1;1;390;95.35;74;481;496;82;82;1;409;424;0;771;1990
Ec-13_000950.1;EsuBft104_14a-00001;0.01538;0.1157;0.133;96.657;318;329;10;1;1;321;97.57;1;329;329;100;100;1;328;328;0;624;1609
Ec-13_000960.1;EsuBft104_7a-00001;0.04966;0.2083;0.2384;87.838;65;74;9;0;0;70;94.59;77;150;151;49;49;3;76;99;8.15e-32;108;271
Ec-13_000970.1;EsuBft104_5a-00001;0.03691;0.1077;0.3428;93.671;74;79;5;0;0;76;96.2;263;341;341;23;23;1;79;79;2.62e-46;151;382
Ec-13_000990.1;EsuBft104_2a-00001;0.04259;0.1674;0.2544;89.368;311;348;27;1;10;322;92.53;29;366;366;92;92;19;366;366;0;565;1456
Ec-13_001070.1;EsuBft1064_2a-00001;0.02625;0.1886;0.1392;95.055;173;182;8;1;1;176;96.7;1;181;576;31;31;1;182;185;4.85e-117;344;882
Ec-13_001090.1;EsuBft336_13a-00001;0.07618;0.193;0.3948;72.114;406;563;95;6;62;430;76.38;58;613;613;91;91;1;508;508;0;692;1787
Ec-13_001100.1;EsuBft336_9a-00001;0.07053;0.1119;0.6301;83.885;380;453;67;2;6;396;87.42;1;448;448;100;100;1;452;452;0;712;1838
Ec-13_001140.2;EsuBft336_3a-00001;0.1676;0.4105;0.4084;53.506;145;271;69;9;57;158;58.3;237;476;476;50;50;7;251;251;1.15e-54;182;463
Ec-13_001170.1;EsuBft1401_4a-00001;0.02036;0.1854;0.1099;92.35;169;183;8;2;6;173;94.54;1;181;181;100;100;1;179;179;3.98e-111;313;803
Ec-13_001200.1;EsuBft1401_6a-00001;0.1006;0.2016;0.4989;74.857;262;350;49;1;39;272;77.71;1;311;330;94;94;1;350;366;0;520;1339
Ec-13_001310.1;EsuBft329_4a-00001;0.02425;0.123;0.1971;95.588;130;136;6;0;0;132;97.06;1;136;136;100;100;372;507;507;3.07e-78;239;609
Ec-13_001350.2;EsuBft329_3a-00001;0.02546;0.1368;0.1861;95.133;215;226;11;0;0;220;97.35;1;226;226;100;100;1;226;226;1.61e-162;447;1150
Ec-13_001360.1;EsuBft4105_3a-00001;0.1622;0.3125;0.5189;69.767;30;43;12;1;1;33;76.74;3;45;54;80;80;37;78;101;9.02e-11;51.6;122
Ec-13_001370.1;EsuBft1490_8a-00001;0.03225;0.2171;0.1485;94.51;482;510;28;0;0;499;97.84;1;510;510;100;100;1;510;510;0;937;2421
Ec-13_001400.1;EsuBft279_7a-00001;0.04889;0.1227;0.3985;88.345;523;592;54;2;15;540;91.22;167;744;744;78;78;1;591;591;0;983;2540
Ec-13_001410.1;EsuBft279_8a-00001;0.04162;0.08935;0.4658;87.652;1228;1401;119;8;54;1257;89.72;1;1361;1361;100;100;1;1387;1387;0;1957;5071
Ec-13_001480.1;EsuBft856_8a-00001;0.1022;0.1998;0.5114;71.745;551;768;169;6;48;587;76.43;648;1401;1407;93;54;304;1037;1061;0;736;1901
Ec-13_001490.1;EsuBft856_5a-00001;0.01111;0.07636;0.1455;98.182;162;165;3;0;0;164;99.39;1;165;167;99;99;1;165;166;4.68e-119;332;852
Ec-13_001540.1;EsuBft1518_3a-00001;0.04392;0.1731;0.2537;97.368;37;38;1;0;0;38;100;1;38;40;95;95;1;38;140;9.57e-22;79.7;195
Ec-13_001570.1;EsuBft329_23a-00001;0.07851;0.1857;0.4228;81.471;299;367;56;5;12;308;83.92;1;359;362;99;99;550;912;915;7.73e-117;359;921
Ec-13_001590.1;EsuBft329_22a-00001;0.08124;0.2146;0.3786;71.504;404;565;113;12;48;431;76.28;560;1105;1331;41;41;2;537;547;2.16e-131;415;1066
Ec-13_001620.1;EsuBft329_19a-00001;0.0873;0.1404;0.6218;71.296;231;324;56;5;37;243;75;105;428;428;76;76;1;287;287;2.69e-126;366;940
Ec-13_001650.1;EsuBft329_17a-00001;0.08696;0.08323;1.045;80.037;429;536;94;3;13;459;85.63;1056;1591;1591;34;34;3;525;525;0;775;2002
Ec-13_001700.1;EsuBft329_8a-00001;0.026;0.101;0.2574;94.915;112;118;6;0;0;116;98.31;3;120;120;98;98;175;292;292;3.95e-60;185;470
Ec-13_001710.1;EsuBft859_2a-00002;0.04783;0.09537;0.5015;90.402;584;646;62;0;0;597;92.41;1;646;648;99;99;13;658;672;0;1176;3041
Ec-13_001750.1;EsuBft191_16a-00002;0.02948;0.06516;0.4524;93.634;456;487;31;0;0;467;95.89;1;487;487;100;100;1;487;487;0;931;2406
Ec-13_001770.1;EsuBft191_14a-00001;0.03769;0.07841;0.4807;90.396;913;1010;89;1;8;940;93.07;1;1002;1003;99;99;1;1010;1010;0;1766;4575
Ec-13_001800.1;EsuBft191_3a-00001;0.03482;0.063;0.5528;92.837;674;726;51;1;1;694;95.59;65;789;791;92;92;1;726;728;0;1400;3623
Ec-13_001810.1;EsuBft158_3a-00001;0.01119;0.05848;0.1913;97.377;297;305;8;0;0;301;98.69;24;328;328;93;93;1;305;305;0;623;1607
Ec-13_001810.2;EsuBft889_12a-00001;0.1472;0.2674;0.5504;90.722;88;97;9;0;0;92;94.85;29;125;134;72;72;13;109;128;1.03e-63;189;481
Ec-13_001830.1;EsuBft158_5a-00001;0.01211;0.1303;0.09293;97.358;258;265;7;0;0;261;98.49;1;265;265;100;100;1;265;265;0;527;1358
Ec-13_001840.1;EsuBft158_6a-00001;0.02705;0.08964;0.3017;93.966;950;1011;61;0;0;975;96.44;1;1011;1011;100;100;1;1011;1011;0;1970;5103
Ec-13_001890.1;EsuBft1686_4a-00001;0.06925;0.08552;0.8098;79.864;353;442;56;2;33;380;85.97;1;441;441;100;100;1;410;410;0;698;1801
Ec-13_001910.2;EsuBft158_12a-00001;0.008957;0.07622;0.1175;97.273;428;440;8;3;4;432;98.18;1;437;437;100;100;1;439;439;0;870;2249
Ec-13_001950.1;EsuBft399_5a-00001;0.01551;0.08584;0.1807;95.404;519;544;15;1;10;525;96.51;1;544;551;99;99;1;534;535;0;1072;2773
Ec-13_001980.1;EsuBft543_3a-00001;0.02874;0.07679;0.3743;94.444;323;342;19;0;0;334;97.66;29;370;370;92;92;2;343;343;0;671;1731
Ec-13_001990.1;EsuBft460_8a-00001;0.03346;0.0789;0.4241;92.948;659;709;49;1;1;674;95.06;1;708;708;100;100;1;709;709;0;1355;3506
Ec-13_002070.1;EsuBft1986_2a-00001;0.03055;0.07483;0.4082;92.76;205;221;14;2;2;209;94.57;3;223;223;99;99;11;229;229;8.18e-129;362;928
Ec-13_002080.1;EsuBft1938_2a-00001;0.193;0.3756;0.5137;70.149;376;536;61;4;99;396;73.88;24;512;614;80;80;301;784;1051;0;702;1811
Ec-13_002090.2;EsuBft2451_3a-00001;0.1017;0.4584;0.2218;98.361;60;61;1;0;0;61;100;1;61;165;37;37;1;61;79;4.85e-39;127;318
Ec-13_002100.1;EsuBft71_30a-00001;0.009266;0.102;0.09084;91.134;627;688;13;4;48;634;92.15;1;640;642;99;99;1;688;691;0;1248;3228
Ec-13_002110.1;EsuBft71_29a-00001;0.05116;0.09459;0.5409;77.152;233;302;39;6;30;239;79.14;413;687;704;39;39;1;299;316;2.53e-116;351;901
Ec-13_002120.1;EsuBft71_28a-00001;0.09744;0.1739;0.5602;74.699;124;166;28;4;14;130;78.31;1;158;931;17;17;1;160;179;2.79e-44;157;397
Ec-13_002130.1;EsuBft71_27a-00001;0.08806;0.1974;0.4461;88.679;94;106;8;1;4;96;90.57;1;102;124;82;82;1;106;118;9.93e-34;113;282
Ec-13_002170.1;EsuBft71_18a-00001;0.01986;0.178;0.1115;87.288;103;118;1;1;14;104;88.14;258;361;544;19;19;1;118;121;8.11e-60;193;490
Ec-13_002220.1;EsuBft71_22a-00001;0.0066;0.1437;0.04594;91.524;907;991;2;5;82;907;91.52;312;1220;1220;75;75;311;1301;1301;0;1785;4623
Ec-13_002270.1;EsuBft71_7a-00001;0.01332;0.0969;0.1375;96.891;187;193;6;0;0;190;98.45;1;193;193;100;100;1;193;193;4.94e-142;392;1008
Ec-13_002280.1;EsuBft71_6a-00001;0.1896;0.3111;0.6095;96.61;114;118;4;0;0;115;97.46;27;144;197;60;60;1;118;187;1.95e-78;231;590
Ec-13_002290.1;EsuBft71_5a-00001;0.01045;0.1203;0.08686;97.63;412;422;10;0;0;418;99.05;1;422;422;100;100;1;422;422;0;833;2151
Ec-13_002300.1;EsuBft137_13a-00001;0.5839;NA;NA;39.048;82;210;124;3;4;118;56.19;3;209;211;98;98;49;257;271;6.03e-42;142;358
Ec-13_002370.1;EsuBft1744_4a-00001;0.07372;0.2135;0.3452;90.71;166;183;17;0;0;173;94.54;13;195;202;91;91;55;237;279;2.53e-119;339;869
Ec-13_002380.3;EsuBft395_5a-00001;0.1186;0.173;0.6858;85.217;196;230;34;0;0;202;87.83;17;246;248;93;93;21;250;265;1.94e-128;363;932
Ec-13_002392.1;EsuBft983_2a-00001;0.2591;0.9145;0.2833;62.353;212;340;115;5;13;259;76.18;1;338;345;98;98;1;329;332;1.01e-139;399;1024
Ec-13_002400.1;EsuBft1035_2a-00001;0.2164;0.6012;0.3599;75;72;96;19;2;5;76;79.17;107;202;347;28;28;31;121;130;9.54e-41;139;349
Ec-13_002450.1;EsuBft1035_4a-00001;0.02865;0.2057;0.1393;93.056;134;144;7;1;3;137;95.14;420;560;603;23;23;1;144;146;6.05e-81;250;639
Ec-13_002540.1;EsuBft1164_3a-00001;0.03548;0.1717;0.2066;90.746;608;670;45;4;17;623;92.99;1;659;659;100;100;1;664;664;0;1228;3176
Ec-13_002580.2;EsuBft1122_7a-00001;0.06388;0.1991;0.3208;86.522;199;230;31;0;0;209;90.87;216;445;445;52;52;4;233;233;2.91e-145;413;1061
Ec-13_002630.1;EsuBft1122_15a-00001;0.09845;0.1776;0.5544;78.089;613;785;98;9;74;631;80.38;101;823;861;84;84;1;773;822;0;947;2447
Ec-13_002640.1;EsuBft71_12a-00001;0.0528;0.2106;0.2507;94.982;265;279;14;0;0;275;98.57;1;279;533;62;52;1;279;444;0;517;1331
Ec-13_002700.1;EsuBft1508_2a-00001;0.02943;0.1733;0.1698;94.242;311;330;19;0;0;320;96.97;1;330;333;99;99;1;330;331;0;639;1648
Ec-13_002710.1;EsuBft1783_2a-00001;0.02327;0.1539;0.1512;98.734;234;237;3;0;0;236;99.58;114;350;412;58;58;13;249;250;6.24e-171;477;1228
Ec-13_002760.1;EsuBft244_2a-00001;0.01984;0.1859;0.1067;93.355;281;301;15;1;5;284;94.35;558;853;853;35;35;1;301;301;0;550;1416
Ec-13_002770.1;EsuBft244_5a-00001;0.01231;0.1991;0.06185;97.778;176;180;4;0;0;180;100;1;180;182;99;99;1;180;182;2.69e-129;359;922
Ec-13_002810.1;EsuBft244_7a-00001;0.03356;0.1366;0.2458;93.16;790;848;57;1;1;802;94.58;1;848;848;100;100;1;847;847;0;1552;4018
Ec-13_002830.1;EsuBft244_8a-00001;0.003582;0.06552;0.05467;77.586;135;174;1;1;38;135;77.59;1;136;136;100;100;1;174;174;1.06e-87;252;643
Ec-13_002870.3;EsuBft314_2a-00001;0.05786;0.08843;0.6543;86.726;392;452;53;2;7;407;90.04;1;445;449;99;99;1;452;456;0;675;1741
Ec-13_002900.1;EsuBft3970_3a-00001;0.07347;0.2021;0.3635;89.947;170;189;19;0;0;182;96.3;38;226;269;70;70;15;203;204;5.64e-129;363;932
Ec-13_002910.2;EsuBft1139_7a-00001;0.06011;0.1151;0.5223;82.418;750;910;120;11;40;774;85.05;1;900;900;100;100;1;880;880;0;1330;3442
Ec-13_002930.1;EsuBft1139_6a-00001;0.03024;0.08692;0.3479;84.524;142;168;18;2;8;148;88.1;1;168;168;100;100;1;160;160;2.54e-85;247;630
Ec-13_002940.1;EsuBft1139_5a-00001;0.00981;0.1575;0.06229;97.82;359;367;8;0;0;364;99.18;1;367;367;100;100;1;367;367;0;755;1949
Ec-13_002950.2;EsuBft1139_4a-00001;0.0902;0.1616;0.5581;85.772;211;246;35;0;0;220;89.43;104;349;420;82;59;296;541;558;2.28e-149;434;1117
Ec-13_002960.1;EsuBft1139_3a-00001;0.02859;0.1431;0.1997;93.724;224;239;15;0;0;229;95.82;320;558;558;43;43;1;239;239;1.29e-137;398;1022
Ec-13_002970.1;EsuBft1139_2a-00001;0.02996;0.1124;0.2665;85.338;227;266;37;1;2;235;88.35;1;266;266;100;100;1;264;264;3.54e-144;404;1038
Ec-13_003010.1;EsuBft604_17a-00001;0.09297;0.2145;0.4334;85.119;286;336;49;1;1;298;88.69;22;357;476;71;71;105;439;440;0;545;1403
Ec-13_003020.1;EsuBft604_16a-00001;0.03218;0.06881;0.4677;93.122;176;189;13;0;0;183;96.83;2;190;397;48;48;3;191;192;6.04e-132;375;964
Ec-13_003030.1;EsuBft604_12a-00001;0.08809;0.1041;0.846;83.796;181;216;35;0;0;193;89.35;1;216;216;100;100;1;216;216;3.42e-133;372;955
Ec-13_003040.1;EsuBft604_11a-00001;0.1547;0.1769;0.8742;68.212;103;151;40;2;8;111;73.51;6;149;150;96;96;1;150;166;2.82e-55;170;431
Ec-13_003140.1;EsuBft604_5a-00001;0.2791;0.4053;0.6886;69.811;74;106;26;3;6;81;76.42;171;271;310;33;33;4;108;144;6.69e-33;118;295
Ec-13_003220.1;EsuBft2724_3a-00001;0.04607;0.1072;0.4299;92.308;60;65;5;0;0;61;93.85;1;65;65;100;100;1;65;65;2.73e-39;123;308
Ec-13_003230.1;EsuBft2600_4a-00001;0.3471;0.6334;0.5481;79.31;92;116;23;1;1;97;83.62;155;269;700;16;16;79;194;200;4.34e-56;189;480
Ec-13_003230.2;EsuBft2600_3a-00001;0.08661;0.1796;0.4822;60.37;163;270;64;4;43;175;64.81;258;518;518;50;50;57;292;292;7.87e-40;145;366
Ec-13_003240.1;EsuBft2600_2a-00001;0.06281;0.2114;0.2971;69.512;114;164;13;3;37;116;70.73;42;202;202;80;80;1;130;130;1.18e-50;159;403
Ec-13_003290.1;EsuBft1515_2a-00001;0.1783;0.367;0.4859;75.962;79;104;24;1;1;84;80.77;1;104;115;90;90;1;103;107;2.49e-50;154;389
Ec-13_003320.1;EsuBft869_2a-00001;0.1105;0.1315;0.8407;76.829;63;82;16;1;3;69;84.15;3;84;84;98;98;73;151;151;4.27e-31;105;263
Ec-13_003330.1;EsuBft869_7a-00001;0.03078;0.09966;0.3089;91.216;135;148;9;1;4;139;93.92;38;181;181;80;80;1;148;148;1.42e-96;275;704
Ec-13_003360.1;EsuBft1988_2a-00001;0.1324;0.197;0.6721;78.333;141;180;39;0;0;156;86.67;1;180;180;100;100;1;180;180;1.09e-94;272;695
Ec-13_003370.1;EsuBft1002_8a-00001;0.1703;0.2804;0.6072;71.429;90;126;27;1;9;102;80.95;68;184;197;59;59;1;126;170;4.92e-61;187;474
Ec-13_003450.3;EsuBft3314_3a-00001;0.5882;1.107;0.5313;59.615;31;52;19;1;2;38;73.08;59;110;162;32;32;27;76;147;1.41e-09;53.1;126
Ec-13_003520.1;EsuBft1445_6a-00001;0.2677;0.4638;0.5771;77.835;151;194;39;3;4;162;83.51;1;192;254;76;76;637;828;881;1.11e-61;207;527
Ec-13_003540.3;EsuBft967_6a-00001;0.09927;0.1837;0.5403;87.435;167;191;23;1;1;174;91.1;56;245;327;58;58;1;191;219;1.45e-49;164;415
Ec-13_003550.1;EsuBft967_5a-00001;0.06995;0.1382;0.5063;71.865;917;1276;233;19;126;977;76.57;976;2165;2181;96;55;997;2232;2436;0;1131;2926
Ec-13_003630.1;EsuBft74_16a-00001;0.1035;0.09432;1.097;78.605;169;215;46;0;0;188;87.44;1;215;215;100;100;17;231;231;1.96e-124;350;899
Ec-13_003640.1;EsuBft74_15a-00001;0.1413;0.1837;0.7696;85.644;173;202;27;1;2;180;89.11;30;229;291;69;69;1;202;291;1.44e-89;268;684
Ec-13_003650.1;EsuBft74_14a-00001;0.05739;0.04399;1.305;88.55;116;131;15;0;0;121;92.37;92;222;222;59;59;1;131;131;9.52e-82;239;610
Ec-13_003660.1;EsuBft1660_5a-00001;0.1217;0.1338;0.91;79.545;175;220;40;2;5;179;81.36;1;220;228;96;96;1;215;267;4.16e-116;331;849
Ec-13_003720.1;EsuBft1002_7a-00001;0.2511;0.3702;0.6785;58.117;179;308;81;6;48;196;63.64;14;315;486;62;62;17;282;471;4.5e-88;277;708
Ec-13_003720.2;EsuBft4885_2a-00001;0.121;0.1576;0.7674;73.885;116;157;33;3;8;122;77.71;136;285;292;51;51;13;168;171;5.67e-36;126;317
Ec-13_003740.1;EsuBft1844_4a-00001;0.129;0.2445;0.5278;76.51;114;149;31;1;4;123;82.55;27;175;180;83;83;6;150;198;1.77e-76;226;577
Ec-13_003750.1;EsuBft1363_3a-00001;0.08019;0.1711;0.4686;82.5;99;120;20;1;1;106;88.33;23;141;141;84;84;1;120;120;5.87e-58;175;443
Ec-13_003760.1;EsuBft1001_6a-00001;0.1129;0.1477;0.7644;75.556;102;135;27;1;6;110;81.48;1;129;129;100;100;1;135;135;2.77e-66;196;498
Ec-13_003790.1;EsuBft967_11a-00001;0.1249;0.3288;0.3799;79.042;264;334;70;0;0;289;86.53;3;336;336;99;99;2;335;335;5.43e-146;414;1065
Ec-13_003850.1;EsuBft499_10a-00001;0.149;0.3683;0.4046;87.047;168;193;6;1;19;171;88.6;1;174;239;73;73;198;390;453;3.89e-114;333;855
Ec-13_003860.1;EsuBft499_9a-00001;0.01286;0.1283;0.1002;96.958;255;263;6;1;2;259;98.48;1;263;266;99;99;1;261;265;0;507;1305
Ec-13_003870.1;EsuBft499_8a-00001;0.08899;0.2462;0.3614;77.177;257;333;33;4;43;264;79.28;8;312;316;97;97;250;567;930;1.52e-129;390;1003
Ec-13_003910.1;EsuBft499_7a-00001;0.356;0.88;0.4046;59.954;262;437;175;0;0;313;71.62;82;518;523;84;84;68;504;579;0;531;1368
Ec-13_003920.1;EsuBft1419_5a-00001;0.01801;0.1483;0.1214;95.798;228;238;10;0;0;230;96.64;1;238;238;100;100;1;238;238;1.24e-164;453;1166
Ec-13_003930.1;EsuBft1419_4a-00001;0.01432;0.1356;0.1056;97.08;133;137;4;0;0;136;99.27;1;137;137;100;100;60;196;196;2.44e-95;272;696
Ec-13_003940.1;EsuBft1419_3a-00001;0.05863;0.1201;0.4882;94.231;49;52;3;0;0;50;96.15;182;233;234;22;22;6;57;60;2.84e-28;101;251
Ec-13_003950.1;EsuBft48_2a-00001;0.1877;0.5327;0.3524;76.111;137;180;19;2;24;142;78.89;1;164;279;59;59;1;172;479;1.07e-87;268;686
Ec-13_003970.1;EsuBft1719_6a-00001;0.1153;0.2509;0.4595;71.671;549;766;126;9;91;584;76.24;151;858;935;76;76;2;734;735;0;1041;2693
Ec-13_004040.1;EsuBft499_16a-00001;0.0968;0.2053;0.4714;80.286;505;629;84;4;40;529;84.1;234;862;981;64;64;33;621;629;0;882;2278
