GeneID,phylostratum,rank,taxonomic_representativeness,GeneID_new
ser_TRINITY_DN3065_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3065_c0_g1
ser_TRINITY_DN30664_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN30664_c0_g2
ser_TRINITY_DN30670_c0_g1,cellular organisms,1,100,ser_TRINITY_DN30670_c0_g1
ser_TRINITY_DN3067_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3067_c0_g1
ser_TRINITY_DN30685_c0_g1,cellular organisms,1,100,ser_TRINITY_DN30685_c0_g1
ser_TRINITY_DN30692_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN30692_c0_g1
ser_TRINITY_DN30697_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN30697_c0_g1
ser_TRINITY_DN306_c0_g1,cellular organisms,1,100,ser_TRINITY_DN306_c0_g1
ser_TRINITY_DN306_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN306_c0_g2
ser_TRINITY_DN3070_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3070_c0_g1
ser_TRINITY_DN30714_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN30714_c0_g2
ser_TRINITY_DN30716_c2_g1,Fucus serratus,8,100,ser_TRINITY_DN30716_c2_g1
ser_TRINITY_DN30731_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN30731_c0_g1
ser_TRINITY_DN30738_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN30738_c0_g1
ser_TRINITY_DN3073_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3073_c0_g1
ser_TRINITY_DN3073_c0_g2,cellular organisms,1,100,ser_TRINITY_DN3073_c0_g2
ser_TRINITY_DN3073_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN3073_c0_g3
ser_TRINITY_DN3074_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3074_c0_g1
ser_TRINITY_DN30758_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN30758_c0_g1
ser_TRINITY_DN3076_c4_g1,Phaeophyceae,7,100,ser_TRINITY_DN3076_c4_g1
ser_TRINITY_DN30776_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN30776_c0_g1
ser_TRINITY_DN30780_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN30780_c0_g2
ser_TRINITY_DN30790_c0_g1,PX clade,6,100,ser_TRINITY_DN30790_c0_g1
ser_TRINITY_DN30795_c0_g2,cellular organisms,1,100,ser_TRINITY_DN30795_c0_g2
ser_TRINITY_DN307_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN307_c0_g1
ser_TRINITY_DN30804_c0_g4,Fucus serratus,8,100,ser_TRINITY_DN30804_c0_g4
ser_TRINITY_DN30809_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN30809_c0_g2
ser_TRINITY_DN3080_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN3080_c0_g1
ser_TRINITY_DN30815_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN30815_c0_g1
ser_TRINITY_DN30823_c0_g1,cellular organisms,1,85,ser_TRINITY_DN30823_c0_g1
ser_TRINITY_DN30832_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN30832_c0_g1
ser_TRINITY_DN30833_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN30833_c0_g1
ser_TRINITY_DN3085_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3085_c0_g1
ser_TRINITY_DN30870_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN30870_c0_g2
ser_TRINITY_DN3089_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN3089_c0_g2
ser_TRINITY_DN308_c0_g1,cellular organisms,1,42,ser_TRINITY_DN308_c0_g1
ser_TRINITY_DN30907_c0_g1,cellular organisms,1,100,ser_TRINITY_DN30907_c0_g1
ser_TRINITY_DN30907_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN30907_c0_g2
ser_TRINITY_DN30922_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN30922_c0_g1
ser_TRINITY_DN30933_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN30933_c0_g1
ser_TRINITY_DN30953_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN30953_c0_g2
ser_TRINITY_DN30955_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN30955_c0_g1
ser_TRINITY_DN30966_c1_g1,Fucus serratus,8,100,ser_TRINITY_DN30966_c1_g1
ser_TRINITY_DN30971_c0_g1,cellular organisms,1,42,ser_TRINITY_DN30971_c0_g1
ser_TRINITY_DN3097_c0_g1,cellular organisms,1,100,ser_TRINITY_DN3097_c0_g1
ser_TRINITY_DN30983_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN30983_c0_g1
ser_TRINITY_DN3098_c0_g1,cellular organisms,1,85,ser_TRINITY_DN3098_c0_g1
ser_TRINITY_DN3099_c0_g1,Eukaryota,2,100,ser_TRINITY_DN3099_c0_g1
ser_TRINITY_DN30_c0_g1,cellular organisms,1,85,ser_TRINITY_DN30_c0_g1
ser_TRINITY_DN30_c0_g3,Phaeophyceae,7,100,ser_TRINITY_DN30_c0_g3
ser_TRINITY_DN31000_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN31000_c0_g2
ser_TRINITY_DN3101_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3101_c0_g1
ser_TRINITY_DN3102_c0_g1,cellular organisms,1,100,ser_TRINITY_DN3102_c0_g1
ser_TRINITY_DN3102_c0_g2,cellular organisms,1,100,ser_TRINITY_DN3102_c0_g2
ser_TRINITY_DN31030_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31030_c0_g1
ser_TRINITY_DN31040_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31040_c0_g1
ser_TRINITY_DN3106_c0_g2,cellular organisms,1,71,ser_TRINITY_DN3106_c0_g2
ser_TRINITY_DN31070_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31070_c0_g1
ser_TRINITY_DN31075_c1_g2,Phaeophyceae,7,100,ser_TRINITY_DN31075_c1_g2
ser_TRINITY_DN31081_c0_g2,cellular organisms,1,85,ser_TRINITY_DN31081_c0_g2
ser_TRINITY_DN31083_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN31083_c0_g2
ser_TRINITY_DN3109_c0_g1,cellular organisms,1,100,ser_TRINITY_DN3109_c0_g1
ser_TRINITY_DN310_c0_g1,cellular organisms,1,42,ser_TRINITY_DN310_c0_g1
ser_TRINITY_DN3110_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN3110_c0_g1
ser_TRINITY_DN31110_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31110_c0_g1
ser_TRINITY_DN3111_c0_g1,cellular organisms,1,57,ser_TRINITY_DN3111_c0_g1
ser_TRINITY_DN31140_c0_g1,cellular organisms,1,100,ser_TRINITY_DN31140_c0_g1
ser_TRINITY_DN31157_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31157_c0_g1
ser_TRINITY_DN31159_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31159_c0_g1
ser_TRINITY_DN31161_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31161_c0_g1
ser_TRINITY_DN31165_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31165_c0_g1
ser_TRINITY_DN31172_c0_g1,cellular organisms,1,100,ser_TRINITY_DN31172_c0_g1
ser_TRINITY_DN31177_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31177_c0_g1
ser_TRINITY_DN31180_c0_g1,cellular organisms,1,42,ser_TRINITY_DN31180_c0_g1
ser_TRINITY_DN31189_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31189_c0_g1
ser_TRINITY_DN3119_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3119_c0_g1
ser_TRINITY_DN31204_c0_g1,cellular organisms,1,100,ser_TRINITY_DN31204_c0_g1
ser_TRINITY_DN31219_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN31219_c0_g3
ser_TRINITY_DN3122_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN3122_c0_g2
ser_TRINITY_DN31238_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31238_c0_g1
ser_TRINITY_DN3124_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3124_c0_g1
ser_TRINITY_DN3125_c0_g1,cellular organisms,1,85,ser_TRINITY_DN3125_c0_g1
ser_TRINITY_DN31267_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31267_c0_g1
ser_TRINITY_DN31267_c0_g2,cellular organisms,1,100,ser_TRINITY_DN31267_c0_g2
ser_TRINITY_DN31274_c0_g1,Eukaryota,2,100,ser_TRINITY_DN31274_c0_g1
ser_TRINITY_DN31286_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31286_c0_g1
ser_TRINITY_DN31287_c0_g1,cellular organisms,1,71,ser_TRINITY_DN31287_c0_g1
ser_TRINITY_DN31288_c0_g1,cellular organisms,1,100,ser_TRINITY_DN31288_c0_g1
ser_TRINITY_DN31289_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31289_c0_g1
ser_TRINITY_DN3128_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN3128_c0_g3
ser_TRINITY_DN3128_c0_g5,Fucus serratus,8,100,ser_TRINITY_DN3128_c0_g5
ser_TRINITY_DN31291_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN31291_c0_g2
ser_TRINITY_DN31291_c0_g4,Fucus serratus,8,100,ser_TRINITY_DN31291_c0_g4
ser_TRINITY_DN312_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN312_c0_g1
ser_TRINITY_DN31303_c0_g1,Stramenopiles,4,75,ser_TRINITY_DN31303_c0_g1
ser_TRINITY_DN31303_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN31303_c0_g2
ser_TRINITY_DN3130_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3130_c0_g1
ser_TRINITY_DN3130_c1_g1,Fucus serratus,8,100,ser_TRINITY_DN3130_c1_g1
ser_TRINITY_DN31310_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31310_c0_g1
ser_TRINITY_DN31326_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31326_c0_g1
ser_TRINITY_DN3132_c0_g1,cellular organisms,1,85,ser_TRINITY_DN3132_c0_g1
ser_TRINITY_DN3133_c0_g1,Stramenopiles,4,75,ser_TRINITY_DN3133_c0_g1
ser_TRINITY_DN31348_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31348_c0_g1
ser_TRINITY_DN3134_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3134_c0_g1
ser_TRINITY_DN31372_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31372_c0_g1
ser_TRINITY_DN31377_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31377_c0_g1
ser_TRINITY_DN31381_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31381_c0_g1
ser_TRINITY_DN31399_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31399_c0_g1
ser_TRINITY_DN31412_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN31412_c0_g2
ser_TRINITY_DN3141_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN3141_c0_g1
ser_TRINITY_DN3143_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3143_c0_g1
ser_TRINITY_DN3143_c0_g2,cellular organisms,1,100,ser_TRINITY_DN3143_c0_g2
ser_TRINITY_DN3143_c0_g3,Phaeophyceae,7,100,ser_TRINITY_DN3143_c0_g3
ser_TRINITY_DN3143_c0_g4,Fucus serratus,8,100,ser_TRINITY_DN3143_c0_g4
ser_TRINITY_DN3143_c4_g1,Fucus serratus,8,100,ser_TRINITY_DN3143_c4_g1
ser_TRINITY_DN31443_c0_g1,cellular organisms,1,100,ser_TRINITY_DN31443_c0_g1
ser_TRINITY_DN3144_c1_g2,cellular organisms,1,100,ser_TRINITY_DN3144_c1_g2
ser_TRINITY_DN3145_c0_g1,cellular organisms,1,100,ser_TRINITY_DN3145_c0_g1
ser_TRINITY_DN31460_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31460_c0_g1
ser_TRINITY_DN31460_c0_g2,cellular organisms,1,100,ser_TRINITY_DN31460_c0_g2
ser_TRINITY_DN31469_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31469_c0_g1
ser_TRINITY_DN3146_c0_g2,Eukaryota,2,50,ser_TRINITY_DN3146_c0_g2
ser_TRINITY_DN3146_c6_g1,Fucus serratus,8,100,ser_TRINITY_DN3146_c6_g1
ser_TRINITY_DN31481_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN31481_c0_g3
ser_TRINITY_DN3149_c0_g1,cellular organisms,1,100,ser_TRINITY_DN3149_c0_g1
ser_TRINITY_DN3149_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN3149_c0_g2
ser_TRINITY_DN3149_c0_g4,Phaeophyceae,7,100,ser_TRINITY_DN3149_c0_g4
ser_TRINITY_DN31501_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN31501_c0_g3
ser_TRINITY_DN31506_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31506_c0_g1
ser_TRINITY_DN3150_c0_g1,Ochrophyta,5,100,ser_TRINITY_DN3150_c0_g1
ser_TRINITY_DN31511_c0_g1,Eukaryota,2,66,ser_TRINITY_DN31511_c0_g1
ser_TRINITY_DN31514_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31514_c0_g1
ser_TRINITY_DN3151_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN3151_c0_g1
ser_TRINITY_DN31527_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31527_c0_g1
ser_TRINITY_DN31527_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN31527_c0_g2
ser_TRINITY_DN3153_c0_g2,cellular organisms,1,57,ser_TRINITY_DN3153_c0_g2
ser_TRINITY_DN31551_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31551_c0_g1
ser_TRINITY_DN31553_c0_g3,cellular organisms,1,100,ser_TRINITY_DN31553_c0_g3
ser_TRINITY_DN31560_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31560_c0_g1
ser_TRINITY_DN31571_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN31571_c0_g2
ser_TRINITY_DN31588_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31588_c0_g1
ser_TRINITY_DN3158_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN3158_c0_g1
ser_TRINITY_DN315_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN315_c0_g1
ser_TRINITY_DN31607_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN31607_c0_g2
ser_TRINITY_DN31607_c0_g4,Fucus serratus,8,100,ser_TRINITY_DN31607_c0_g4
ser_TRINITY_DN31611_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31611_c0_g1
ser_TRINITY_DN31613_c0_g1,cellular organisms,1,100,ser_TRINITY_DN31613_c0_g1
ser_TRINITY_DN3161_c1_g2,Fucus serratus,8,100,ser_TRINITY_DN3161_c1_g2
ser_TRINITY_DN31623_c0_g5,Fucus serratus,8,100,ser_TRINITY_DN31623_c0_g5
ser_TRINITY_DN31626_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN31626_c0_g2
ser_TRINITY_DN3162_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3162_c0_g1
ser_TRINITY_DN3162_c1_g1,Phaeophyceae,7,100,ser_TRINITY_DN3162_c1_g1
ser_TRINITY_DN31633_c0_g1,cellular organisms,1,100,ser_TRINITY_DN31633_c0_g1
ser_TRINITY_DN31636_c0_g1,cellular organisms,1,71,ser_TRINITY_DN31636_c0_g1
ser_TRINITY_DN31639_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31639_c0_g1
ser_TRINITY_DN3163_c0_g1,cellular organisms,1,85,ser_TRINITY_DN3163_c0_g1
ser_TRINITY_DN3164_c0_g1,cellular organisms,1,100,ser_TRINITY_DN3164_c0_g1
ser_TRINITY_DN3164_c0_g3,cellular organisms,1,100,ser_TRINITY_DN3164_c0_g3
ser_TRINITY_DN31650_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31650_c0_g1
ser_TRINITY_DN31671_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31671_c0_g1
ser_TRINITY_DN3167_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3167_c0_g1
ser_TRINITY_DN31685_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31685_c0_g1
ser_TRINITY_DN31687_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN31687_c0_g2
ser_TRINITY_DN31693_c0_g1,cellular organisms,1,100,ser_TRINITY_DN31693_c0_g1
ser_TRINITY_DN31693_c0_g2,cellular organisms,1,85,ser_TRINITY_DN31693_c0_g2
ser_TRINITY_DN31699_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31699_c0_g1
ser_TRINITY_DN31702_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN31702_c0_g2
ser_TRINITY_DN31702_c0_g3,Phaeophyceae,7,100,ser_TRINITY_DN31702_c0_g3
ser_TRINITY_DN3170_c0_g1,cellular organisms,1,100,ser_TRINITY_DN3170_c0_g1
ser_TRINITY_DN31712_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31712_c0_g1
ser_TRINITY_DN31714_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31714_c0_g1
ser_TRINITY_DN31721_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31721_c0_g1
ser_TRINITY_DN3172_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3172_c0_g1
ser_TRINITY_DN31730_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN31730_c0_g2
ser_TRINITY_DN3173_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN3173_c0_g1
ser_TRINITY_DN3175_c0_g1,Eukaryota,2,66,ser_TRINITY_DN3175_c0_g1
ser_TRINITY_DN31760_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31760_c0_g1
ser_TRINITY_DN3176_c0_g1,cellular organisms,1,100,ser_TRINITY_DN3176_c0_g1
ser_TRINITY_DN3178_c0_g1,cellular organisms,1,100,ser_TRINITY_DN3178_c0_g1
ser_TRINITY_DN3178_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN3178_c0_g2
ser_TRINITY_DN31792_c0_g1,cellular organisms,1,100,ser_TRINITY_DN31792_c0_g1
ser_TRINITY_DN3180_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN3180_c0_g2
ser_TRINITY_DN3184_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN3184_c0_g1
ser_TRINITY_DN31852_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31852_c0_g1
ser_TRINITY_DN31857_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31857_c0_g1
ser_TRINITY_DN31863_c0_g1,Eukaryota,2,50,ser_TRINITY_DN31863_c0_g1
ser_TRINITY_DN3186_c0_g1,cellular organisms,1,85,ser_TRINITY_DN3186_c0_g1
ser_TRINITY_DN31870_c0_g1,cellular organisms,1,100,ser_TRINITY_DN31870_c0_g1
ser_TRINITY_DN31871_c0_g1,cellular organisms,1,42,ser_TRINITY_DN31871_c0_g1
ser_TRINITY_DN31873_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31873_c0_g1
ser_TRINITY_DN31873_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN31873_c0_g2
ser_TRINITY_DN31887_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31887_c0_g1
ser_TRINITY_DN31898_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31898_c0_g1
ser_TRINITY_DN318_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN318_c0_g1
ser_TRINITY_DN31905_c0_g1,Stramenopiles,4,75,ser_TRINITY_DN31905_c0_g1
ser_TRINITY_DN31908_c0_g1,cellular organisms,1,100,ser_TRINITY_DN31908_c0_g1
ser_TRINITY_DN31909_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31909_c0_g1
ser_TRINITY_DN3190_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3190_c0_g1
ser_TRINITY_DN31912_c0_g2,cellular organisms,1,85,ser_TRINITY_DN31912_c0_g2
ser_TRINITY_DN31913_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31913_c0_g1
ser_TRINITY_DN31916_c0_g1,Ochrophyta,5,100,ser_TRINITY_DN31916_c0_g1
ser_TRINITY_DN3191_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3191_c0_g1
ser_TRINITY_DN31922_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31922_c0_g1
ser_TRINITY_DN31923_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31923_c0_g1
ser_TRINITY_DN31926_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31926_c0_g1
ser_TRINITY_DN31929_c0_g1,cellular organisms,1,100,ser_TRINITY_DN31929_c0_g1
ser_TRINITY_DN31930_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31930_c0_g1
ser_TRINITY_DN31936_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31936_c0_g1
ser_TRINITY_DN31937_c0_g1,Eukaryota,2,100,ser_TRINITY_DN31937_c0_g1
ser_TRINITY_DN31939_c0_g1,Stramenopiles,4,75,ser_TRINITY_DN31939_c0_g1
ser_TRINITY_DN31947_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN31947_c0_g1
ser_TRINITY_DN3194_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3194_c0_g1
ser_TRINITY_DN31956_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN31956_c0_g2
ser_TRINITY_DN3195_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN3195_c0_g1
ser_TRINITY_DN31966_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31966_c0_g1
ser_TRINITY_DN3196_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3196_c0_g1
ser_TRINITY_DN31978_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN31978_c0_g2
ser_TRINITY_DN3197_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN3197_c0_g1
ser_TRINITY_DN31987_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN31987_c0_g1
ser_TRINITY_DN31993_c0_g3,Phaeophyceae,7,100,ser_TRINITY_DN31993_c0_g3
ser_TRINITY_DN31993_c0_g7,Fucus serratus,8,100,ser_TRINITY_DN31993_c0_g7
ser_TRINITY_DN3199_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3199_c0_g1
ser_TRINITY_DN319_c0_g1,Ochrophyta,5,66,ser_TRINITY_DN319_c0_g1
ser_TRINITY_DN31_c0_g6,Fucus serratus,8,100,ser_TRINITY_DN31_c0_g6
ser_TRINITY_DN32002_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN32002_c0_g1
ser_TRINITY_DN32008_c0_g1,PX clade,6,100,ser_TRINITY_DN32008_c0_g1
ser_TRINITY_DN32009_c0_g1,cellular organisms,1,85,ser_TRINITY_DN32009_c0_g1
ser_TRINITY_DN3200_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3200_c0_g1
ser_TRINITY_DN32015_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN32015_c0_g1
ser_TRINITY_DN3201_c0_g2,cellular organisms,1,100,ser_TRINITY_DN3201_c0_g2
ser_TRINITY_DN32027_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN32027_c0_g1
ser_TRINITY_DN32028_c0_g1,cellular organisms,1,100,ser_TRINITY_DN32028_c0_g1
ser_TRINITY_DN32037_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN32037_c0_g1
ser_TRINITY_DN3203_c2_g1,Fucus serratus,8,100,ser_TRINITY_DN3203_c2_g1
ser_TRINITY_DN32040_c0_g1,cellular organisms,1,100,ser_TRINITY_DN32040_c0_g1
ser_TRINITY_DN32047_c0_g1,cellular organisms,1,100,ser_TRINITY_DN32047_c0_g1
ser_TRINITY_DN32048_c0_g1,cellular organisms,1,100,ser_TRINITY_DN32048_c0_g1
ser_TRINITY_DN3205_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN3205_c0_g1
ser_TRINITY_DN32062_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN32062_c0_g1
ser_TRINITY_DN32063_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN32063_c0_g1
ser_TRINITY_DN32069_c0_g2,Fucus serratus,8,100,ser_TRINITY_DN32069_c0_g2
ser_TRINITY_DN3206_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3206_c0_g1
ser_TRINITY_DN32070_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN32070_c0_g1
ser_TRINITY_DN32075_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN32075_c0_g1
ser_TRINITY_DN32085_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN32085_c0_g3
ser_TRINITY_DN32087_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN32087_c0_g1
ser_TRINITY_DN32093_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN32093_c0_g1
ser_TRINITY_DN32094_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN32094_c0_g1
ser_TRINITY_DN32095_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN32095_c0_g1
ser_TRINITY_DN3209_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3209_c0_g1
ser_TRINITY_DN3210_c0_g2,cellular organisms,1,100,ser_TRINITY_DN3210_c0_g2
ser_TRINITY_DN32118_c0_g1,Eukaryota,2,83,ser_TRINITY_DN32118_c0_g1
ser_TRINITY_DN32122_c1_g1,Stramenopiles,4,50,ser_TRINITY_DN32122_c1_g1
ser_TRINITY_DN3212_c0_g1,Phaeophyceae,7,100,ser_TRINITY_DN3212_c0_g1
ser_TRINITY_DN3212_c0_g3,Fucus serratus,8,100,ser_TRINITY_DN3212_c0_g3
ser_TRINITY_DN32135_c0_g2,Eukaryota,2,66,ser_TRINITY_DN32135_c0_g2
ser_TRINITY_DN32137_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN32137_c0_g1
ser_TRINITY_DN32139_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN32139_c0_g1
ser_TRINITY_DN3213_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3213_c0_g1
ser_TRINITY_DN3214_c0_g3,cellular organisms,1,100,ser_TRINITY_DN3214_c0_g3
ser_TRINITY_DN32150_c1_g2,Fucus serratus,8,100,ser_TRINITY_DN32150_c1_g2
ser_TRINITY_DN32161_c0_g1,Eukaryota,2,100,ser_TRINITY_DN32161_c0_g1
ser_TRINITY_DN3216_c0_g1,Ochrophyta,5,100,ser_TRINITY_DN3216_c0_g1
ser_TRINITY_DN3217_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN3217_c0_g1
ser_TRINITY_DN32180_c0_g1,cellular organisms,1,85,ser_TRINITY_DN32180_c0_g1
ser_TRINITY_DN32186_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN32186_c0_g1
ser_TRINITY_DN3218_c0_g1,cellular organisms,1,71,ser_TRINITY_DN3218_c0_g1
ser_TRINITY_DN32193_c0_g2,Phaeophyceae,7,100,ser_TRINITY_DN32193_c0_g2
ser_TRINITY_DN32207_c0_g1,Fucus serratus,8,100,ser_TRINITY_DN32207_c0_g1
