GeneID,phylostratum,rank,taxonomic_representativeness
Ec-14_002820.1,cellular organisms,1,100
Ec-14_002830.2,Eukaryota,2,55
Ec-14_002840.1,Phaeophyceae,7,100
Ec-14_002850.1,Ectocarpus siliculosus,11,100
Ec-14_002860.1,Phaeophyceae,7,100
Ec-14_002870.1,cellular organisms,1,100
Ec-14_002880.1,Eukaryota,2,88
Ec-14_002890.1,cellular organisms,1,100
Ec-14_002900.2,Ectocarpus siliculosus,11,100
Ec-14_002910.1,Sar,3,100
Ec-14_002920.2,Ectocarpus siliculosus,11,100
Ec-14_002930.3,Phaeophyceae,7,100
Ec-14_002940.1,cellular organisms,1,100
Ec-14_002950.1,cellular organisms,1,100
Ec-14_002960.1,cellular organisms,1,60
Ec-14_002970.1,cellular organisms,1,100
Ec-14_002980.1,cellular organisms,1,90
Ec-14_002990.1,cellular organisms,1,100
Ec-14_003000.1,cellular organisms,1,100
Ec-14_003010.1,cellular organisms,1,100
Ec-14_003020.1,Ectocarpus siliculosus,11,100
Ec-14_003030.1,cellular organisms,1,100
Ec-14_003040.1,Ectocarpales,9,50
Ec-14_003050.1,cellular organisms,1,90
Ec-14_003060.1,Ochrophyta,5,100
Ec-14_003080.1,Phaeophyceae,7,100
Ec-14_003090.1,cellular organisms,1,100
Ec-14_003100.1,Phaeophyceae,7,100
Ec-14_003110.1,cellular organisms,1,100
Ec-14_003120.1,cellular organisms,1,100
Ec-14_003130.1,Eukaryota,2,88
Ec-14_003140.1,Phaeophyceae,7,100
Ec-14_003150.4,Eukaryota,2,66
Ec-14_003170.1,cellular organisms,1,100
Ec-14_003180.1,PX clade,6,100
Ec-14_003190.1,cellular organisms,1,70
Ec-14_003200.1,Eukaryota,2,100
Ec-14_003210.1,cellular organisms,1,100
Ec-14_003220.1,PX clade,6,80
Ec-14_003230.1,cellular organisms,1,100
Ec-14_003240.1,cellular organisms,1,100
Ec-14_003250.1,cellular organisms,1,100
Ec-14_003260.1,cellular organisms,1,100
Ec-14_003270.1,cellular organisms,1,100
Ec-14_003280.1,Ectocarpus siliculosus,11,100
Ec-14_003290.1,cellular organisms,1,100
Ec-14_003300.1,cellular organisms,1,100
Ec-14_003310.1,PX clade,6,80
Ec-14_003320.1,Ectocarpus siliculosus,11,100
Ec-14_003330.1,cellular organisms,1,80
Ec-14_003340.1,cellular organisms,1,100
Ec-14_003350.1,cellular organisms,1,80
Ec-14_003370.2,cellular organisms,1,100
Ec-14_003380.1,cellular organisms,1,100
Ec-14_003390.1,cellular organisms,1,100
Ec-14_003400.1,cellular organisms,1,100
Ec-14_003410.1,cellular organisms,1,100
Ec-14_003420.1,cellular organisms,1,100
Ec-14_003430.1,ALE clade,8,33
Ec-14_003440.1,ALE clade,8,100
Ec-14_003460.1,Ochrophyta,5,100
Ec-14_003470.1,cellular organisms,1,100
Ec-14_003500.1,Ectocarpales,9,100
Ec-14_003510.1,Eukaryota,2,55
Ec-14_003520.1,cellular organisms,1,100
Ec-14_003530.1,Ectocarpus siliculosus,11,100
Ec-14_003540.1,Eukaryota,2,55
Ec-14_003550.1,cellular organisms,1,80
Ec-14_003560.2,Ectocarpus siliculosus,11,100
Ec-14_003570.1,cellular organisms,1,100
Ec-14_003580.1,ALE clade,8,100
Ec-14_003590.1,cellular organisms,1,90
Ec-14_003600.1,Eukaryota,2,66
Ec-14_003610.1,cellular organisms,1,100
Ec-14_003620.1,Eukaryota,2,66
Ec-14_003640.1,Eukaryota,2,88
Ec-14_003650.1,cellular organisms,1,100
Ec-14_003660.1,cellular organisms,1,80
Ec-14_003680.1,Eukaryota,2,88
Ec-14_003690.1,cellular organisms,1,100
Ec-14_003700.2,Eukaryota,2,66
Ec-14_003710.1,Stramenopiles,4,71
Ec-14_003720.1,cellular organisms,1,100
Ec-14_003730.1,cellular organisms,1,70
Ec-14_003740.1,cellular organisms,1,100
Ec-14_003750.2,Ectocarpus siliculosus,11,100
Ec-14_003770.2,Ectocarpus siliculosus,11,100
Ec-14_003780.1,cellular organisms,1,100
Ec-14_003790.1,cellular organisms,1,100
Ec-14_003800.1,cellular organisms,1,100
Ec-14_003810.1,Eukaryota,2,88
Ec-14_003830.1,ALE clade,8,100
Ec-14_003840.1,cellular organisms,1,90
Ec-14_003850.1,cellular organisms,1,100
Ec-14_003860.4,Phaeophyceae,7,100
Ec-14_003870.1,cellular organisms,1,100
Ec-14_003880.1,cellular organisms,1,100
Ec-14_003890.1,cellular organisms,1,100
Ec-14_003900.1,Eukaryota,2,55
Ec-14_003910.1,Phaeophyceae,7,100
Ec-14_003920.1,cellular organisms,1,100
Ec-14_003930.1,cellular organisms,1,100
Ec-14_003940.1,cellular organisms,1,100
Ec-14_003950.1,Ectocarpus siliculosus,11,100
Ec-14_003970.1,cellular organisms,1,100
Ec-14_003990.1,cellular organisms,1,50
Ec-14_004000.1,cellular organisms,1,80
Ec-14_004010.1,Eukaryota,2,55
Ec-14_004030.2,Ectocarpus siliculosus,11,100
Ec-14_004040.2,Ectocarpus siliculosus,11,100
Ec-14_004050.1,Ectocarpus siliculosus,11,100
Ec-14_004060.1,Eukaryota,2,55
Ec-14_004070.1,cellular organisms,1,100
Ec-14_004080.1,cellular organisms,1,100
Ec-14_004090.1,Phaeophyceae,7,100
Ec-14_004100.1,cellular organisms,1,100
Ec-14_004110.1,Phaeophyceae,7,100
Ec-14_004120.1,cellular organisms,1,100
Ec-14_004130.2,Ectocarpus siliculosus,11,100
Ec-14_004140.1,Ectocarpus,10,100
Ec-14_004150.1,Phaeophyceae,7,100
Ec-14_004160.2,Ectocarpus siliculosus,11,100
Ec-14_004170.1,cellular organisms,1,100
Ec-14_004180.1,cellular organisms,1,100
Ec-14_004190.1,ALE clade,8,66
Ec-14_004200.1,cellular organisms,1,90
Ec-14_004210.1,Eukaryota,2,88
Ec-14_004220.1,cellular organisms,1,100
Ec-14_004240.1,ALE clade,8,66
Ec-14_004250.1,cellular organisms,1,80
Ec-14_004260.1,cellular organisms,1,100
Ec-14_004270.1,Sar,3,75
Ec-14_004280.1,cellular organisms,1,90
Ec-14_004290.1,cellular organisms,1,90
Ec-14_004300.1,cellular organisms,1,100
Ec-14_004310.1,cellular organisms,1,100
Ec-14_004320.1,cellular organisms,1,60
Ec-14_004330.1,cellular organisms,1,100
Ec-14_004340.1,PX clade,6,100
Ec-14_004350.1,cellular organisms,1,90
Ec-14_004360.1,cellular organisms,1,100
Ec-14_004370.1,cellular organisms,1,90
Ec-14_004380.1,cellular organisms,1,100
Ec-14_004390.1,cellular organisms,1,100
Ec-14_004400.1,cellular organisms,1,100
Ec-14_004410.1,Phaeophyceae,7,100
Ec-14_004420.1,Eukaryota,2,100
Ec-14_004430.1,Sar,3,87
Ec-14_004440.1,cellular organisms,1,100
Ec-14_004450.1,cellular organisms,1,100
Ec-14_004460.1,Phaeophyceae,7,75
Ec-14_004470.1,ALE clade,8,100
Ec-14_004480.1,cellular organisms,1,90
Ec-14_004490.1,Phaeophyceae,7,100
Ec-14_004500.1,PX clade,6,100
Ec-14_004510.1,cellular organisms,1,90
Ec-14_004520.1,cellular organisms,1,60
Ec-14_004530.1,cellular organisms,1,100
Ec-14_004540.1,Eukaryota,2,77
Ec-14_004550.1,cellular organisms,1,80
Ec-14_004560.1,cellular organisms,1,100
Ec-14_004580.1,Stramenopiles,4,100
Ec-14_004590.1,cellular organisms,1,60
Ec-14_004600.1,Eukaryota,2,88
Ec-14_004610.1,Ectocarpus siliculosus,11,100
Ec-14_004620.1,cellular organisms,1,100
Ec-14_004630.1,Ectocarpus,10,100
Ec-14_004640.1,cellular organisms,1,90
Ec-14_004650.1,cellular organisms,1,100
Ec-14_004660.1,cellular organisms,1,100
Ec-14_004670.1,Phaeophyceae,7,100
Ec-14_004690.1,cellular organisms,1,100
Ec-14_004700.1,Eukaryota,2,100
Ec-14_004720.1,Phaeophyceae,7,100
Ec-14_004730.1,cellular organisms,1,100
Ec-14_004740.1,cellular organisms,1,100
Ec-14_004750.1,cellular organisms,1,100
Ec-14_004760.1,Ectocarpus siliculosus,11,100
Ec-14_004780.1,PX clade,6,100
Ec-14_004790.1,Ectocarpus siliculosus,11,100
Ec-14_004800.1,cellular organisms,1,100
Ec-14_004810.1,cellular organisms,1,100
Ec-14_004820.1,cellular organisms,1,100
Ec-14_004830.1,Ectocarpales,9,100
Ec-14_004840.1,cellular organisms,1,100
Ec-14_004850.1,Phaeophyceae,7,100
Ec-14_004860.1,cellular organisms,1,80
Ec-14_004870.1,cellular organisms,1,100
Ec-14_004890.1,Phaeophyceae,7,100
Ec-14_004900.1,Eukaryota,2,100
Ec-14_004910.1,cellular organisms,1,100
Ec-14_004920.1,cellular organisms,1,100
Ec-14_004930.1,Eukaryota,2,77
Ec-14_004940.2,Ectocarpus,10,100
Ec-14_004950.1,Ectocarpus,10,100
Ec-14_004960.1,Ectocarpales,9,100
Ec-14_004970.1,cellular organisms,1,100
Ec-14_004980.1,Eukaryota,2,44
Ec-14_004990.1,cellular organisms,1,90
Ec-14_005000.1,cellular organisms,1,100
Ec-14_005010.1,cellular organisms,1,100
Ec-14_005020.1,cellular organisms,1,100
Ec-14_005030.1,cellular organisms,1,100
Ec-14_005040.1,cellular organisms,1,100
Ec-14_005050.1,cellular organisms,1,100
Ec-14_005060.1,Eukaryota,2,100
Ec-14_005080.1,cellular organisms,1,100
Ec-14_005090.1,Phaeophyceae,7,75
Ec-14_005100.2,cellular organisms,1,100
Ec-14_005110.1,cellular organisms,1,100
Ec-14_005120.1,Ectocarpus siliculosus,11,100
Ec-14_005130.1,Ectocarpus siliculosus,11,100
Ec-14_005140.1,Phaeophyceae,7,100
Ec-14_005150.1,Ectocarpus siliculosus,11,100
Ec-14_005160.1,cellular organisms,1,100
Ec-14_005180.1,cellular organisms,1,100
Ec-14_005190.1,Eukaryota,2,88
Ec-14_005200.2,Ectocarpus siliculosus,11,100
Ec-14_005210.1,cellular organisms,1,100
Ec-14_005220.1,cellular organisms,1,70
Ec-14_005230.1,cellular organisms,1,100
Ec-14_005240.2,Phaeophyceae,7,100
Ec-14_005250.1,Eukaryota,2,55
Ec-14_005260.1,Eukaryota,2,77
Ec-14_005270.1,cellular organisms,1,100
Ec-14_005280.1,Eukaryota,2,55
Ec-14_005290.1,Eukaryota,2,88
Ec-14_005300.1,cellular organisms,1,90
Ec-14_005310.1,cellular organisms,1,90
Ec-14_005320.1,cellular organisms,1,70
Ec-14_005330.1,cellular organisms,1,100
Ec-14_005340.1,cellular organisms,1,90
Ec-14_005350.1,cellular organisms,1,90
Ec-14_005360.1,Phaeophyceae,7,100
Ec-14_005370.1,cellular organisms,1,100
Ec-14_005380.2,cellular organisms,1,80
Ec-14_005390.1,Stramenopiles,4,100
Ec-14_005400.1,cellular organisms,1,100
Ec-14_005410.1,ALE clade,8,100
Ec-14_005420.2,Ectocarpus siliculosus,11,100
Ec-14_005430.1,cellular organisms,1,80
Ec-14_005440.1,cellular organisms,1,70
Ec-14_005450.1,cellular organisms,1,100
Ec-14_005460.1,cellular organisms,1,70
Ec-14_005470.1,Ochrophyta,5,100
Ec-14_005480.1,Phaeophyceae,7,100
Ec-14_005490.1,cellular organisms,1,100
Ec-14_005500.1,cellular organisms,1,80
Ec-14_005510.1,cellular organisms,1,100
Ec-14_005520.1,cellular organisms,1,80
Ec-14_005530.1,Phaeophyceae,7,100
Ec-14_005540.2,Ectocarpus siliculosus,11,100
Ec-14_005560.1,cellular organisms,1,100
Ec-14_005570.1,Eukaryota,2,100
Ec-14_005580.1,Eukaryota,2,100
Ec-14_005590.2,ALE clade,8,33
Ec-14_005600.1,cellular organisms,1,100
Ec-14_005610.1,PX clade,6,80
Ec-14_005625.1,cellular organisms,1,100
Ec-14_005630.1,cellular organisms,1,100
Ec-14_005640.1,cellular organisms,1,100
Ec-14_005650.1,cellular organisms,1,100
Ec-14_005660.1,cellular organisms,1,80
Ec-14_005670.1,Eukaryota,2,77
Ec-14_005680.1,Eukaryota,2,100
Ec-14_005690.1,Phaeophyceae,7,100
Ec-14_005700.1,Eukaryota,2,44
Ec-14_005710.1,cellular organisms,1,100
Ec-14_005730.1,PX clade,6,80
Ec-14_005750.1,Phaeophyceae,7,100
Ec-14_005760.1,cellular organisms,1,100
Ec-14_005770.2,Ectocarpus siliculosus,11,100
Ec-14_005780.1,cellular organisms,1,100
Ec-14_005790.2,Ectocarpus siliculosus,11,100
Ec-14_005810.1,cellular organisms,1,100
Ec-14_005820.1,cellular organisms,1,90
Ec-14_005830.1,cellular organisms,1,100
Ec-14_005840.1,cellular organisms,1,100
Ec-14_005850.1,cellular organisms,1,80
Ec-14_005860.1,Phaeophyceae,7,100
Ec-14_005870.1,cellular organisms,1,100
Ec-14_005880.1,cellular organisms,1,100
Ec-14_005890.1,PX clade,6,100
Ec-14_005900.1,Eukaryota,2,100
Ec-14_005910.1,cellular organisms,1,90
Ec-14_005920.1,Eukaryota,2,77
Ec-14_005930.1,cellular organisms,1,70
Ec-14_005940.1,cellular organisms,1,100
Ec-14_005950.1,Ectocarpus siliculosus,11,100
Ec-14_005960.1,Phaeophyceae,7,75
Ec-14_005970.1,Phaeophyceae,7,75
Ec-14_006000.1,PX clade,6,100
Ec-14_006010.1,cellular organisms,1,70
Ec-14_006020.1,Phaeophyceae,7,100
Ec-14_006030.1,PX clade,6,100
Ec-14_006040.1,cellular organisms,1,100
Ec-14_006050.1,cellular organisms,1,100
Ec-14_006060.1,Ochrophyta,5,100
Ec-14_006070.1,cellular organisms,1,100
Ec-14_006080.1,PX clade,6,100
Ec-14_006090.1,cellular organisms,1,100
Ec-14_006100.1,Phaeophyceae,7,100
Ec-14_006110.1,cellular organisms,1,100
Ec-14_006120.2,Ectocarpus siliculosus,11,100
Ec-14_006130.1,cellular organisms,1,100
Ec-14_006140.1,Eukaryota,2,100
Ec-14_006150.1,Stramenopiles,4,100
Ec-14_006160.1,Phaeophyceae,7,50
Ec-14_006170.1,PX clade,6,80
Ec-14_006180.1,cellular organisms,1,100
Ec-14_006190.1,cellular organisms,1,100
Ec-14_006200.1,cellular organisms,1,100
Ec-14_006210.1,cellular organisms,1,100
Ec-14_006220.1,cellular organisms,1,100
Ec-14_006230.1,cellular organisms,1,100
Ec-14_006240.2,Ectocarpus siliculosus,11,100
Ec-14_006250.1,cellular organisms,1,100
Ec-14_006280.1,cellular organisms,1,100
Ec-14_006300.1,cellular organisms,1,100
Ec-14_006310.1,cellular organisms,1,100
Ec-14_006320.1,PX clade,6,100
Ec-14_006330.1,cellular organisms,1,90
Ec-14_006340.1,Eukaryota,2,77
Ec-14_006350.1,cellular organisms,1,100
Ec-14_006360.1,Ectocarpus siliculosus,11,100
Ec-14_006370.2,Sar,3,75
Ec-14_006380.1,cellular organisms,1,100
Ec-14_006390.1,cellular organisms,1,100
Ec-14_006400.1,cellular organisms,1,80
Ec-14_006410.1,cellular organisms,1,90
Ec-14_006420.1,cellular organisms,1,100
Ec-14_006430.2,Eukaryota,2,77
Ec-14_006440.1,cellular organisms,1,100
Ec-14_006450.1,PX clade,6,100
Ec-14_006460.1,cellular organisms,1,100
Ec-14_006470.1,Stramenopiles,4,85
Ec-14_006490.1,cellular organisms,1,90
Ec-14_006500.1,Eukaryota,2,77
Ec-14_006510.1,cellular organisms,1,100
Ec-14_006520.1,cellular organisms,1,100
Ec-14_006530.1,cellular organisms,1,100
Ec-14_006540.1,cellular organisms,1,100
Ec-14_006550.1,cellular organisms,1,90
Ec-14_006560.1,Phaeophyceae,7,100
Ec-14_006570.1,cellular organisms,1,100
Ec-14_006580.1,cellular organisms,1,100
Ec-14_006590.1,cellular organisms,1,100
Ec-14_006600.1,Eukaryota,2,66
Ec-14_006605.1,Phaeophyceae,7,100
Ec-14_006610.1,cellular organisms,1,100
Ec-14_006620.1,cellular organisms,1,80
Ec-14_006630.1,cellular organisms,1,100
Ec-14_006640.1,Eukaryota,2,100
Ec-14_006650.1,cellular organisms,1,100
Ec-14_006660.1,Eukaryota,2,55
Ec-14_006670.1,cellular organisms,1,90
Ec-14_006680.1,cellular organisms,1,100
Ec-14_006690.1,cellular organisms,1,100
Ec-14_006700.1,cellular organisms,1,100
Ec-14_006710.1,Eukaryota,2,100
Ec-14_006730.1,cellular organisms,1,100
Ec-14_006740.1,PX clade,6,100
Ec-14_006750.1,cellular organisms,1,80
Ec-14_006760.1,Phaeophyceae,7,100
Ec-14_006770.1,cellular organisms,1,100
Ec-14_006780.1,cellular organisms,1,100
Ec-14_006790.1,Eukaryota,2,88
Ec-14_006800.1,Eukaryota,2,100
Ec-14_006810.1,cellular organisms,1,100
Ec-14_006820.2,Phaeophyceae,7,100
Ec-14_006830.1,cellular organisms,1,100
Ec-14_006840.1,cellular organisms,1,90
Ec-14_006850.1,Eukaryota,2,88
Ec-14_006860.1,cellular organisms,1,80
Ec-14_006870.1,cellular organisms,1,90
Ec-14_006880.1,Phaeophyceae,7,75
Ec-14_006890.1,cellular organisms,1,100
Ec-14_006900.1,cellular organisms,1,90
Ec-14_006910.1,Phaeophyceae,7,100
Ec-14_006920.1,cellular organisms,1,100
Ec-14_006930.1,PX clade,6,100
Ec-14_006940.1,cellular organisms,1,100
Ec-14_006950.1,cellular organisms,1,100
Ec-14_006960.1,cellular organisms,1,100
Ec-14_006970.1,Eukaryota,2,88
Ec-14_006980.1,cellular organisms,1,100
Ec-14_006990.1,cellular organisms,1,100
Ec-14_007000.2,Eukaryota,2,100
Ec-14_007010.1,cellular organisms,1,100
Ec-14_007020.1,Phaeophyceae,7,100
Ec-14_007030.1,Eukaryota,2,33
Ec-14_007050.1,Sar,3,62
Ec-14_007060.1,Ectocarpus siliculosus,11,100
Ec-15_000010.1,Ectocarpus siliculosus,11,100
Ec-15_000020.1,cellular organisms,1,100
Ec-15_000030.1,Ochrophyta,5,83
Ec-15_000040.1,ALE clade,8,100
Ec-15_000050.1,cellular organisms,1,90
Ec-15_000060.1,cellular organisms,1,80
Ec-15_000070.1,cellular organisms,1,100
Ec-15_000090.1,cellular organisms,1,100
Ec-15_000100.1,cellular organisms,1,100
Ec-15_000110.1,Phaeophyceae,7,100
Ec-15_000120.1,cellular organisms,1,100
Ec-15_000130.1,Phaeophyceae,7,100
Ec-15_000140.1,Phaeophyceae,7,100
Ec-15_000150.1,cellular organisms,1,100
Ec-15_000160.1,cellular organisms,1,100
Ec-15_000170.1,Phaeophyceae,7,100
Ec-15_000180.1,Ochrophyta,5,83
Ec-15_000190.1,cellular organisms,1,100
Ec-15_000200.1,cellular organisms,1,70
Ec-15_000210.1,Ectocarpus siliculosus,11,100
Ec-15_000220.1,PX clade,6,100
Ec-15_000230.1,cellular organisms,1,100
Ec-15_000240.1,cellular organisms,1,100
Ec-15_000250.1,Eukaryota,2,88
Ec-15_000260.2,Phaeophyceae,7,100
Ec-15_000280.1,cellular organisms,1,60
Ec-15_000290.1,PX clade,6,100
Ec-15_000300.1,cellular organisms,1,100
Ec-15_000310.1,ALE clade,8,100
Ec-15_000320.1,cellular organisms,1,100
Ec-15_000330.2,ALE clade,8,66
Ec-15_000340.1,cellular organisms,1,90
Ec-15_000350.1,cellular organisms,1,100
Ec-15_000360.1,Ectocarpales,9,100
Ec-15_000370.1,Phaeophyceae,7,100
Ec-15_000400.3,Ectocarpus siliculosus,11,100
Ec-15_000410.1,PX clade,6,100
Ec-15_000420.1,Ochrophyta,5,100
Ec-15_000440.1,Phaeophyceae,7,100
Ec-15_000450.1,cellular organisms,1,100
Ec-15_000470.1,PX clade,6,100
Ec-15_000480.1,cellular organisms,1,100
Ec-15_000490.1,cellular organisms,1,90
Ec-15_000500.2,Ectocarpus siliculosus,11,100
Ec-15_000510.1,cellular organisms,1,100
Ec-15_000520.1,cellular organisms,1,100
Ec-15_000530.1,cellular organisms,1,100
Ec-15_000540.1,Ectocarpus siliculosus,11,100
Ec-15_000550.1,cellular organisms,1,100
Ec-15_000570.1,cellular organisms,1,100
Ec-15_000580.1,cellular organisms,1,100
Ec-15_000590.1,Ectocarpus,10,100
Ec-15_000600.1,cellular organisms,1,90
Ec-15_000620.1,cellular organisms,1,70
Ec-15_000630.1,cellular organisms,1,80
Ec-15_000640.1,Ectocarpales,9,50
Ec-15_000650.1,Eukaryota,2,100
Ec-15_000660.4,cellular organisms,1,100
Ec-15_000670.1,cellular organisms,1,90
Ec-15_000680.1,cellular organisms,1,100
Ec-15_000690.1,cellular organisms,1,100
Ec-15_000700.1,Phaeophyceae,7,100
Ec-15_000710.2,Ectocarpus siliculosus,11,100
Ec-15_000720.1,cellular organisms,1,100
Ec-15_000730.1,cellular organisms,1,90
Ec-15_000740.1,Ectocarpus siliculosus,11,100
Ec-15_000750.1,cellular organisms,1,90
Ec-15_000760.1,Eukaryota,2,77
Ec-15_000770.1,Phaeophyceae,7,100
Ec-15_000780.1,cellular organisms,1,100
Ec-15_000790.1,Phaeophyceae,7,100
Ec-15_000800.1,Phaeophyceae,7,100
Ec-15_000810.1,Ochrophyta,5,100
Ec-15_000820.1,cellular organisms,1,100
Ec-15_000830.1,Eukaryota,2,66
Ec-15_000840.1,Eukaryota,2,55
Ec-15_000850.1,Eukaryota,2,66
Ec-15_000860.1,cellular organisms,1,60
Ec-15_000870.1,cellular organisms,1,60
Ec-15_000880.1,cellular organisms,1,100
Ec-15_000900.1,cellular organisms,1,100
Ec-15_000910.1,Ectocarpus siliculosus,11,100
Ec-15_000920.1,cellular organisms,1,70
Ec-15_000930.1,cellular organisms,1,70
Ec-15_000940.1,cellular organisms,1,80
Ec-15_000950.1,cellular organisms,1,80
Ec-15_000960.2,Ectocarpus siliculosus,11,100
Ec-15_000970.2,cellular organisms,1,90
Ec-15_000980.1,cellular organisms,1,90
Ec-15_000990.2,cellular organisms,1,90
Ec-15_001000.1,cellular organisms,1,90
Ec-15_001010.1,cellular organisms,1,90
Ec-15_001020.1,Phaeophyceae,7,100
Ec-15_001030.1,cellular organisms,1,90
Ec-15_001040.1,cellular organisms,1,100
Ec-15_001050.1,Phaeophyceae,7,75
Ec-15_001090.1,cellular organisms,1,100
Ec-15_001100.1,Ectocarpus siliculosus,11,100
Ec-15_001110.1,cellular organisms,1,100
Ec-15_001120.1,Phaeophyceae,7,100
Ec-15_001130.1,PX clade,6,100
Ec-15_001140.1,Ectocarpus siliculosus,11,100
Ec-15_001150.2,Ectocarpus siliculosus,11,100
Ec-15_001160.1,cellular organisms,1,80
Ec-15_001170.1,cellular organisms,1,90
Ec-15_001180.2,Ectocarpus siliculosus,11,100
Ec-15_001190.1,Phaeophyceae,7,100
Ec-15_001200.2,Ectocarpus siliculosus,11,100
Ec-15_001210.1,cellular organisms,1,80
Ec-15_001220.1,cellular organisms,1,60
Ec-15_001230.1,Eukaryota,2,88
Ec-15_001240.1,ALE clade,8,66
Ec-15_001250.1,cellular organisms,1,100
Ec-15_001270.1,cellular organisms,1,100
Ec-15_001280.1,Phaeophyceae,7,100
Ec-15_001290.1,cellular organisms,1,100
Ec-15_001300.1,cellular organisms,1,100
Ec-15_001310.1,Eukaryota,2,100
Ec-15_001320.1,cellular organisms,1,100
Ec-15_001330.1,cellular organisms,1,90
Ec-15_001340.2,cellular organisms,1,90
Ec-15_001350.1,Phaeophyceae,7,100
Ec-15_001360.1,Eukaryota,2,100
Ec-15_001370.1,cellular organisms,1,100
Ec-15_001380.1,Eukaryota,2,77
Ec-15_001390.1,Sar,3,75
Ec-15_001400.1,ALE clade,8,100
Ec-15_001410.1,Ectocarpus siliculosus,11,100
Ec-15_001420.1,Phaeophyceae,7,100
Ec-15_001430.1,Phaeophyceae,7,100
Ec-15_001450.3,cellular organisms,1,80
Ec-15_001460.1,Phaeophyceae,7,100
Ec-15_001470.1,cellular organisms,1,100
Ec-15_001480.1,Phaeophyceae,7,100
Ec-15_001490.2,Ectocarpus siliculosus,11,100
Ec-15_001500.3,PX clade,6,100
Ec-15_001510.2,Ectocarpus siliculosus,11,100
Ec-15_001520.1,Ectocarpus siliculosus,11,100
Ec-15_001540.1,PX clade,6,100
Ec-15_001550.1,cellular organisms,1,100
Ec-15_001560.2,Ectocarpus siliculosus,11,100
Ec-15_001570.1,Eukaryota,2,66
Ec-15_001580.1,cellular organisms,1,90
Ec-15_001590.1,cellular organisms,1,70
Ec-15_001600.1,cellular organisms,1,100
Ec-15_001610.1,cellular organisms,1,100
Ec-15_001620.1,cellular organisms,1,80
Ec-15_001630.1,cellular organisms,1,100
Ec-15_001640.1,cellular organisms,1,90
Ec-15_001650.1,Phaeophyceae,7,50
Ec-15_001660.1,ALE clade,8,100
Ec-15_001670.1,ALE clade,8,100
Ec-15_001680.1,cellular organisms,1,90
Ec-15_001690.2,Ectocarpus siliculosus,11,100
Ec-15_001700.1,cellular organisms,1,60
Ec-15_001710.1,Phaeophyceae,7,100
Ec-15_001720.1,Eukaryota,2,77
Ec-15_001740.2,Ectocarpus siliculosus,11,100
Ec-15_001750.1,Phaeophyceae,7,100
Ec-15_001760.1,Ectocarpales,9,100
Ec-15_001770.1,Phaeophyceae,7,75
Ec-15_001780.1,cellular organisms,1,90
Ec-15_001790.1,Eukaryota,2,55
Ec-15_001800.1,ALE clade,8,66
Ec-15_001810.1,Ectocarpus siliculosus,11,100
Ec-15_001820.3,Ectocarpus siliculosus,11,100
Ec-15_001830.1,cellular organisms,1,100
Ec-15_001840.1,cellular organisms,1,100
Ec-15_001850.1,cellular organisms,1,90
Ec-15_001860.1,cellular organisms,1,100
Ec-15_001880.2,cellular organisms,1,100
Ec-15_001890.1,Eukaryota,2,88
Ec-15_001900.1,cellular organisms,1,100
Ec-15_001910.1,cellular organisms,1,100
Ec-15_001920.1,cellular organisms,1,60
Ec-15_001930.2,Ectocarpus siliculosus,11,100
Ec-15_001940.1,cellular organisms,1,60
Ec-15_001950.1,Ectocarpus siliculosus,11,100
Ec-15_001960.1,cellular organisms,1,90
Ec-15_001970.1,cellular organisms,1,100
Ec-15_001990.1,cellular organisms,1,100
Ec-15_002000.2,cellular organisms,1,100
Ec-15_002010.2,Eukaryota,2,55
Ec-15_002020.1,cellular organisms,1,100
Ec-15_002030.1,Ectocarpus siliculosus,11,100
Ec-15_002040.1,cellular organisms,1,100
Ec-15_002050.1,cellular organisms,1,100
Ec-15_002090.3,Ectocarpus siliculosus,11,100
Ec-15_002100.1,cellular organisms,1,100
Ec-15_002110.1,ALE clade,8,100
Ec-15_002120.1,cellular organisms,1,40
Ec-15_002130.1,cellular organisms,1,100
Ec-15_002140.1,cellular organisms,1,100
Ec-15_002160.1,cellular organisms,1,80
Ec-15_002170.1,cellular organisms,1,100
Ec-15_002180.1,cellular organisms,1,100
Ec-15_002190.1,Eukaryota,2,100
Ec-15_002200.2,cellular organisms,1,100
Ec-15_002210.1,Eukaryota,2,66
Ec-15_002230.1,cellular organisms,1,80
Ec-15_002240.1,Sar,3,75
Ec-15_002250.2,ALE clade,8,66
Ec-15_002260.1,cellular organisms,1,100
Ec-15_002270.1,Ectocarpus siliculosus,11,100
Ec-15_002280.1,cellular organisms,1,90
Ec-15_002290.1,cellular organisms,1,100
Ec-15_002300.1,Eukaryota,2,77
Ec-15_002310.1,Ectocarpus siliculosus,11,100
Ec-15_002320.1,Stramenopiles,4,71
Ec-15_002330.1,cellular organisms,1,100
Ec-15_002340.1,cellular organisms,1,100
Ec-15_002350.1,cellular organisms,1,80
Ec-15_002360.1,cellular organisms,1,100
Ec-15_002370.1,cellular organisms,1,90
Ec-15_002380.1,Phaeophyceae,7,100
Ec-15_002390.1,cellular organisms,1,90
Ec-15_002400.1,cellular organisms,1,100
Ec-15_002410.1,Phaeophyceae,7,100
Ec-15_002420.1,Phaeophyceae,7,100
Ec-15_002430.1,cellular organisms,1,100
Ec-15_002440.1,Stramenopiles,4,57
Ec-15_002450.1,Phaeophyceae,7,100
