GeneID,subject_id,dN,dS,dNdS,DS,perc_identity,num_ident_matches,alig_length,mismatches,gap_openings,n_gaps,pos_match,ppos,q_start,q_end,q_len,qcov,qcovhsp,s_start,s_end,s_len,evalue,bit_score,score_raw
Ec-15_002920.1,EsuBft542_10a-00001,0.02378,0.09448,0.2517,4,89136,640,718,31,2,47,648,9025,1,671,671,100,100,1,718,718,0,1296,3353
Ec-15_002930.1,EsuBft542_9a-00001,0.005107,0.09224,0.05537,1,98986,293,296,3,0,0,293,9899,1,296,296,100,100,1,296,296,0,600,1547
Ec-15_002940.1,EsuBft542_8a-00001,0.007302,0.1091,0.06693,1,97902,560,572,9,2,3,564,986,1,572,572,100,100,1,569,569,0,1141,2951
Ec-15_002960.1,EsuBft542_5a-00001,0.01788,0.159,0.1124,2,95926,259,270,9,1,2,262,9704,1,268,268,100,100,1,270,270,0,530,1366
Ec-15_002990.1,EsuBft1129_4a-00001,0.03886,0.2252,0.1725,3,84367,653,774,53,3,68,674,8708,439,1159,1176,72,61,182,940,957,0,1030,2664
Ec-15_003010.1,EsuBft1129_5a-00001,0.04196,0.1042,0.4026,7,86413,318,368,33,4,17,329,894,98,449,449,78,78,1,367,367,0,516,1328
Ec-15_003020.1,EsuBft2731_2a-00001,0.04988,0.1074,0.4646,8,85328,599,702,80,8,23,621,8846,1,681,681,100,100,1,700,700,0,937,2422
Ec-15_003040.1,EsuBft389_15a-00001,0.01581,0.128,0.1235,2,96223,484,503,16,1,3,488,9702,1,503,503,100,100,1,500,500,0,1000,2586
Ec-15_003070.1,EsuBft389_13a-00001,0.03428,0.1243,0.2758,5,93119,812,872,58,2,2,836,9587,1,872,872,100,100,1,870,870,0,1503,3891
Ec-15_003090.1,EsuBft389_12a-00001,0.02949,0.1052,0.2804,5,91367,381,417,35,1,1,391,9376,1,416,416,100,100,1,417,417,4.9e-166,474,1220
Ec-15_003100.1,EsuBft389_11a-00001,0.01122,0.1065,0.1053,2,97899,233,238,5,0,0,235,9874,7,244,244,98,98,4,241,241,1.1900000000000001e-167,466,1200
Ec-15_003110.1,EsuBft389_10a-00001,0.02326,0.1202,0.1936,3,94444,136,144,7,1,1,139,9653,1,144,144,100,100,65,207,207,1.0600000000000001e-85,253,647
Ec-15_003120.1,EsuBft389_9a-00001,0.05483,0.2082,0.2633,5,90308,205,227,21,1,1,211,9295,1,227,227,100,100,1,226,226,1.4e-148,414,1065
Ec-15_003150.1,EsuBft389_7a-00001,0.03616,0.1011,0.3576,7,89631,631,704,63,3,10,644,9148,1,698,698,100,100,1,700,700,0,1087,2811
Ec-15_003160.1,EsuBft389_6a-00001,0.02674,0.08931,0.2994,5,89614,302,337,16,1,19,305,905,1,318,318,100,100,3,339,339,3.71e-165,467,1202
Ec-15_003170.1,EsuBft389_5a-00001,0.008958,0.08452,0.106,2,98471,322,327,5,0,0,324,9908,1,327,327,100,100,1,327,327,0,672,1733
Ec-15_003250.1,EsuBft578_4a-00001,0.2215,0.5346,0.4144,8,94152,161,171,10,0,0,166,9708,1,171,291,59,59,1,171,276,2.63e-101,302,773
Ec-15_003260.1,EsuBft578_6a-00001,0.05625,0.2259,0.249,4,93714,492,525,31,1,2,510,9714,1,523,656,80,80,1,525,576,0,1032,2669
Ec-15_003290.1,EsuBft597_6a-00001,0.0552,0.1343,0.4111,8,90991,404,444,30,3,10,413,9302,1,442,464,95,95,1,436,448,0,754,1946
Ec-15_003300.1,EsuBft597_7a-00001,0.01592,0.125,0.1273,2,92748,2238,2413,85,11,90,2257,9354,57,2413,2413,98,98,1,2379,2379,0,4071,10559
Ec-15_003310.1,EsuBft597_8a-00001,0.01318,0.118,0.1117,2,96386,240,249,7,2,2,240,9639,1,247,247,100,100,20,268,268,3.67e-170,474,1220
Ec-15_003320.1,EsuBft597_10a-00001,0.0375,0.1503,0.2494,4,89032,901,1012,84,7,27,920,9091,1,1009,1010,99,99,1,988,1147,0,1639,4244
Ec-15_003330.1,EsuBft1025_6a-00001,0.0145,0.08795,0.1649,3,92265,334,362,7,1,21,339,9365,94,434,451,76,76,1,362,367,0,690,1780
Ec-15_003370.1,EsuBft1025_4a-00001,0.1274,0.2372,0.5369,9,86111,248,288,29,3,11,260,9028,1,288,334,86,86,1,277,334,1.29e-145,418,1075
Ec-15_003380.1,EsuBft1025_3a-00001,0.01691,0.08686,0.1946,3,96543,1117,1157,39,1,1,1129,9758,1,1157,1157,100,100,113,1268,1268,0,2278,5904
Ec-15_003410.1,EsuBft636_9a-00001,0.04381,0.1022,0.4285,8,87432,647,740,72,4,21,665,8986,1,737,737,100,100,1,722,722,0,1073,2775
Ec-15_003420.1,EsuBft636_8a-00001,0.03841,0.1437,0.2673,5,93107,797,856,45,6,14,814,9509,300,1150,1302,97,65,377,1223,1891,0,1396,3613
Ec-15_003460.1,EsuBft636_6a-00001,0.04678,0.112,0.4177,8,89051,366,411,41,1,4,386,9392,1,407,407,100,100,43,453,453,0,708,1828
Ec-15_003470.1,EsuBft636_5a-00001,0.03421,0.1033,0.3311,6,91905,772,840,62,4,6,794,9452,1,835,835,100,100,1,839,839,0,1317,3408
Ec-15_003510.1,EsuBft2147_2a-00001,0.03017,0.09009,0.3349,6,94009,408,434,26,0,0,413,9516,1,434,434,100,100,1,434,434,0,658,1697
Ec-15_003520.1,EsuBft2147_4a-00001,0.03424,0.1479,0.2316,4,87308,227,260,18,1,15,231,8885,381,625,846,29,29,10,269,270,2.6e-163,477,1228
Ec-15_003540.1,EsuBft613_14a-00001,0.04353,0.09443,0.461,8,74136,536,723,61,8,126,554,7663,1,643,643,100,100,1,677,677,0,907,2344
Ec-15_003560.1,EsuBft615_12a-00001,0.01673,0.1189,0.1407,2,94638,353,373,4,2,16,353,9464,93,454,523,69,69,1,368,375,0,693,1789
Ec-15_003580.1,EsuBft615_10a-00001,0.04449,0.1424,0.3124,6,87817,173,197,19,1,5,179,9086,1,192,205,94,94,1,197,208,1.39e-111,322,824
Ec-15_003620.1,EsuBft615_5a-00001,0.07119,0.1134,0.6277,10,86415,229,265,36,0,0,240,9057,1,265,444,60,60,20,284,285,9.33e-162,462,1188
Ec-15_003630.1,EsuBft615_4a-00001,0.0175,0.06187,0.2828,5,96139,498,518,20,0,0,503,971,1,518,518,100,100,1,518,518,0,1013,2618
Ec-15_003640.1,EsuBft615_3a-00001,0.01271,0.1167,0.1089,2,97222,350,360,9,1,1,353,9806,1,360,360,100,100,1,359,359,0,704,1818
Ec-15_003660.1,EsuBft380_2a-00001,0.02739,0.07699,0.3557,7,94326,133,141,8,0,0,138,9787,1,141,141,100,100,1,141,141,5.5099999999999995e-93,269,688
Ec-15_003670.1,EsuBft380_3a-00001,0.03082,0.08851,0.3482,6,94048,316,336,20,0,0,324,9643,1,336,348,97,97,1,336,348,0,614,1584
Ec-15_003680.1,EsuBft380_4a-00001,0.05451,0.1273,0.4283,8,88719,464,523,57,2,2,481,9197,1,522,522,100,100,180,701,701,0,868,2242
Ec-15_003690.1,EsuBft380_5a-00001,0.03129,0.06675,0.4687,9,94142,225,239,14,0,0,231,9665,1,239,239,100,100,71,309,309,2.46e-164,461,1185
Ec-15_003720.1,EsuBft380_7a-00001,0.03599,0.073,0.4931,9,91962,778,846,59,3,9,790,9338,1,837,838,99,99,70,915,917,0,1338,3462
Ec-15_003760.1,EsuBft613_8a-00001,0.3092,0.6335,0.488,9,76923,40,52,12,0,0,42,8077,52,103,104,50,50,29,80,263,5.61e-17,782,191
Ec-15_003770.1,EsuBft613_7a-00001,0.02185,0.1416,0.1543,2,81169,250,308,13,1,45,251,8149,478,740,740,36,36,5,312,312,8.220000000000001e-153,451,1160
Ec-15_003830.1,EsuBft452_12a-00001,0.1194,0.7374,0.162,3,875,28,32,4,0,0,29,9062,1,32,746,4,4,1,32,65,3.09e-10,616,148
Ec-15_003840.1,EsuBft452_14a-00001,0.02953,0.1352,0.2184,4,9349,517,553,34,2,2,529,9566,1,553,553,100,100,1,551,551,0,1041,2691
Ec-15_003910.1,EsuBft888_9a-00001,0.01345,0.1014,0.1327,2,97333,73,75,2,0,0,73,9733,1,75,75,100,100,1,75,75,1.21e-44,142,358
Ec-15_003920.1,EsuBft380_10a-00001,0.05987,0.1523,0.393,7,80668,580,719,90,11,49,593,8248,461,1134,1147,59,59,34,748,759,0,736,1899
Ec-15_003930.1,EsuBft380_11a-00001,0.01796,0.09958,0.1803,3,92287,335,363,15,1,13,342,9421,1,363,363,100,100,1,350,350,0,627,1616
Ec-15_003950.1,EsuBft380_13a-00001,0.00635,0.1062,0.05979,1,98649,146,148,2,0,0,148,100,1,148,148,100,100,2,149,149,1.3899999999999999e-102,294,753
Ec-15_004050.1,EsuBft287_15a-00001,0.05346,0.07635,0.7002,10,88317,635,719,76,2,8,653,9082,1,715,717,99,99,1,715,717,0,1068,2763
Ec-15_004070.1,EsuBft287_14a-00001,0,0.05068,0,1,100,108,108,0,0,0,108,100,1,108,108,100,100,1,108,108,2.0499999999999998e-73,217,553
Ec-15_004080.1,EsuBft287_13a-00001,0.03222,0.2146,0.1501,2,96154,100,104,4,0,0,102,9808,311,414,431,24,24,9,112,114,2.05e-62,202,513
Ec-15_004120.1,EsuBft287_9a-00001,0.01199,0.1249,0.09599,1,97253,354,364,10,0,0,360,989,1,364,364,100,100,1,364,364,0,739,1907
Ec-15_004140.1,EsuBft287_8a-00001,0.02294,0.09397,0.2441,4,93719,373,398,20,2,5,380,9548,1,393,393,100,100,1,398,398,0,748,1931
Ec-15_004150.1,EsuBft287_7a-00001,0,0.1634,0,1,100,147,147,0,0,0,147,100,1,147,147,100,100,1,147,147,3.29e-103,296,757
Ec-15_004210.1,EsuBft46_3a-00001,0.03732,0.131,0.285,5,90135,466,517,40,3,11,475,9188,1,506,507,99,99,8,524,526,0,888,2294
Ec-15_004230.1,EsuBft46_5a-00001,0.00619,0.09493,0.06521,1,98686,751,761,10,0,0,756,9934,1,761,761,100,100,1,761,761,0,1539,3984
Ec-15_004240.1,EsuBft46_6a-00001,0.006827,0.06669,0.1024,2,98431,251,255,4,0,0,254,9961,1,255,255,100,100,1,255,255,0,513,1322
Ec-15_004260.1,EsuBft46_9a-00001,0.04973,0.1303,0.3816,7,88845,669,753,79,3,5,691,9177,126,875,875,86,86,2,752,752,0,1084,2804
Ec-15_004350.1,EsuBft46_15a-00001,0.01513,0.111,0.1363,2,95946,781,814,25,1,8,793,9742,1,814,814,100,100,1,806,806,0,1602,4148
Ec-15_004370.1,EsuBft46_19a-00001,0.06269,0.09584,0.6541,10,79636,219,275,47,4,9,232,8436,1,270,399,81,68,1,271,448,2.0399999999999998e-122,366,940
Ec-15_004390.1,EsuBft46_20a-00001,0.0652,0.1301,0.501,9,92308,180,195,15,0,0,184,9436,395,589,589,59,33,328,522,522,3.08e-95,305,782
Ec-15_004420.1,EsuBft46_23a-00001,0.04514,0.2271,0.1988,3,87433,327,374,37,4,10,333,8904,1,368,1087,34,34,1,370,409,6.129999999999999e-175,523,1346
Ec-15_004430.1,EsuBft46_26a-00001,0.02133,0.06056,0.3522,7,93548,203,217,10,1,4,207,9539,1,213,213,100,100,1,217,217,4.19e-146,410,1053
Ec-15_004440.1,EsuBft46_27a-00001,0.01392,0.1263,0.1102,2,9702,293,302,9,0,0,297,9834,1,302,302,100,100,1,302,302,0,599,1545
Ec-15_004450.1,EsuBft46_28a-00001,0,0.09567,0,1,100,147,147,0,0,0,147,100,1,147,147,100,100,1,147,147,2.1e-100,286,732
Ec-15_004490.1,EsuBft141_29a-00001,0.04404,0.1266,0.348,6,92383,849,919,70,0,0,872,9489,17,935,935,98,98,43,961,961,0,1735,4493
Ec-15_004500.1,EsuBft141_28a-00001,0.08238,0.1989,0.4143,8,86207,200,232,29,1,3,212,9138,1,229,285,80,80,1,232,241,1.4199999999999999e-145,412,1060
Ec-15_004510.1,EsuBft141_27a-00001,0.02614,0.05862,0.4459,8,94702,286,302,16,0,0,290,9603,22,323,323,93,93,21,322,322,0,532,1371
Ec-15_004550.1,EsuBft141_21a-00001,0.03296,0.1292,0.2552,4,93684,445,475,30,0,0,457,9621,2,476,476,99,99,7,481,481,0,724,1870
Ec-15_004560.1,EsuBft141_19a-00001,0.05563,0.141,0.3946,7,86,688,800,90,4,22,706,8825,9,806,806,99,99,1,780,780,0,1164,3012
Ec-15_004590.1,EsuBft141_15a-00001,0.0361,0.1942,0.1859,3,93472,945,1011,51,4,15,961,9505,121,1131,1552,89,65,1,996,1455,0,1722,4461
Ec-15_004610.1,EsuBft141_14a-00001,0.05772,0.1081,0.5339,9,87463,879,1005,107,6,19,905,9005,1,995,1325,75,75,1,996,1050,0,1348,3489
Ec-15_004630.1,EsuBft141_12a-00001,0.006634,0.08354,0.07942,1,98658,147,149,2,0,0,148,9933,1,149,149,100,100,1,149,149,7.000000000000001e-110,308,788
Ec-15_004640.1,EsuBft141_11a-00001,0.034,0.116,0.2932,5,79898,469,587,55,7,63,486,8279,1,542,542,100,100,1,569,569,6.670000000000001e-178,518,1333
Ec-15_004650.1,EsuBft141_10a-00001,0.02184,0.05364,0.4072,8,95098,97,102,5,0,0,99,9706,1,102,102,100,100,1,102,102,1.99e-67,202,513
Ec-15_004700.1,EsuBft2639_2a-00001,0.03967,0.1846,0.215,4,94949,188,198,10,0,0,193,9747,6,203,205,97,97,4,201,254,3.37e-138,391,1004
Ec-15_004750.1,EsuBft1052_4a-00001,0.01333,0.08903,0.1498,2,91848,338,368,12,1,18,342,9293,109,476,581,63,63,1,350,352,0,696,1795
Ec-15_004820.1,EsuBft1417_10a-00001,0.03137,0.133,0.2358,4,92775,321,346,22,2,3,326,9422,288,632,632,55,55,1,344,344,0,654,1688
Ec-15_004880.1,EsuBft1411_3a-00001,0.01449,0.09771,0.1483,2,96491,55,57,2,0,0,56,9825,1,57,57,100,100,1,57,57,5.87e-33,111,278
Ec-15_004890.1,EsuBft1411_4a-00001,0.009497,0.1062,0.08938,1,97884,185,189,4,0,0,185,9788,1,189,189,100,100,1,189,189,1.87e-132,373,958
Ec-15_004940.1,EsuBft1299_8a-00001,0.001571,0.1517,0.01036,1,99297,424,427,1,1,2,424,993,1,425,425,100,100,1,427,427,0,869,2245
Ec-15_004970.1,EsuBft1299_6a-00001,0.1019,0.3319,0.3072,6,99682,313,314,1,0,0,313,9968,141,454,571,55,55,11,324,388,0,646,1666
Ec-15_004975.1,EsuBft1299_4a-00001,0.01864,0.08606,0.2166,4,95,133,140,5,1,2,135,9643,1,138,138,100,100,1,140,140,1.24e-89,261,666
Ec-16_000010.2,EsuBft57_25a-00001,0.03805,0.1259,0.3022,5,88812,516,581,56,5,9,528,9088,1,578,994,58,58,1,575,576,0,694,1790
Ec-16_000030.1,EsuBft57_24a-00001,0.02885,0.09066,0.3182,6,91365,1111,1216,76,6,29,1133,9317,1,1196,1196,100,100,1,1207,1207,0,2083,5398
Ec-16_000040.1,EsuBft57_23a-00001,0.02656,0.1086,0.2445,4,91868,1254,1365,88,9,23,1278,9363,1,1357,1382,98,98,1,1350,1372,0,2125,5507
Ec-16_000050.1,EsuBft57_21a-00001,0.1285,0.4244,0.3028,5,100,45,45,0,0,0,45,100,686,730,961,5,5,1,45,65,7.5e-23,951,235
Ec-16_000070.1,EsuBft57_20a-00001,0.03556,0.08723,0.4076,8,77616,267,344,18,2,59,273,7936,149,442,442,67,67,1,335,335,0,519,1336
Ec-16_000080.1,EsuBft57_19a-00001,0.02689,0.1007,0.267,5,9372,194,207,12,1,1,197,9517,1,207,207,100,100,15,220,220,1.19e-133,378,971
Ec-16_000090.1,EsuBft57_18a-00001,0.05149,0.1103,0.4668,9,86641,1777,2051,205,16,69,1825,8898,390,2433,2682,76,76,1,1989,2001,0,2892,7498
Ec-16_000120.1,EsuBft57_16a-00001,0.2142,0.4178,0.5127,9,75958,218,287,56,3,13,227,7909,1,286,380,75,75,1,275,328,3.5799999999999996e-142,411,1057
Ec-16_000130.1,EsuBft57_15a-00001,0.01731,0.07202,0.2404,4,93056,603,648,41,2,4,615,9491,1,645,645,100,100,1,647,647,0,1130,2923
Ec-16_000240.1,EsuBft57_4a-00001,0.02119,0.1242,0.1707,3,9571,357,373,16,0,0,365,9786,1,373,373,100,100,1,373,373,0,650,1678
Ec-16_000260.1,EsuBft57_3a-00001,0.01083,0.07682,0.141,2,97993,293,299,6,0,0,294,9833,1,299,299,100,100,1,299,299,0,610,1574
Ec-16_000270.1,EsuBft57_2a-00001,0.02428,0.09927,0.2446,4,93931,650,692,35,3,7,660,9538,272,960,960,72,72,269,956,956,0,1224,3167
Ec-16_000280.1,EsuBft2384_3a-00001,0.0452,0.0857,0.5274,9,9099,1020,1121,95,3,6,1049,9358,105,1219,1219,91,91,12,1132,1132,0,1750,4532
Ec-16_000310.1,EsuBft1148_2a-00001,0.1419,0.3358,0.4224,8,94708,340,359,15,1,4,345,961,1,355,587,60,60,1,359,456,0,671,1730
Ec-16_000320.1,EsuBft1148_6a-00001,0.1105,0.3074,0.3596,7,9375,75,80,5,0,0,78,975,10,89,165,48,48,33,112,121,1.37e-49,160,404
Ec-16_000370.1,EsuBft341_3a-00001,0.04619,0.09563,0.483,9,87538,871,995,102,8,22,897,9015,1,980,980,100,100,1,988,988,0,1233,3189
Ec-16_000390.1,EsuBft341_4a-00001,0.06951,0.122,0.5697,10,80263,61,76,13,1,2,64,8421,216,289,289,26,26,1,76,76,4.900000000000001e-16,736,179
Ec-16_000410.1,EsuBft341_5a-00001,0.04374,0.1069,0.4093,8,84884,438,516,66,6,12,453,8779,1,512,794,64,64,1,508,798,0,649,1675
Ec-16_000480.1,EsuBft161_11a-00001,0.009807,0.05628,0.1742,3,97744,130,133,3,0,0,132,9925,1,133,133,100,100,1,133,133,8.22e-93,268,686
Ec-16_000490.1,EsuBft161_10a-00001,0.04852,0.1435,0.3381,6,91892,238,259,18,1,3,245,9459,62,317,317,81,81,12,270,270,3.41e-171,480,1235
Ec-16_000500.2,EsuBft1847_2a-00001,0.02898,0.04273,0.6782,10,9403,252,268,16,0,0,257,959,1,268,268,100,100,277,544,544,0,520,1340
Ec-16_000510.1,EsuBft1847_3a-00001,0.06895,0.2176,0.3169,6,94019,503,535,31,1,1,512,957,1,535,780,69,69,1,534,596,0,978,2529
Ec-16_000520.1,EsuBft2049_2a-00001,0.03124,0.09482,0.3294,6,92867,677,729,49,2,3,695,9534,1,729,729,100,100,18,743,743,0,1164,3012
Ec-16_000530.1,EsuBft241_10a-00001,0.0308,0.09008,0.3419,6,79991,1759,2199,145,15,295,1806,8213,957,3096,6346,94,34,806,2768,5811,0,3101,8039
Ec-16_000540.1,EsuBft241_9a-00001,0.0115,0.05753,0.1999,3,92165,447,485,10,2,28,452,932,291,756,756,62,62,1,476,476,0,896,2315
Ec-16_000550.1,EsuBft241_8a-00001,0.02168,0.09137,0.2373,4,95484,740,775,33,2,2,748,9652,1,774,885,87,87,1,774,885,0,1241,3211
Ec-16_000620.1,EsuBft200_28a-00001,0.01956,0.1151,0.17,3,95911,774,807,31,1,2,781,9678,1,807,807,100,100,1,805,805,0,1562,4044
Ec-16_000625.1,EsuBft200_26a-00001,0.01579,0.0686,0.2301,4,96019,796,829,26,1,7,805,971,1,822,822,100,100,1,829,829,0,1610,4168
Ec-16_000630.1,EsuBft200_25a-00001,0.003708,0.0217,0.1709,3,99242,131,132,1,0,0,132,100,24,155,219,60,60,1,132,133,2.13e-92,271,693
Ec-16_000650.1,EsuBft200_23a-00001,0.02527,0.1503,0.1681,3,94737,162,171,5,1,4,166,9708,281,451,627,27,27,2,168,180,3.2e-106,320,820
Ec-16_000660.1,EsuBft200_22a-00001,0.003959,0.08914,0.04441,1,98763,479,485,4,2,2,481,9918,1,485,485,100,100,60,542,542,0,907,2343
Ec-16_000680.1,EsuBft427_16a-00001,0.1577,0.3904,0.4039,7,79452,58,73,11,1,4,61,8356,1,73,74,99,99,101,169,195,6.090000000000001e-35,121,304
Ec-16_000700.1,EsuBft200_16a-00001,0.001864,0.06711,0.02777,1,91525,216,236,1,1,19,217,9195,454,670,673,32,32,2,237,239,2.0700000000000002e-151,442,1137
Ec-16_000720.1,EsuBft200_12a-00001,0.006536,0.06417,0.1019,2,98597,703,713,10,0,0,707,9916,99,811,811,88,88,1,713,713,0,1471,3809
Ec-16_000730.1,EsuBft200_10a-00001,0.1113,0.2952,0.377,7,89286,50,56,6,0,0,52,9286,872,927,1015,6,6,1,56,68,2.3400000000000003e-25,105,261
Ec-16_000740.1,EsuBft200_9a-00001,0.008009,0.08319,0.09628,1,97938,285,291,6,0,0,288,9897,1,291,291,100,100,95,385,385,0,582,1501
Ec-16_000760.1,EsuBft200_8a-00001,0.03276,0.07202,0.455,8,92536,781,844,58,3,5,803,9514,1,844,844,100,100,1,839,839,0,1379,3569
Ec-16_000770.1,EsuBft200_7a-00001,0.02675,0.09233,0.2897,5,93761,1097,1170,67,3,6,1122,959,1,1168,1168,100,100,1,1166,1166,0,2183,5656
Ec-16_000800.1,EsuBft200_6a-00001,0.02807,0.08899,0.3155,6,92715,1349,1455,94,6,12,1373,9436,1,1452,1452,100,100,1,1446,1446,0,2451,6352
Ec-16_000810.1,EsuBft200_5a-00001,0.0389,0.05471,0.711,10,92276,227,246,19,0,0,231,939,1,246,547,45,45,1,246,249,5.42e-142,414,1064
Ec-16_000820.1,EsuBft200_4a-00001,0.01018,0.1014,0.1004,1,97151,341,351,6,1,4,343,9772,1,347,347,100,100,1,351,351,0,696,1796
Ec-16_000830.1,EsuBft200_2a-00001,0.005892,0.103,0.05722,1,9798,97,99,1,1,1,98,9899,1,99,99,100,100,232,329,329,1.8099999999999999e-62,197,500
Ec-16_000840.1,EsuBft579_11a-00001,0.02864,0.08333,0.3437,6,89066,725,814,52,4,37,731,898,120,931,931,87,87,8,786,786,0,1141,2952
Ec-16_001000.1,EsuBft579_6a-00001,0.006757,0.1102,0.06132,1,98592,770,781,11,0,0,775,9923,1,781,781,100,100,1,781,781,0,1591,4119
Ec-16_001010.1,EsuBft579_4a-00001,0.0303,0.07357,0.4118,8,93655,369,394,25,0,0,377,9569,649,1042,1042,38,38,1,394,394,0,548,1413
Ec-16_001020.1,EsuBft579_3a-00001,0.005415,0.04499,0.1204,2,98667,74,75,1,0,0,75,100,47,121,121,62,62,1,75,75,3.35e-47,150,380
Ec-16_001030.1,EsuBft579_2a-00001,0.03469,0.1084,0.32,6,90335,916,1014,69,7,29,933,9201,860,1864,1864,80,54,955,1948,1948,0,1340,3468
Ec-16_001150.1,EsuBft1521_3a-00001,0.0155,0.1265,0.1225,2,92628,578,624,14,4,32,583,9343,540,1163,1221,72,51,377,968,1085,0,1051,2717
Ec-16_001160.1,EsuBft1575_6a-00001,0.01556,0.09843,0.1581,2,91389,329,360,4,2,27,332,9222,133,465,534,75,62,17,376,506,0,671,1731
Ec-16_001170.1,EsuBft1575_4a-00001,0.01725,0.07401,0.2331,4,9645,326,338,12,0,0,331,9793,1,338,338,100,100,1,338,338,0,665,1717
Ec-16_001180.1,EsuBft1575_3a-00001,0.03487,0.07939,0.4392,8,93258,166,178,12,0,0,171,9607,1,178,178,100,100,20,197,197,2.74e-114,327,838
Ec-16_001190.1,EsuBft1575_2a-00001,0.02751,0.09217,0.2984,5,93113,338,363,23,1,2,347,9559,1,363,363,100,100,1,361,361,0,600,1548
Ec-16_001220.1,EsuBft175_6a-00001,0.0233,0.09042,0.2577,5,90356,431,477,29,3,17,437,9161,1,474,621,100,76,1,463,724,0,783,2021
Ec-16_001250.1,EsuBft175_9a-00001,0.02089,0.1402,0.149,2,93333,602,645,23,3,20,610,9457,31,657,740,85,85,3,645,646,0,1125,2911
Ec-16_001270.1,EsuBft175_10a-00001,0.04299,0.07723,0.5566,9,90717,860,948,82,3,6,883,9314,13,954,1668,99,56,304,1251,2070,0,1507,3901
Ec-16_001300.1,EsuBft175_13a-00001,0.007255,0.1032,0.07029,1,97907,421,430,7,1,2,424,986,1,430,430,100,100,1,428,428,0,843,2177
Ec-16_001390.1,EsuBft175_20a-00001,0.02653,0.1343,0.1975,3,94709,358,378,20,0,0,370,9788,1,378,378,100,100,1,378,378,0,716,1849
Ec-16_001430.1,EsuBft1160_3a-00001,0.06994,0.07573,0.9236,10,81831,599,732,116,4,17,626,8552,1,720,720,100,100,1,727,727,0,959,2479
Ec-16_001440.1,EsuBft1160_4a-00001,0.09997,0.2459,0.4066,8,79827,645,808,67,7,96,662,8193,538,1307,1743,44,44,156,905,1314,0,1028,2659
Ec-16_001460.1,EsuBft1160_8a-00001,0,0.06444,0,1,100,166,166,0,0,0,166,100,1,166,166,100,100,1,166,166,2.38e-116,330,847
Ec-16_001470.1,EsuBft1160_9a-00001,0.04486,0.1102,0.4071,8,91339,812,889,68,3,9,828,9314,1,883,883,100,100,1,886,886,0,1561,4043
Ec-16_001490.1,EsuBft893_4a-00001,0.0373,0.11,0.3391,6,86092,879,1021,102,8,40,902,8834,790,1789,1789,56,56,4,1005,1005,0,1404,3635
Ec-16_001500.1,EsuBft927_10a-00001,0.07049,0.1658,0.4252,8,82424,136,165,24,2,5,139,8424,418,582,1158,24,14,1,160,385,1.7e-72,248,634
Ec-16_001510.1,EsuBft927_11a-00001,0.04722,0.1566,0.3016,5,8662,492,568,25,8,51,498,8768,578,1119,1162,47,47,9,551,803,0,827,2136
Ec-16_001520.1,EsuBft927_12a-00001,0,0.1886,0,1,100,116,116,0,0,0,116,100,1,116,116,100,100,1,116,116,8.62e-81,236,603
Ec-16_001540.1,EsuBft999_3a-00001,0.03416,0.1313,0.2601,5,95062,77,81,4,0,0,79,9753,1,81,92,88,88,1,81,92,5.27e-49,154,390
Ec-16_001550.1,EsuBft999_2a-00001,0.02787,0.1198,0.2326,4,96287,389,404,15,0,0,392,9703,1,404,414,98,98,1,404,502,0,791,2044
Ec-16_001640.1,EsuBft693_3a-00001,0.02305,0.09776,0.2358,4,92797,1108,1194,43,3,43,1118,9363,269,1428,1428,98,81,1905,3089,3089,0,1827,4733
Ec-16_001650.1,EsuBft693_5a-00001,0.06639,0.1965,0.3378,6,88835,1655,1863,121,13,87,1681,9023,457,2257,3832,57,47,390,2227,2494,0,2515,6519
Ec-16_001660.1,EsuBft693_6a-00001,0.003212,0.08346,0.03849,1,99225,128,129,1,0,0,129,100,1,129,129,100,100,1,129,129,1.43e-89,259,663
Ec-16_001670.1,EsuBft693_7a-00001,0.02386,0.04805,0.4966,9,95362,329,345,16,0,0,335,971,1,345,345,100,100,1,345,345,0,668,1723
Ec-16_001710.1,EsuBft1044_8a-00001,0.006304,0.07178,0.08782,1,98857,346,350,4,0,0,348,9943,1,350,350,100,100,1,350,350,0,721,1862
Ec-16_001740.1,EsuBft1044_5a-00001,0.1097,0.3089,0.3552,7,93989,172,183,11,0,0,175,9563,65,247,561,33,33,34,216,222,5e-104,311,798
Ec-16_001760.1,EsuBft293_19a-00001,0.008926,0.1146,0.07789,1,98126,419,427,8,0,0,424,993,1,427,427,100,100,1,427,427,0,835,2158
Ec-16_001810.1,EsuBft293_14a-00001,0.009357,0.1228,0.07617,1,91406,468,512,11,1,33,475,9277,1,479,479,100,100,75,586,586,0,954,2465
Ec-16_001820.1,EsuBft293_12a-00001,0.03843,0.1159,0.3317,6,90418,368,407,32,2,7,377,9263,1,401,401,100,100,1,406,406,0,541,1394
Ec-16_001850.1,EsuBft293_8a-00001,0.01787,0.02715,0.6582,10,96218,229,238,9,0,0,235,9874,1,238,238,100,100,20,257,257,2.16e-167,466,1199
Ec-16_001890.1,EsuBft293_6a-00001,0.002986,0.06985,0.04275,1,99408,168,169,1,0,0,168,9941,80,248,248,68,68,1,169,169,1.86e-117,337,864
