Orthogroup	Fd_tasm	Fs_tasm	Laminaria-digitata_MALE_proteins	Saccorhiza-polyschides_MALE_proteins
OG0058013		ser_TRINITY_DN3568_c0_g1.p3		
OG0058014		ser_TRINITY_DN3568_c0_g1.p7		
OG0058015		ser_TRINITY_DN3568_c0_g1.p8		
OG0058016		ser_TRINITY_DN3568_c0_g2.p3		
OG0058017		ser_TRINITY_DN3568_c0_g2.p4		
OG0058018		ser_TRINITY_DN3568_c0_g3.p2		
OG0058019		ser_TRINITY_DN35693_c0_g1.p2		
OG0058020		ser_TRINITY_DN35696_c0_g1.p3		
OG0058021		ser_TRINITY_DN35699_c0_g1.p1		
OG0058022		ser_TRINITY_DN35708_c0_g2.p1		
OG0058023		ser_TRINITY_DN35708_c0_g2.p2		
OG0058024		ser_TRINITY_DN3570_c0_g2.p1		
OG0058025		ser_TRINITY_DN35712_c0_g1.p1		
OG0058026		ser_TRINITY_DN35712_c0_g1.p2		
OG0058027		ser_TRINITY_DN35712_c0_g1.p3		
OG0058028		ser_TRINITY_DN35721_c0_g1.p3		
OG0058029		ser_TRINITY_DN35721_c0_g2.p1		
OG0058030		ser_TRINITY_DN35723_c0_g1.p2		
OG0058031		ser_TRINITY_DN35729_c0_g1.p1		
OG0058032		ser_TRINITY_DN35737_c0_g1.p2		
OG0058033		ser_TRINITY_DN35737_c0_g1.p3		
OG0058034		ser_TRINITY_DN3573_c0_g1.p3		
OG0058035		ser_TRINITY_DN35743_c0_g2.p1		
OG0058036		ser_TRINITY_DN3574_c0_g2.p1		
OG0058037		ser_TRINITY_DN35750_c0_g1.p3		
OG0058038		ser_TRINITY_DN35753_c0_g1.p1		
OG0058039		ser_TRINITY_DN35760_c0_g1.p2		
OG0058040		ser_TRINITY_DN35763_c0_g1.p1		
OG0058041		ser_TRINITY_DN35763_c0_g1.p2		
OG0058042		ser_TRINITY_DN35764_c0_g1.p1		
OG0058043		ser_TRINITY_DN35774_c0_g1.p2		
OG0058044		ser_TRINITY_DN35774_c0_g1.p3		
OG0058045		ser_TRINITY_DN3577_c0_g3.p1		
OG0058046		ser_TRINITY_DN3577_c0_g3.p2		
OG0058047		ser_TRINITY_DN3578_c0_g1.p2		
OG0058048		ser_TRINITY_DN35790_c0_g1.p1		
OG0058049		ser_TRINITY_DN35797_c0_g1.p1		
OG0058050		ser_TRINITY_DN35797_c0_g1.p2		
OG0058051		ser_TRINITY_DN3579_c0_g2.p1		
OG0058052		ser_TRINITY_DN3579_c0_g2.p2		
OG0058053		ser_TRINITY_DN3579_c2_g1.p1		
OG0058054		ser_TRINITY_DN357_c0_g3.p2		
OG0058055		ser_TRINITY_DN35803_c0_g1.p1		
OG0058056		ser_TRINITY_DN35804_c0_g3.p1		
OG0058057		ser_TRINITY_DN35806_c0_g1.p1		
OG0058058		ser_TRINITY_DN35808_c1_g2.p1		
OG0058059		ser_TRINITY_DN35813_c0_g1.p3		
OG0058060		ser_TRINITY_DN35829_c0_g1.p3		
OG0058061		ser_TRINITY_DN3582_c0_g1.p2		
OG0058062		ser_TRINITY_DN35831_c0_g1.p3		
OG0058063		ser_TRINITY_DN35833_c0_g1.p1		
OG0058064		ser_TRINITY_DN35833_c0_g1.p2		
OG0058065		ser_TRINITY_DN35836_c0_g3.p1		
OG0058066		ser_TRINITY_DN35836_c0_g3.p2		
OG0058067		ser_TRINITY_DN3583_c0_g1.p3		
OG0058068		ser_TRINITY_DN3583_c0_g1.p6		
OG0058069		ser_TRINITY_DN3583_c0_g1.p7		
OG0058070		ser_TRINITY_DN3583_c0_g1.p8		
OG0058071		ser_TRINITY_DN3583_c0_g2.p2		
OG0058072		ser_TRINITY_DN3583_c0_g2.p3		
OG0058073		ser_TRINITY_DN3583_c0_g2.p4		
OG0058074		ser_TRINITY_DN3583_c2_g1.p1		
OG0058075		ser_TRINITY_DN3583_c2_g1.p3		
OG0058076		ser_TRINITY_DN3583_c2_g1.p4		
OG0058077		ser_TRINITY_DN35847_c0_g1.p2		
OG0058078		ser_TRINITY_DN35847_c0_g1.p4		
OG0058079		ser_TRINITY_DN3584_c0_g1.p2		
OG0058080		ser_TRINITY_DN3584_c0_g1.p3		
OG0058081		ser_TRINITY_DN35870_c0_g1.p1		
OG0058082		ser_TRINITY_DN35871_c0_g1.p1		
OG0058083		ser_TRINITY_DN35871_c0_g1.p2		
OG0058084		ser_TRINITY_DN35871_c0_g1.p3		
OG0058085		ser_TRINITY_DN35882_c0_g2.p2		
OG0058086		ser_TRINITY_DN35889_c0_g1.p1		
OG0058087		ser_TRINITY_DN35889_c0_g1.p2		
OG0058088		ser_TRINITY_DN35889_c0_g1.p3		
OG0058089		ser_TRINITY_DN3591_c0_g1.p1		
OG0058090		ser_TRINITY_DN3591_c0_g1.p2		
OG0058091		ser_TRINITY_DN35928_c0_g1.p2		
OG0058092		ser_TRINITY_DN35929_c0_g1.p1		
OG0058093		ser_TRINITY_DN35942_c0_g1.p1		
OG0058094		ser_TRINITY_DN35949_c0_g2.p2		
OG0058095		ser_TRINITY_DN35955_c0_g1.p2		
OG0058096		ser_TRINITY_DN35972_c1_g1.p1		
OG0058097		ser_TRINITY_DN35975_c0_g1.p3		
OG0058098		ser_TRINITY_DN35975_c0_g2.p2		
OG0058099		ser_TRINITY_DN3598_c0_g2.p2		
OG0058100		ser_TRINITY_DN3598_c0_g2.p5		
OG0058101		ser_TRINITY_DN359_c0_g1.p2		
OG0058102		ser_TRINITY_DN36002_c0_g1.p2		
OG0058103		ser_TRINITY_DN36007_c0_g1.p2		
OG0058104		ser_TRINITY_DN36026_c0_g1.p2		
OG0058105		ser_TRINITY_DN36038_c0_g1.p2		
OG0058106		ser_TRINITY_DN36040_c0_g1.p2		
OG0058107		ser_TRINITY_DN36049_c0_g1.p2		
OG0058108		ser_TRINITY_DN3605_c0_g1.p2		
OG0058109		ser_TRINITY_DN36060_c0_g1.p1		
OG0058110		ser_TRINITY_DN3606_c0_g3.p3		
OG0058111		ser_TRINITY_DN3606_c0_g3.p4		
OG0058112		ser_TRINITY_DN36071_c0_g1.p1		
OG0058113		ser_TRINITY_DN36071_c0_g1.p3		
OG0058114		ser_TRINITY_DN36090_c0_g1.p2		
OG0058115		ser_TRINITY_DN36090_c0_g1.p3		
OG0058116		ser_TRINITY_DN36103_c0_g1.p1		
OG0058117		ser_TRINITY_DN36104_c0_g1.p1		
OG0058118		ser_TRINITY_DN36104_c0_g1.p2		
OG0058119		ser_TRINITY_DN36104_c0_g1.p3		
OG0058120		ser_TRINITY_DN36118_c0_g1.p2		
OG0058121		ser_TRINITY_DN36121_c0_g1.p3		
OG0058122		ser_TRINITY_DN36124_c0_g1.p2		
OG0058123		ser_TRINITY_DN36124_c0_g1.p3		
OG0058124		ser_TRINITY_DN36126_c0_g1.p2		
OG0058125		ser_TRINITY_DN36126_c0_g1.p3		
OG0058126		ser_TRINITY_DN36126_c0_g1.p4		
OG0058127		ser_TRINITY_DN3612_c0_g1.p1		
OG0058128		ser_TRINITY_DN3612_c0_g1.p2		
OG0058129		ser_TRINITY_DN36131_c0_g1.p2		
OG0058130		ser_TRINITY_DN36135_c0_g1.p1		
OG0058131		ser_TRINITY_DN36142_c2_g1.p2		
OG0058132		ser_TRINITY_DN36144_c0_g1.p1		
OG0058133		ser_TRINITY_DN36145_c0_g1.p3		
OG0058134		ser_TRINITY_DN3615_c0_g1.p1		
OG0058135		ser_TRINITY_DN3615_c0_g1.p2		
OG0058136		ser_TRINITY_DN36172_c0_g2.p3		
OG0058137		ser_TRINITY_DN36174_c0_g1.p1		
OG0058138		ser_TRINITY_DN36174_c0_g1.p2		
OG0058139		ser_TRINITY_DN36174_c0_g1.p3		
OG0058140		ser_TRINITY_DN3617_c0_g2.p2		
OG0058141		ser_TRINITY_DN36180_c0_g1.p1		
OG0058142		ser_TRINITY_DN36180_c0_g1.p2		
OG0058143		ser_TRINITY_DN36180_c0_g1.p3		
OG0058144		ser_TRINITY_DN36180_c0_g1.p4		
OG0058145		ser_TRINITY_DN36200_c0_g1.p1		
OG0058146		ser_TRINITY_DN36206_c0_g1.p1		
OG0058147		ser_TRINITY_DN36206_c0_g1.p2		
OG0058148		ser_TRINITY_DN36206_c0_g1.p3		
OG0058149		ser_TRINITY_DN36206_c0_g1.p4		
OG0058150		ser_TRINITY_DN36215_c1_g1.p2		
OG0058151		ser_TRINITY_DN3621_c0_g1.p2		
OG0058152		ser_TRINITY_DN36220_c0_g1.p2		
OG0058153		ser_TRINITY_DN36225_c0_g1.p1		
OG0058154		ser_TRINITY_DN3622_c0_g1.p2		
OG0058155		ser_TRINITY_DN36239_c0_g2.p2		
OG0058156		ser_TRINITY_DN36242_c0_g4.p2		
OG0058157		ser_TRINITY_DN36244_c0_g1.p1		
OG0058158		ser_TRINITY_DN3624_c0_g1.p1		
OG0058159		ser_TRINITY_DN3624_c0_g1.p2		
OG0058160		ser_TRINITY_DN3624_c0_g1.p3		
OG0058161		ser_TRINITY_DN36253_c0_g1.p2		
OG0058162		ser_TRINITY_DN36253_c0_g1.p3		
OG0058163		ser_TRINITY_DN3626_c0_g1.p1		
OG0058164		ser_TRINITY_DN3626_c0_g1.p2		
OG0058165		ser_TRINITY_DN3629_c0_g1.p2		
OG0058166		ser_TRINITY_DN3629_c0_g1.p3		
OG0058167		ser_TRINITY_DN36301_c0_g1.p2		
OG0058168		ser_TRINITY_DN36303_c0_g1.p1		
OG0058169		ser_TRINITY_DN36307_c0_g1.p2		
OG0058170		ser_TRINITY_DN36331_c0_g2.p1		
OG0058171		ser_TRINITY_DN36334_c0_g2.p1		
OG0058172		ser_TRINITY_DN3633_c0_g1.p3		
OG0058173		ser_TRINITY_DN3633_c0_g1.p4		
OG0058174		ser_TRINITY_DN3634_c0_g1.p1		
OG0058175		ser_TRINITY_DN36359_c0_g1.p4		
OG0058176		ser_TRINITY_DN36359_c0_g1.p5		
OG0058177		ser_TRINITY_DN36359_c0_g1.p6		
OG0058178		ser_TRINITY_DN36359_c0_g2.p2		
OG0058179		ser_TRINITY_DN36359_c0_g2.p3		
OG0058180		ser_TRINITY_DN36359_c0_g3.p1		
OG0058181		ser_TRINITY_DN3635_c0_g1.p1		
OG0058182		ser_TRINITY_DN3635_c0_g1.p2		
OG0058183		ser_TRINITY_DN3639_c0_g1.p2		
OG0058184		ser_TRINITY_DN3639_c0_g1.p3		
OG0058185		ser_TRINITY_DN3639_c0_g1.p4		
OG0058186		ser_TRINITY_DN3639_c0_g1.p5		
OG0058187		ser_TRINITY_DN363_c0_g2.p1		
OG0058188		ser_TRINITY_DN363_c0_g2.p2		
OG0058189		ser_TRINITY_DN363_c0_g3.p12		
OG0058190		ser_TRINITY_DN3640_c0_g2.p2		
OG0058191		ser_TRINITY_DN36412_c0_g2.p1		
OG0058192		ser_TRINITY_DN36413_c0_g1.p3		
OG0058193		ser_TRINITY_DN36413_c0_g3.p3		
OG0058194		ser_TRINITY_DN36426_c0_g2.p1		
OG0058195		ser_TRINITY_DN36449_c0_g1.p2		
OG0058196		ser_TRINITY_DN36449_c0_g1.p3		
OG0058197		ser_TRINITY_DN36449_c0_g1.p5		
OG0058198		ser_TRINITY_DN36450_c0_g1.p2		
OG0058199		ser_TRINITY_DN36450_c1_g1.p2		
OG0058200		ser_TRINITY_DN36450_c1_g1.p3		
OG0058201		ser_TRINITY_DN3646_c0_g1.p1		
OG0058202		ser_TRINITY_DN36479_c0_g1.p2		
OG0058203		ser_TRINITY_DN36532_c0_g1.p2		
OG0058204		ser_TRINITY_DN36535_c0_g1.p1		
OG0058205		ser_TRINITY_DN36537_c0_g1.p1		
OG0058206		ser_TRINITY_DN36537_c0_g1.p2		
OG0058207		ser_TRINITY_DN36537_c0_g1.p3		
OG0058208		ser_TRINITY_DN3655_c0_g2.p1		
OG0058209		ser_TRINITY_DN3655_c2_g1.p1		
OG0058210		ser_TRINITY_DN36572_c0_g1.p2		
OG0058211		ser_TRINITY_DN3658_c0_g1.p1		
OG0058212		ser_TRINITY_DN36597_c0_g1.p2		
OG0058213		ser_TRINITY_DN3659_c0_g1.p1		
OG0058214		ser_TRINITY_DN3659_c0_g3.p4		
OG0058215		ser_TRINITY_DN365_c0_g1.p1		
OG0058216		ser_TRINITY_DN36608_c0_g1.p1		
OG0058217		ser_TRINITY_DN36608_c0_g1.p2		
OG0058218		ser_TRINITY_DN3661_c0_g1.p1		
OG0058219		ser_TRINITY_DN3662_c0_g1.p2		
OG0058220		ser_TRINITY_DN3662_c0_g2.p3		
OG0058221		ser_TRINITY_DN3662_c0_g3.p3		
OG0058222		ser_TRINITY_DN3662_c0_g3.p4		
OG0058223		ser_TRINITY_DN3662_c2_g1.p1		
OG0058224		ser_TRINITY_DN36631_c0_g1.p2		
OG0058225		ser_TRINITY_DN3663_c0_g1.p2		
OG0058226		ser_TRINITY_DN3663_c0_g1.p3		
OG0058227		ser_TRINITY_DN36640_c0_g1.p1		
OG0058228		ser_TRINITY_DN36645_c0_g2.p2		
OG0058229		ser_TRINITY_DN36645_c0_g2.p3		
OG0058230		ser_TRINITY_DN36649_c0_g1.p1		
OG0058231		ser_TRINITY_DN36649_c0_g1.p2		
OG0058232		ser_TRINITY_DN3665_c0_g1.p3		
OG0058233		ser_TRINITY_DN3665_c0_g1.p4		
OG0058234		ser_TRINITY_DN36660_c0_g1.p2		
OG0058235		ser_TRINITY_DN3666_c0_g1.p3		
OG0058236		ser_TRINITY_DN36681_c0_g1.p1		
OG0058237		ser_TRINITY_DN36685_c0_g1.p1		
OG0058238		ser_TRINITY_DN36685_c0_g1.p2		
OG0058239		ser_TRINITY_DN36696_c0_g1.p1		
OG0058240		ser_TRINITY_DN36696_c0_g1.p2		
OG0058241		ser_TRINITY_DN366_c0_g1.p3		
OG0058242		ser_TRINITY_DN36702_c0_g1.p2		
OG0058243		ser_TRINITY_DN3670_c0_g1.p2		
OG0058244		ser_TRINITY_DN3670_c0_g2.p3		
OG0058245		ser_TRINITY_DN3670_c0_g2.p4		
OG0058246		ser_TRINITY_DN36721_c0_g2.p1		
OG0058247		ser_TRINITY_DN3673_c4_g2.p2		
OG0058248		ser_TRINITY_DN36749_c0_g2.p3		
OG0058249		ser_TRINITY_DN36749_c0_g2.p5		
OG0058250		ser_TRINITY_DN36755_c0_g2.p2		
OG0058251		ser_TRINITY_DN3675_c0_g2.p2		
OG0058252		ser_TRINITY_DN3675_c0_g2.p3		
OG0058253		ser_TRINITY_DN3675_c0_g2.p4		
OG0058254		ser_TRINITY_DN36761_c0_g1.p3		
OG0058255		ser_TRINITY_DN36763_c0_g1.p1		
OG0058256		ser_TRINITY_DN36763_c0_g1.p2		
OG0058257		ser_TRINITY_DN36763_c0_g1.p3		
OG0058258		ser_TRINITY_DN36765_c0_g1.p1		
OG0058259		ser_TRINITY_DN36765_c0_g1.p2		
OG0058260		ser_TRINITY_DN36765_c0_g1.p3		
OG0058261		ser_TRINITY_DN36767_c0_g1.p1		
OG0058262		ser_TRINITY_DN36767_c0_g1.p2		
OG0058263		ser_TRINITY_DN36767_c0_g1.p3		
OG0058264		ser_TRINITY_DN3676_c1_g1.p1		
OG0058265		ser_TRINITY_DN3676_c1_g1.p2		
OG0058266		ser_TRINITY_DN36793_c0_g1.p1		
OG0058267		ser_TRINITY_DN36793_c0_g1.p2		
OG0058268		ser_TRINITY_DN36793_c0_g1.p3		
OG0058269		ser_TRINITY_DN36793_c0_g1.p4		
OG0058270		ser_TRINITY_DN36794_c0_g1.p2		
OG0058271		ser_TRINITY_DN36799_c0_g1.p1		
OG0058272		ser_TRINITY_DN36799_c0_g1.p2		
OG0058273		ser_TRINITY_DN36799_c0_g1.p3		
OG0058274		ser_TRINITY_DN36803_c0_g1.p1		
OG0058275		ser_TRINITY_DN36804_c0_g1.p1		
OG0058276		ser_TRINITY_DN3680_c0_g1.p2		
OG0058277		ser_TRINITY_DN36811_c0_g1.p2		
OG0058278		ser_TRINITY_DN36812_c0_g1.p2		
OG0058279		ser_TRINITY_DN36823_c0_g1.p1		
OG0058280		ser_TRINITY_DN36823_c0_g2.p5		
OG0058281		ser_TRINITY_DN3682_c0_g5.p2		
OG0058282		ser_TRINITY_DN36841_c0_g1.p2		
OG0058283		ser_TRINITY_DN36845_c0_g1.p2		
OG0058284		ser_TRINITY_DN36845_c0_g2.p3		
OG0058285		ser_TRINITY_DN36860_c1_g1.p4		
OG0058286		ser_TRINITY_DN36860_c1_g3.p2		
OG0058287		ser_TRINITY_DN36876_c0_g1.p1		
OG0058288		ser_TRINITY_DN36879_c0_g1.p1		
OG0058289		ser_TRINITY_DN36879_c0_g1.p2		
OG0058290		ser_TRINITY_DN36889_c0_g1.p1		
OG0058291		ser_TRINITY_DN3688_c0_g1.p1		
OG0058292		ser_TRINITY_DN3690_c0_g1.p3		
OG0058293		ser_TRINITY_DN36911_c0_g1.p1		
OG0058294		ser_TRINITY_DN36912_c0_g1.p1		
OG0058295		ser_TRINITY_DN36917_c0_g2.p2		
OG0058296		ser_TRINITY_DN36917_c0_g2.p4		
OG0058297		ser_TRINITY_DN36918_c0_g1.p1		
OG0058298		ser_TRINITY_DN36920_c0_g1.p1		
OG0058299		ser_TRINITY_DN36925_c0_g1.p2		
OG0058300		ser_TRINITY_DN36925_c0_g1.p3		
OG0058301		ser_TRINITY_DN36930_c0_g2.p2		
OG0058302		ser_TRINITY_DN36932_c0_g1.p2		
OG0058303		ser_TRINITY_DN36932_c0_g1.p3		
OG0058304		ser_TRINITY_DN36932_c0_g1.p4		
OG0058305		ser_TRINITY_DN36932_c0_g1.p5		
OG0058306		ser_TRINITY_DN36946_c0_g1.p2		
OG0058307		ser_TRINITY_DN36946_c0_g1.p3		
OG0058308		ser_TRINITY_DN36950_c0_g3.p1		
OG0058309		ser_TRINITY_DN36950_c0_g3.p3		
OG0058310		ser_TRINITY_DN36951_c0_g1.p2		
OG0058311		ser_TRINITY_DN36952_c1_g1.p1		
OG0058312		ser_TRINITY_DN36956_c0_g1.p3		
OG0058313		ser_TRINITY_DN36958_c0_g1.p1		
OG0058314		ser_TRINITY_DN36964_c0_g1.p1		
OG0058315		ser_TRINITY_DN36964_c0_g1.p2		
OG0058316		ser_TRINITY_DN3696_c1_g1.p1		
OG0058317		ser_TRINITY_DN36979_c0_g1.p3		
OG0058318		ser_TRINITY_DN36979_c0_g1.p4		
OG0058319		ser_TRINITY_DN36986_c0_g2.p1		
OG0058320		ser_TRINITY_DN36994_c0_g1.p3		
OG0058321		ser_TRINITY_DN3699_c0_g1.p3		
OG0058322		ser_TRINITY_DN3699_c1_g1.p4		
OG0058323		ser_TRINITY_DN37000_c0_g2.p2		
OG0058324		ser_TRINITY_DN37013_c0_g1.p2		
OG0058325		ser_TRINITY_DN37017_c1_g1.p1		
OG0058326		ser_TRINITY_DN3701_c0_g1.p2		
OG0058327		ser_TRINITY_DN3701_c0_g1.p4		
OG0058328		ser_TRINITY_DN37022_c0_g1.p1		
OG0058329		ser_TRINITY_DN37032_c0_g1.p1		
OG0058330		ser_TRINITY_DN37033_c0_g1.p1		
OG0058331		ser_TRINITY_DN37035_c0_g1.p1		
OG0058332		ser_TRINITY_DN37036_c1_g1.p1		
OG0058333		ser_TRINITY_DN37036_c1_g1.p2		
OG0058334		ser_TRINITY_DN37036_c1_g1.p3		
OG0058335		ser_TRINITY_DN37036_c1_g2.p2		
OG0058336		ser_TRINITY_DN3703_c0_g1.p1		
OG0058337		ser_TRINITY_DN37059_c0_g1.p2		
OG0058338		ser_TRINITY_DN37059_c0_g1.p3		
OG0058339		ser_TRINITY_DN37061_c0_g2.p2		
OG0058340		ser_TRINITY_DN37061_c0_g2.p3		
OG0058341		ser_TRINITY_DN37063_c0_g2.p2		
OG0058342		ser_TRINITY_DN37063_c0_g2.p3		
OG0058343		ser_TRINITY_DN37072_c0_g1.p1		
OG0058344		ser_TRINITY_DN37072_c0_g1.p2		
OG0058345		ser_TRINITY_DN37095_c0_g1.p2		
OG0058346		ser_TRINITY_DN3710_c0_g1.p1		
OG0058347		ser_TRINITY_DN3710_c0_g2.p1		
OG0058348		ser_TRINITY_DN3710_c0_g2.p3		
OG0058349		ser_TRINITY_DN37151_c0_g1.p2		
OG0058350		ser_TRINITY_DN37151_c0_g1.p3		
OG0058351		ser_TRINITY_DN37151_c0_g1.p4		
OG0058352		ser_TRINITY_DN37153_c1_g1.p3		
OG0058353		ser_TRINITY_DN37153_c2_g1.p2		
OG0058354		ser_TRINITY_DN37155_c0_g1.p2		
OG0058355		ser_TRINITY_DN37169_c0_g1.p1		
OG0058356		ser_TRINITY_DN37170_c0_g4.p1		
OG0058357		ser_TRINITY_DN37170_c0_g4.p2		
OG0058358		ser_TRINITY_DN37176_c0_g1.p2		
OG0058359		ser_TRINITY_DN37183_c0_g1.p2		
OG0058360		ser_TRINITY_DN37186_c0_g3.p2		
OG0058361		ser_TRINITY_DN37190_c0_g1.p1		
OG0058362		ser_TRINITY_DN37202_c0_g1.p1		
OG0058363		ser_TRINITY_DN37202_c0_g1.p3		
OG0058364		ser_TRINITY_DN3720_c0_g2.p1		
OG0058365		ser_TRINITY_DN3720_c0_g2.p2		
OG0058366		ser_TRINITY_DN3720_c0_g2.p3		
OG0058367		ser_TRINITY_DN3721_c0_g2.p1		
OG0058368		ser_TRINITY_DN37221_c0_g1.p2		
OG0058369		ser_TRINITY_DN3722_c0_g4.p3		
OG0058370		ser_TRINITY_DN37235_c0_g1.p1		
OG0058371		ser_TRINITY_DN37235_c0_g1.p2		
OG0058372		ser_TRINITY_DN37235_c0_g1.p3		
OG0058373		ser_TRINITY_DN37240_c0_g1.p1		
OG0058374		ser_TRINITY_DN37240_c0_g1.p2		
OG0058375		ser_TRINITY_DN37244_c0_g2.p2		
OG0058376		ser_TRINITY_DN37249_c0_g1.p1		
OG0058377		ser_TRINITY_DN3724_c0_g1.p2		
OG0058378		ser_TRINITY_DN3724_c0_g2.p3		
OG0058379		ser_TRINITY_DN3724_c0_g2.p4		
OG0058380		ser_TRINITY_DN37252_c0_g1.p3		
OG0058381		ser_TRINITY_DN37252_c0_g2.p2		
OG0058382		ser_TRINITY_DN3725_c0_g1.p2		
OG0058383		ser_TRINITY_DN37260_c0_g1.p3		
OG0058384		ser_TRINITY_DN37260_c0_g1.p4		
OG0058385		ser_TRINITY_DN3726_c1_g1.p1		
OG0058386		ser_TRINITY_DN37289_c0_g1.p3		
OG0058387		ser_TRINITY_DN37289_c0_g1.p5		
OG0058388		ser_TRINITY_DN37289_c0_g1.p6		
OG0058389		ser_TRINITY_DN37297_c0_g1.p1		
OG0058390		ser_TRINITY_DN3730_c0_g1.p3		
OG0058391		ser_TRINITY_DN37310_c0_g1.p2		
OG0058392		ser_TRINITY_DN37317_c0_g1.p1		
OG0058393		ser_TRINITY_DN37317_c0_g1.p2		
OG0058394		ser_TRINITY_DN3731_c0_g2.p1		
OG0058395		ser_TRINITY_DN37322_c0_g1.p1		
OG0058396		ser_TRINITY_DN37325_c0_g1.p2		
OG0058397		ser_TRINITY_DN37325_c0_g1.p3		
OG0058398		ser_TRINITY_DN37325_c0_g1.p5		
OG0058399		ser_TRINITY_DN37332_c0_g1.p3		
OG0058400		ser_TRINITY_DN37338_c0_g1.p1		
OG0058401		ser_TRINITY_DN37338_c0_g1.p3		
OG0058402		ser_TRINITY_DN3733_c2_g1.p4		
OG0058403		ser_TRINITY_DN37340_c0_g2.p1		
OG0058404		ser_TRINITY_DN37341_c0_g3.p2		
OG0058405		ser_TRINITY_DN37342_c0_g2.p1		
OG0058406		ser_TRINITY_DN37342_c0_g3.p1		
OG0058407		ser_TRINITY_DN37344_c0_g2.p3		
OG0058408		ser_TRINITY_DN3735_c0_g1.p2		
OG0058409		ser_TRINITY_DN37364_c0_g1.p1		
OG0058410		ser_TRINITY_DN37364_c0_g1.p2		
OG0058411		ser_TRINITY_DN3736_c0_g1.p3		
OG0058412		ser_TRINITY_DN37374_c0_g2.p2		
OG0058413		ser_TRINITY_DN3737_c0_g1.p2		
OG0058414		ser_TRINITY_DN37384_c0_g1.p1		
OG0058415		ser_TRINITY_DN37384_c0_g1.p2		
OG0058416		ser_TRINITY_DN37384_c0_g1.p3		
OG0058417		ser_TRINITY_DN37384_c0_g1.p4		
OG0058418		ser_TRINITY_DN37384_c0_g1.p5		
OG0058419		ser_TRINITY_DN37385_c0_g2.p2		
OG0058420		ser_TRINITY_DN37385_c0_g2.p3		
OG0058421		ser_TRINITY_DN37393_c0_g1.p1		
OG0058422		ser_TRINITY_DN37393_c0_g1.p2		
OG0058423		ser_TRINITY_DN37393_c0_g1.p3		
OG0058424		ser_TRINITY_DN37398_c0_g1.p2		
OG0058425		ser_TRINITY_DN37400_c0_g2.p2		
OG0058426		ser_TRINITY_DN37413_c0_g1.p1		
OG0058427		ser_TRINITY_DN37413_c0_g1.p2		
OG0058428		ser_TRINITY_DN37419_c0_g1.p2		
OG0058429		ser_TRINITY_DN37420_c0_g1.p2		
OG0058430		ser_TRINITY_DN37426_c0_g1.p3		
OG0058431		ser_TRINITY_DN37428_c0_g1.p2		
OG0058432		ser_TRINITY_DN37429_c0_g1.p2		
OG0058433		ser_TRINITY_DN37437_c0_g1.p1		
OG0058434		ser_TRINITY_DN37439_c0_g1.p2		
OG0058435		ser_TRINITY_DN37443_c0_g1.p2		
OG0058436		ser_TRINITY_DN37444_c0_g1.p2		
OG0058437		ser_TRINITY_DN37444_c0_g1.p3		
OG0058438		ser_TRINITY_DN37446_c0_g1.p3		
OG0058439		ser_TRINITY_DN3745_c0_g3.p1		
OG0058440		ser_TRINITY_DN37470_c0_g1.p1		
OG0058441		ser_TRINITY_DN37470_c0_g1.p2		
OG0058442		ser_TRINITY_DN37474_c0_g1.p3		
OG0058443		ser_TRINITY_DN37488_c0_g1.p2		
OG0058444		ser_TRINITY_DN37490_c0_g1.p1		
OG0058445		ser_TRINITY_DN3749_c0_g1.p2		
OG0058446		ser_TRINITY_DN3749_c0_g1.p3		
OG0058447		ser_TRINITY_DN37507_c0_g1.p2		
OG0058448		ser_TRINITY_DN37513_c0_g1.p1		
OG0058449		ser_TRINITY_DN37515_c0_g1.p2		
OG0058450		ser_TRINITY_DN37515_c0_g1.p3		
OG0058451		ser_TRINITY_DN37518_c0_g1.p2		
OG0058452		ser_TRINITY_DN37526_c0_g1.p2		
OG0058453		ser_TRINITY_DN3755_c0_g1.p2		
OG0058454		ser_TRINITY_DN3755_c0_g1.p7		
OG0058455		ser_TRINITY_DN3755_c0_g1.p8		
OG0058456		ser_TRINITY_DN37561_c0_g3.p1		
OG0058457		ser_TRINITY_DN37576_c0_g1.p1		
OG0058458		ser_TRINITY_DN37576_c0_g1.p2		
OG0058459		ser_TRINITY_DN37579_c0_g1.p2		
OG0058460		ser_TRINITY_DN37579_c0_g1.p3		
OG0058461		ser_TRINITY_DN37583_c0_g3.p2		
OG0058462		ser_TRINITY_DN37583_c0_g5.p2		
OG0058463		ser_TRINITY_DN37584_c0_g1.p2		
OG0058464		ser_TRINITY_DN37584_c0_g1.p3		
OG0058465		ser_TRINITY_DN37584_c0_g1.p4		
OG0058466		ser_TRINITY_DN37585_c0_g1.p1		
OG0058467		ser_TRINITY_DN37585_c0_g1.p2		
OG0058468		ser_TRINITY_DN37587_c0_g1.p2		
OG0058469		ser_TRINITY_DN37588_c0_g2.p1		
OG0058470		ser_TRINITY_DN37590_c0_g1.p1		
OG0058471		ser_TRINITY_DN37590_c0_g1.p2		
OG0058472		ser_TRINITY_DN37596_c0_g2.p2		
OG0058473		ser_TRINITY_DN37597_c0_g1.p1		
OG0058474		ser_TRINITY_DN37597_c0_g1.p2		
OG0058475		ser_TRINITY_DN37597_c0_g1.p3		
OG0058476		ser_TRINITY_DN3759_c0_g1.p3		
